action_id,decision_id,depot_id,action_type,control_state,target_device_interface,dispatched_at,ack_latency_ms,execution_result
ACT-00132,DEC-00192,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-08-21 16:00:33,191,SUCCESS_ACTUATION_CONFIRMED
ACT-00133,DEC-00193,nakuru,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS25),2026-08-22 02:00:47,188,SUCCESS_ACTUATION_CONFIRMED
ACT-00134,DEC-00194,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-08-22 05:00:40,136,SUCCESS_ACTUATION_CONFIRMED
ACT-00135,DEC-00195,eldoret,DIVERT_TO_AUXILIARY_BAY,PARTIAL,Terminal Loading Actuator (PS27),2026-08-22 07:00:36,141,SUCCESS_ACTUATION_CONFIRMED
ACT-00136,DEC-00196,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-08-22 21:00:25,111,SUCCESS_ACTUATION_CONFIRMED
ACT-00137,DEC-00197,kisumu,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS28),2026-08-23 17:00:21,126,SUCCESS_ACTUATION_CONFIRMED
ACT-00138,DEC-00198,mombasa,DIVERT_TO_AUXILIARY_BAY,PARTIAL,Terminal Loading Actuator (KOT-PS1),2026-08-23 20:00:48,111,SUCCESS_ACTUATION_CONFIRMED
ACT-00139,DEC-00199,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-08-24 01:00:40,176,SUCCESS_ACTUATION_CONFIRMED
ACT-00140,DEC-00207,eldoret,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS27),2026-08-27 03:00:32,153,SUCCESS_ACTUATION_CONFIRMED
ACT-00141,DEC-00209,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-08-27 12:00:31,86,SUCCESS_ACTUATION_CONFIRMED
ACT-00142,DEC-00210,eldoret,DIVERT_TO_AUXILIARY_BAY,PARTIAL,Terminal Loading Actuator (PS27),2026-08-27 14:00:28,142,SUCCESS_ACTUATION_CONFIRMED
ACT-00143,DEC-00211,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-08-27 23:00:23,112,SUCCESS_ACTUATION_CONFIRMED
ACT-00144,DEC-00214,nairobi,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS10),2026-08-28 16:00:41,114,SUCCESS_ACTUATION_CONFIRMED
ACT-00145,DEC-00215,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-08-29 06:00:41,204,SUCCESS_ACTUATION_CONFIRMED
ACT-00146,DEC-00216,eldoret,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,PARTIAL,Terminal Loading Actuator (PS27),2026-08-29 14:00:29,207,SUCCESS_ACTUATION_CONFIRMED
ACT-00147,DEC-00217,nakuru,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS25),2026-08-29 19:00:22,162,SUCCESS_ACTUATION_CONFIRMED
ACT-00148,DEC-00218,nakuru,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS25),2026-08-30 02:00:38,104,SUCCESS_ACTUATION_CONFIRMED
ACT-00149,DEC-00219,nakuru,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS25),2026-08-30 07:00:22,185,SUCCESS_ACTUATION_CONFIRMED
ACT-00150,DEC-00220,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,PARTIAL,Terminal Loading Actuator (KOT-PS1),2026-08-31 10:00:24,168,SUCCESS_ACTUATION_CONFIRMED
ACT-00151,DEC-00221,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-08-31 20:00:31,144,SUCCESS_ACTUATION_CONFIRMED
ACT-00152,DEC-00222,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-01 16:00:39,94,SUCCESS_ACTUATION_CONFIRMED
ACT-00153,DEC-00223,kisumu,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS28),2026-09-02 12:00:27,118,SUCCESS_ACTUATION_CONFIRMED
ACT-00154,DEC-00224,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-03 06:00:29,173,SUCCESS_ACTUATION_CONFIRMED
ACT-00155,DEC-00226,mombasa,DIVERT_TO_AUXILIARY_BAY,PARTIAL,Terminal Loading Actuator (KOT-PS1),2026-09-04 02:00:32,168,SUCCESS_ACTUATION_CONFIRMED
ACT-00156,DEC-00227,nakuru,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS25),2026-09-04 13:00:21,115,SUCCESS_ACTUATION_CONFIRMED
ACT-00157,DEC-00228,eldoret,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS27),2026-09-05 05:00:50,169,SUCCESS_ACTUATION_CONFIRMED
ACT-00158,DEC-00229,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-09-05 15:00:45,100,SUCCESS_ACTUATION_CONFIRMED
ACT-00159,DEC-00230,kisumu,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS28),2026-09-05 20:00:41,208,SUCCESS_ACTUATION_CONFIRMED
ACT-00160,DEC-00231,kisumu,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS28),2026-09-06 12:00:18,172,SUCCESS_ACTUATION_CONFIRMED
ACT-00161,DEC-00232,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-07 04:00:34,156,SUCCESS_ACTUATION_CONFIRMED
ACT-00162,DEC-00233,nairobi,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS10),2026-09-07 07:00:33,207,SUCCESS_ACTUATION_CONFIRMED
ACT-00163,DEC-00234,nakuru,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS25),2026-09-07 12:00:31,193,SUCCESS_ACTUATION_CONFIRMED
ACT-00164,DEC-00237,mombasa,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (KOT-PS1),2026-09-08 22:00:37,178,SUCCESS_ACTUATION_CONFIRMED
ACT-00165,DEC-00238,eldoret,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS27),2026-09-09 06:00:23,179,SUCCESS_ACTUATION_CONFIRMED
ACT-00166,DEC-00239,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-09 12:00:38,88,SUCCESS_ACTUATION_CONFIRMED
ACT-00167,DEC-00240,nairobi,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS10),2026-09-09 14:00:30,141,SUCCESS_ACTUATION_CONFIRMED
ACT-00168,DEC-00242,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-10 16:00:21,203,SUCCESS_ACTUATION_CONFIRMED
ACT-00169,DEC-00243,eldoret,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS27),2026-09-11 10:00:42,179,SUCCESS_ACTUATION_CONFIRMED
ACT-00170,DEC-00245,nairobi,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS10),2026-09-12 17:00:19,159,SUCCESS_ACTUATION_CONFIRMED
ACT-00171,DEC-00249,kisumu,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS28),2026-09-15 03:00:37,210,SUCCESS_ACTUATION_CONFIRMED
ACT-00172,DEC-00250,nairobi,DIVERT_TO_AUXILIARY_BAY,VERIFIED,Terminal Loading Actuator (PS10),2026-09-15 08:00:34,179,SUCCESS_ACTUATION_CONFIRMED
ACT-00173,DEC-00251,nairobi,RE_SEQUENCE_QUEUE_AND_DUAL_ARM,VERIFIED,Terminal Loading Actuator (PS10),2026-09-15 15:00:27,202,SUCCESS_ACTUATION_CONFIRMED
