gate_event_id,order_id,depot_id,truck_id,event_type,event_timestamp,tare_weight_kg,gross_weight_kg,rfid_transponder_id,gate_lane
GE-0008846,LO-PS25-01441,nakuru,TRK-0026,GATE_IN,2026-07-07 18:36:10,12706,0,RFID-KBA992B,Tare Scale 1
GE-0008847,LO-PS25-01441,nakuru,TRK-0026,GATE_OUT,2026-07-07 19:56:42,12706,33566,RFID-KBA992B,Gross Weighbridge Platform 2
GE-0008848,LO-KOTPS1-01846,mombasa,TRK-0313,ARRIVAL,2026-07-07 12:58:10,0,0,RFID-KBY967S,Outer Lane 1
GE-0008849,LO-KOTPS1-01846,mombasa,TRK-0313,GATE_IN,2026-07-07 13:02:10,13113,0,RFID-KBY967S,Tare Scale 1
GE-0008850,LO-KOTPS1-01846,mombasa,TRK-0313,GATE_OUT,2026-07-07 14:14:11,13113,33973,RFID-KBY967S,Gross Weighbridge Platform 2
GE-0008851,LO-KOTPS1-01847,mombasa,TRK-0669,ARRIVAL,2026-07-07 08:12:09,0,0,RFID-KCY908G,Outer Lane 2
GE-0008852,LO-KOTPS1-01847,mombasa,TRK-0669,GATE_IN,2026-07-07 08:20:09,13672,0,RFID-KCY908G,Tare Scale 1
GE-0008853,LO-KOTPS1-01847,mombasa,TRK-0669,GATE_OUT,2026-07-07 09:30:52,13672,37512,RFID-KCY908G,Gross Weighbridge Platform 2
GE-0008854,LO-PS25-01442,nakuru,TRK-0317,ARRIVAL,2026-07-07 07:42:12,0,0,RFID-KBR545N,Outer Lane 3
GE-0008855,LO-PS25-01442,nakuru,TRK-0317,GATE_IN,2026-07-07 07:48:12,15057,0,RFID-KBR545N,Tare Scale 2
GE-0008856,LO-PS25-01442,nakuru,TRK-0317,GATE_OUT,2026-07-07 08:58:05,15057,41877,RFID-KBR545N,Gross Weighbridge Platform 2
GE-0008857,LO-KOTPS1-01848,mombasa,TRK-0083,ARRIVAL,2026-07-07 12:22:04,0,0,RFID-KDR647Z,Outer Lane 1
GE-0008858,LO-KOTPS1-01848,mombasa,TRK-0083,GATE_IN,2026-07-07 12:35:04,14586,0,RFID-KDR647Z,Tare Scale 2
GE-0008859,LO-KOTPS1-01848,mombasa,TRK-0083,GATE_OUT,2026-07-07 13:53:02,14586,43146,RFID-KDR647Z,Gross Weighbridge Platform 1
GE-0008860,LO-KOTPS1-01849,mombasa,TRK-0435,ARRIVAL,2026-07-07 15:51:40,0,0,RFID-KBW601Z,Outer Lane 2
GE-0008861,LO-KOTPS1-01849,mombasa,TRK-0435,GATE_IN,2026-07-07 15:57:40,14683,0,RFID-KBW601Z,Tare Scale 1
GE-0008862,LO-KOTPS1-01849,mombasa,TRK-0435,GATE_OUT,2026-07-07 17:33:21,14683,43243,RFID-KBW601Z,Gross Weighbridge Platform 1
GE-0008863,LO-PS10-02167,nairobi,TRK-0093,ARRIVAL,2026-07-07 10:40:03,0,0,RFID-KDG752P,Outer Lane 3
GE-0008864,LO-PS10-02167,nairobi,TRK-0093,GATE_IN,2026-07-07 10:54:03,14541,0,RFID-KDG752P,Tare Scale 1
GE-0008865,LO-PS10-02167,nairobi,TRK-0093,GATE_OUT,2026-07-07 12:37:43,14541,44781,RFID-KDG752P,Gross Weighbridge Platform 1
GE-0008866,LO-PS28-01259,kisumu,TRK-0501,ARRIVAL,2026-07-07 12:32:01,0,0,RFID-KDV171S,Outer Lane 1
GE-0008867,LO-PS28-01259,kisumu,TRK-0501,GATE_IN,2026-07-07 12:43:01,14337,0,RFID-KDV171S,Tare Scale 1
GE-0008868,LO-PS28-01259,kisumu,TRK-0501,GATE_OUT,2026-07-07 14:21:58,14337,39667,RFID-KDV171S,Gross Weighbridge Platform 2
GE-0008869,LO-PS10-02168,nairobi,TRK-0534,ARRIVAL,2026-07-07 10:16:58,0,0,RFID-KBZ148Y,Outer Lane 3
GE-0008870,LO-PS10-02168,nairobi,TRK-0534,GATE_IN,2026-07-07 10:20:58,16504,0,RFID-KBZ148Y,Tare Scale 1
GE-0008871,LO-PS10-02168,nairobi,TRK-0534,GATE_OUT,2026-07-07 12:02:42,16504,46304,RFID-KBZ148Y,Gross Weighbridge Platform 1
GE-0008872,LO-KOTPS1-01850,mombasa,TRK-0330,ARRIVAL,2026-07-07 15:38:49,0,0,RFID-KCL324P,Outer Lane 2
GE-0008873,LO-KOTPS1-01850,mombasa,TRK-0330,GATE_IN,2026-07-07 15:46:49,15907,0,RFID-KCL324P,Tare Scale 1
GE-0008874,LO-KOTPS1-01850,mombasa,TRK-0330,GATE_OUT,2026-07-07 16:59:01,15907,44217,RFID-KCL324P,Gross Weighbridge Platform 2
GE-0008875,LO-PS10-02169,nairobi,TRK-0121,ARRIVAL,2026-07-07 18:50:55,0,0,RFID-KBT691B,Outer Lane 1
GE-0008876,LO-PS10-02169,nairobi,TRK-0121,GATE_IN,2026-07-07 18:58:55,14013,0,RFID-KBT691B,Tare Scale 2
GE-0008877,LO-PS10-02169,nairobi,TRK-0121,GATE_OUT,2026-07-07 19:36:59,14013,14013,RFID-KBT691B,Rejection Exit Lane
GE-0008878,LO-PS10-02170,nairobi,TRK-0089,ARRIVAL,2026-07-07 15:25:42,0,0,RFID-KBC339P,Outer Lane 2
GE-0008879,LO-PS10-02170,nairobi,TRK-0089,GATE_IN,2026-07-07 15:29:42,14140,0,RFID-KBC339P,Tare Scale 1
GE-0008880,LO-PS10-02170,nairobi,TRK-0089,GATE_OUT,2026-07-07 16:32:58,14140,37980,RFID-KBC339P,Gross Weighbridge Platform 1
GE-0008881,LO-PS28-01260,kisumu,TRK-0653,ARRIVAL,2026-07-07 13:52:26,0,0,RFID-KDR903H,Outer Lane 1
GE-0008882,LO-PS28-01260,kisumu,TRK-0653,GATE_IN,2026-07-07 14:04:26,14455,0,RFID-KDR903H,Tare Scale 1
GE-0008883,LO-PS28-01260,kisumu,TRK-0653,GATE_OUT,2026-07-07 15:14:53,14455,41275,RFID-KDR903H,Gross Weighbridge Platform 1
GE-0008884,LO-PS27-01345,eldoret,TRK-0093,ARRIVAL,2026-07-07 15:19:53,0,0,RFID-KDG752P,Outer Lane 2
GE-0008885,LO-PS27-01345,eldoret,TRK-0093,GATE_IN,2026-07-07 15:28:53,14541,0,RFID-KDG752P,Tare Scale 1
GE-0008886,LO-PS27-01345,eldoret,TRK-0093,GATE_OUT,2026-07-07 16:43:12,14541,44781,RFID-KDG752P,Gross Weighbridge Platform 2
GE-0008887,LO-PS25-01443,nakuru,TRK-0531,ARRIVAL,2026-07-07 07:55:33,0,0,RFID-KCB926W,Outer Lane 1
GE-0008888,LO-PS25-01443,nakuru,TRK-0531,GATE_IN,2026-07-07 08:01:33,16285,0,RFID-KCB926W,Tare Scale 2
GE-0008889,LO-PS25-01443,nakuru,TRK-0531,GATE_OUT,2026-07-07 09:35:39,16285,46085,RFID-KCB926W,Gross Weighbridge Platform 1
GE-0008890,LO-KOTPS1-01851,mombasa,TRK-0710,ARRIVAL,2026-07-07 14:37:44,0,0,RFID-KCT403G,Outer Lane 1
GE-0008891,LO-KOTPS1-01851,mombasa,TRK-0710,GATE_IN,2026-07-07 14:49:44,13112,0,RFID-KCT403G,Tare Scale 2
GE-0008892,LO-KOTPS1-01851,mombasa,TRK-0710,GATE_OUT,2026-07-07 15:52:20,13112,33972,RFID-KCT403G,Gross Weighbridge Platform 2
GE-0008893,LO-KOTPS1-01852,mombasa,TRK-0485,ARRIVAL,2026-07-07 08:25:23,0,0,RFID-KBA397C,Outer Lane 1
GE-0008894,LO-KOTPS1-01852,mombasa,TRK-0485,GATE_IN,2026-07-07 08:32:23,15859,0,RFID-KBA397C,Tare Scale 2
GE-0008895,LO-KOTPS1-01852,mombasa,TRK-0485,GATE_OUT,2026-07-07 09:50:25,15859,45659,RFID-KBA397C,Gross Weighbridge Platform 2
GE-0008896,LO-PS10-02171,nairobi,TRK-0121,ARRIVAL,2026-07-07 12:05:57,0,0,RFID-KBT691B,Outer Lane 1
GE-0008897,LO-PS10-02171,nairobi,TRK-0121,GATE_IN,2026-07-07 12:09:57,14013,0,RFID-KBT691B,Tare Scale 1
GE-0008898,LO-PS10-02171,nairobi,TRK-0121,GATE_OUT,2026-07-07 13:27:10,14013,39343,RFID-KBT691B,Gross Weighbridge Platform 2
GE-0008899,LO-PS10-02172,nairobi,TRK-0335,ARRIVAL,2026-07-07 16:54:05,0,0,RFID-KBM286L,Outer Lane 3
GE-0008900,LO-PS10-02172,nairobi,TRK-0335,GATE_IN,2026-07-07 17:12:05,12865,0,RFID-KBM286L,Tare Scale 1
GE-0008901,LO-PS10-02172,nairobi,TRK-0335,GATE_OUT,2026-07-07 18:37:04,12865,33725,RFID-KBM286L,Gross Weighbridge Platform 2
GE-0008902,LO-PS10-02173,nairobi,TRK-0222,ARRIVAL,2026-07-07 12:25:43,0,0,RFID-KDK489S,Outer Lane 1
GE-0008903,LO-PS10-02173,nairobi,TRK-0222,GATE_IN,2026-07-07 12:32:43,15792,0,RFID-KDK489S,Tare Scale 1
GE-0008904,LO-PS10-02173,nairobi,TRK-0222,GATE_OUT,2026-07-07 13:50:52,15792,47712,RFID-KDK489S,Gross Weighbridge Platform 2
GE-0008905,LO-KOTPS1-01853,mombasa,TRK-0272,ARRIVAL,2026-07-07 14:41:01,0,0,RFID-KDY715L,Outer Lane 3
GE-0008906,LO-KOTPS1-01853,mombasa,TRK-0272,GATE_IN,2026-07-07 14:56:01,14180,0,RFID-KDY715L,Tare Scale 1
GE-0008907,LO-KOTPS1-01853,mombasa,TRK-0272,GATE_OUT,2026-07-07 16:01:04,14180,39510,RFID-KDY715L,Gross Weighbridge Platform 1
GE-0008908,LO-PS10-02174,nairobi,TRK-0347,ARRIVAL,2026-07-07 13:02:45,0,0,RFID-KBZ105U,Outer Lane 2
GE-0008909,LO-PS10-02174,nairobi,TRK-0347,GATE_IN,2026-07-07 13:16:45,14453,0,RFID-KBZ105U,Tare Scale 1
GE-0008910,LO-PS10-02174,nairobi,TRK-0347,GATE_OUT,2026-07-07 14:51:11,14453,43397,RFID-KBZ105U,Gross Weighbridge Platform 1
GE-0008911,LO-PS25-01444,nakuru,TRK-0614,ARRIVAL,2026-07-07 09:05:37,0,0,RFID-KBE950F,Outer Lane 2
GE-0008912,LO-PS25-01444,nakuru,TRK-0614,GATE_IN,2026-07-07 09:23:37,14428,0,RFID-KBE950F,Tare Scale 2
GE-0008913,LO-PS25-01444,nakuru,TRK-0614,GATE_OUT,2026-07-07 10:15:53,14428,41248,RFID-KBE950F,Gross Weighbridge Platform 2
GE-0008914,LO-PS28-01261,kisumu,TRK-0451,ARRIVAL,2026-07-07 16:00:33,0,0,RFID-KDC596G,Outer Lane 3
GE-0008915,LO-PS28-01261,kisumu,TRK-0451,GATE_IN,2026-07-07 16:09:33,16522,0,RFID-KDC596G,Tare Scale 1
GE-0008916,LO-PS28-01261,kisumu,TRK-0451,GATE_OUT,2026-07-07 17:49:17,16522,46322,RFID-KDC596G,Gross Weighbridge Platform 1
GE-0008917,LO-PS10-02175,nairobi,TRK-0096,ARRIVAL,2026-07-07 11:10:40,0,0,RFID-KBU843K,Outer Lane 2
GE-0008918,LO-PS10-02175,nairobi,TRK-0096,GATE_IN,2026-07-07 11:15:40,14230,0,RFID-KBU843K,Tare Scale 2
GE-0008919,LO-PS10-02175,nairobi,TRK-0096,GATE_OUT,2026-07-07 12:57:30,14230,39560,RFID-KBU843K,Gross Weighbridge Platform 1
GE-0008920,LO-PS10-02176,nairobi,TRK-0470,ARRIVAL,2026-07-07 10:21:49,0,0,RFID-KDV898M,Outer Lane 3
GE-0008921,LO-PS10-02176,nairobi,TRK-0470,GATE_IN,2026-07-07 10:38:49,15871,0,RFID-KDV898M,Tare Scale 1
GE-0008922,LO-PS10-02176,nairobi,TRK-0470,GATE_OUT,2026-07-07 12:31:40,15871,47791,RFID-KDV898M,Gross Weighbridge Platform 2
GE-0008923,LO-PS25-01445,nakuru,TRK-0212,ARRIVAL,2026-07-07 10:33:39,0,0,RFID-KDC590M,Outer Lane 3
GE-0008924,LO-PS25-01445,nakuru,TRK-0212,GATE_IN,2026-07-07 10:48:39,14189,0,RFID-KDC590M,Tare Scale 1
GE-0008925,LO-PS25-01445,nakuru,TRK-0212,GATE_OUT,2026-07-07 12:23:09,14189,39519,RFID-KDC590M,Gross Weighbridge Platform 1
GE-0008926,LO-PS10-02177,nairobi,TRK-0179,ARRIVAL,2026-07-07 10:35:32,0,0,RFID-KDC607B,Outer Lane 3
GE-0008927,LO-PS10-02177,nairobi,TRK-0179,GATE_IN,2026-07-07 10:48:32,14427,0,RFID-KDC607B,Tare Scale 2
GE-0008928,LO-PS10-02177,nairobi,TRK-0179,GATE_OUT,2026-07-07 11:28:55,14427,14427,RFID-KDC607B,Rejection Exit Lane
GE-0008929,LO-PS10-02178,nairobi,TRK-0707,ARRIVAL,2026-07-07 12:51:07,0,0,RFID-KDH220M,Outer Lane 3
GE-0008930,LO-PS10-02178,nairobi,TRK-0707,GATE_IN,2026-07-07 13:02:07,14861,0,RFID-KDH220M,Tare Scale 2
GE-0008931,LO-PS10-02178,nairobi,TRK-0707,GATE_OUT,2026-07-07 14:17:43,14861,45101,RFID-KDH220M,Gross Weighbridge Platform 1
GE-0008932,LO-PS10-02179,nairobi,TRK-0163,ARRIVAL,2026-07-07 16:48:49,0,0,RFID-KDK743J,Outer Lane 3
GE-0008933,LO-PS10-02179,nairobi,TRK-0163,GATE_IN,2026-07-07 17:06:49,12695,0,RFID-KDK743J,Tare Scale 1
GE-0008934,LO-PS10-02179,nairobi,TRK-0163,GATE_OUT,2026-07-07 18:24:52,12695,33555,RFID-KDK743J,Gross Weighbridge Platform 1
GE-0008935,LO-KOTPS1-01854,mombasa,TRK-0161,ARRIVAL,2026-07-07 09:36:43,0,0,RFID-KCY174P,Outer Lane 3
GE-0008936,LO-KOTPS1-01854,mombasa,TRK-0161,GATE_IN,2026-07-07 09:50:43,14043,0,RFID-KCY174P,Tare Scale 2
GE-0008937,LO-KOTPS1-01854,mombasa,TRK-0161,GATE_OUT,2026-07-07 11:26:58,14043,42603,RFID-KCY174P,Gross Weighbridge Platform 2
GE-0008938,LO-PS25-01446,nakuru,TRK-0234,ARRIVAL,2026-07-07 10:50:23,0,0,RFID-KCR756S,Outer Lane 1
GE-0008939,LO-PS25-01446,nakuru,TRK-0234,GATE_IN,2026-07-07 11:04:23,12401,0,RFID-KCR756S,Tare Scale 1
GE-0008940,LO-PS25-01446,nakuru,TRK-0234,GATE_OUT,2026-07-07 12:37:29,12401,33261,RFID-KCR756S,Gross Weighbridge Platform 2
GE-0008941,LO-PS10-02180,nairobi,TRK-0571,ARRIVAL,2026-07-07 09:50:33,0,0,RFID-KCD359B,Outer Lane 1
GE-0008942,LO-PS10-02180,nairobi,TRK-0571,GATE_IN,2026-07-07 10:07:33,15343,0,RFID-KCD359B,Tare Scale 1
GE-0008943,LO-PS10-02180,nairobi,TRK-0571,GATE_OUT,2026-07-07 11:22:14,15343,45895,RFID-KCD359B,Gross Weighbridge Platform 1
GE-0008944,LO-PS10-02181,nairobi,TRK-0674,ARRIVAL,2026-07-07 19:06:11,0,0,RFID-KDB940A,Outer Lane 3
GE-0008945,LO-PS10-02181,nairobi,TRK-0674,GATE_IN,2026-07-07 19:14:11,14978,0,RFID-KDB940A,Tare Scale 2
GE-0008946,LO-PS10-02181,nairobi,TRK-0674,GATE_OUT,2026-07-07 20:11:46,14978,45218,RFID-KDB940A,Gross Weighbridge Platform 1
GE-0008947,LO-PS27-01346,eldoret,TRK-0402,ARRIVAL,2026-07-07 16:28:00,0,0,RFID-KCJ439P,Outer Lane 2
GE-0008948,LO-PS27-01346,eldoret,TRK-0402,GATE_IN,2026-07-07 16:42:00,15593,0,RFID-KCJ439P,Tare Scale 1
GE-0008949,LO-PS27-01346,eldoret,TRK-0402,GATE_OUT,2026-07-07 18:08:12,15593,47513,RFID-KCJ439P,Gross Weighbridge Platform 1
GE-0008950,LO-PS25-01447,nakuru,TRK-0705,ARRIVAL,2026-07-07 11:25:28,0,0,RFID-KBC186W,Outer Lane 1
GE-0008951,LO-PS25-01447,nakuru,TRK-0705,GATE_IN,2026-07-07 11:37:28,13123,0,RFID-KBC186W,Tare Scale 2
GE-0008952,LO-PS25-01447,nakuru,TRK-0705,GATE_OUT,2026-07-07 13:08:54,13123,36643,RFID-KBC186W,Gross Weighbridge Platform 2
GE-0008953,LO-KOTPS1-01855,mombasa,TRK-0292,ARRIVAL,2026-07-07 17:30:13,0,0,RFID-KBH709N,Outer Lane 3
GE-0008954,LO-KOTPS1-01855,mombasa,TRK-0292,GATE_IN,2026-07-07 17:42:13,16529,0,RFID-KBH709N,Tare Scale 1
GE-0008955,LO-KOTPS1-01855,mombasa,TRK-0292,GATE_OUT,2026-07-07 19:35:44,16529,48329,RFID-KBH709N,Gross Weighbridge Platform 1
GE-0008956,LO-PS27-01347,eldoret,TRK-0615,ARRIVAL,2026-07-07 10:39:08,0,0,RFID-KBW274J,Outer Lane 1
GE-0008957,LO-PS27-01347,eldoret,TRK-0615,GATE_IN,2026-07-07 10:52:08,15977,0,RFID-KBW274J,Tare Scale 1
GE-0008958,LO-PS27-01347,eldoret,TRK-0615,GATE_OUT,2026-07-07 12:32:19,15977,45777,RFID-KBW274J,Gross Weighbridge Platform 1
GE-0008959,LO-KOTPS1-01856,mombasa,TRK-0582,ARRIVAL,2026-07-07 11:53:33,0,0,RFID-KBN453H,Outer Lane 2
GE-0008960,LO-KOTPS1-01856,mombasa,TRK-0582,GATE_IN,2026-07-07 12:09:33,13529,0,RFID-KBN453H,Tare Scale 2
GE-0008961,LO-KOTPS1-01856,mombasa,TRK-0582,GATE_OUT,2026-07-07 13:21:40,13529,37369,RFID-KBN453H,Gross Weighbridge Platform 1
GE-0008962,LO-PS10-02182,nairobi,TRK-0062,ARRIVAL,2026-07-07 11:20:00,0,0,RFID-KCP643C,Outer Lane 2
GE-0008963,LO-PS10-02182,nairobi,TRK-0062,GATE_IN,2026-07-07 11:27:00,15387,0,RFID-KCP643C,Tare Scale 1
GE-0008964,LO-PS10-02182,nairobi,TRK-0062,GATE_OUT,2026-07-07 13:06:36,15387,45939,RFID-KCP643C,Gross Weighbridge Platform 2
GE-0008965,LO-PS25-01448,nakuru,TRK-0648,ARRIVAL,2026-07-07 09:20:54,0,0,RFID-KBF854Z,Outer Lane 2
GE-0008966,LO-PS25-01448,nakuru,TRK-0648,GATE_IN,2026-07-07 09:32:54,14251,0,RFID-KBF854Z,Tare Scale 2
GE-0008967,LO-PS25-01448,nakuru,TRK-0648,GATE_OUT,2026-07-07 10:39:15,14251,39691,RFID-KBF854Z,Gross Weighbridge Platform 2
GE-0008968,LO-KOTPS1-01857,mombasa,TRK-0242,ARRIVAL,2026-07-07 11:18:23,0,0,RFID-KCE160G,Outer Lane 1
GE-0008969,LO-KOTPS1-01857,mombasa,TRK-0242,GATE_IN,2026-07-07 11:30:23,15476,0,RFID-KCE160G,Tare Scale 2
GE-0008970,LO-KOTPS1-01857,mombasa,TRK-0242,GATE_OUT,2026-07-07 12:59:06,15476,47396,RFID-KCE160G,Gross Weighbridge Platform 1
GE-0008971,LO-PS28-01262,kisumu,TRK-0043,ARRIVAL,2026-07-07 15:15:57,0,0,RFID-KCF944Y,Outer Lane 1
GE-0008972,LO-PS28-01262,kisumu,TRK-0043,GATE_IN,2026-07-07 15:32:57,14015,0,RFID-KCF944Y,Tare Scale 2
GE-0008973,LO-PS28-01262,kisumu,TRK-0043,GATE_OUT,2026-07-07 16:43:41,14015,41045,RFID-KCF944Y,Gross Weighbridge Platform 1
GE-0008974,LO-KOTPS1-01858,mombasa,TRK-0207,ARRIVAL,2026-07-07 12:38:13,0,0,RFID-KBM743D,Outer Lane 3
GE-0008975,LO-KOTPS1-01858,mombasa,TRK-0207,GATE_IN,2026-07-07 12:44:13,15554,0,RFID-KBM743D,Tare Scale 2
GE-0008976,LO-KOTPS1-01858,mombasa,TRK-0207,GATE_OUT,2026-07-07 14:19:28,15554,47474,RFID-KBM743D,Gross Weighbridge Platform 1
GE-0008977,LO-KOTPS1-01859,mombasa,TRK-0387,ARRIVAL,2026-07-07 17:30:56,0,0,RFID-KCP707D,Outer Lane 1
GE-0008978,LO-KOTPS1-01859,mombasa,TRK-0387,GATE_IN,2026-07-07 17:39:56,16371,0,RFID-KCP707D,Tare Scale 1
GE-0008979,LO-KOTPS1-01859,mombasa,TRK-0387,GATE_OUT,2026-07-07 19:06:41,16371,46171,RFID-KCP707D,Gross Weighbridge Platform 1
GE-0008980,LO-PS25-01449,nakuru,TRK-0609,ARRIVAL,2026-07-07 16:22:44,0,0,RFID-KBW437K,Outer Lane 1
GE-0008981,LO-PS25-01449,nakuru,TRK-0609,GATE_IN,2026-07-07 16:34:44,15612,0,RFID-KBW437K,Tare Scale 1
GE-0008982,LO-PS25-01449,nakuru,TRK-0609,GATE_OUT,2026-07-07 18:07:17,15612,43922,RFID-KBW437K,Gross Weighbridge Platform 1
GE-0008983,LO-PS25-01450,nakuru,TRK-0349,ARRIVAL,2026-07-07 16:27:26,0,0,RFID-KCB486Q,Outer Lane 3
GE-0008984,LO-PS25-01450,nakuru,TRK-0349,GATE_IN,2026-07-07 16:44:26,13856,0,RFID-KCB486Q,Tare Scale 2
GE-0008985,LO-PS25-01450,nakuru,TRK-0349,GATE_OUT,2026-07-07 17:59:14,13856,40736,RFID-KCB486Q,Gross Weighbridge Platform 2
GE-0008986,LO-PS10-02183,nairobi,TRK-0026,ARRIVAL,2026-07-07 09:41:38,0,0,RFID-KBA992B,Outer Lane 1
GE-0008987,LO-PS10-02183,nairobi,TRK-0026,GATE_IN,2026-07-07 09:47:38,12706,0,RFID-KBA992B,Tare Scale 2
GE-0008988,LO-PS10-02183,nairobi,TRK-0026,GATE_OUT,2026-07-07 10:52:25,12706,33566,RFID-KBA992B,Gross Weighbridge Platform 2
GE-0008989,LO-PS10-02184,nairobi,TRK-0651,ARRIVAL,2026-07-07 14:04:57,0,0,RFID-KBT854E,Outer Lane 3
GE-0008990,LO-PS10-02184,nairobi,TRK-0651,GATE_IN,2026-07-07 14:10:57,13576,0,RFID-KBT854E,Tare Scale 1
GE-0008991,LO-PS10-02184,nairobi,TRK-0651,GATE_OUT,2026-07-07 15:21:18,13576,37416,RFID-KBT854E,Gross Weighbridge Platform 1
GE-0008992,LO-PS10-02185,nairobi,TRK-0577,ARRIVAL,2026-07-07 19:07:02,0,0,RFID-KBL561V,Outer Lane 1
GE-0008993,LO-PS10-02185,nairobi,TRK-0577,GATE_IN,2026-07-07 19:24:02,16265,0,RFID-KBL561V,Tare Scale 1
GE-0008994,LO-PS10-02185,nairobi,TRK-0577,GATE_OUT,2026-07-07 20:48:16,16265,49865,RFID-KBL561V,Gross Weighbridge Platform 1
GE-0008995,LO-KOTPS1-01860,mombasa,TRK-0053,ARRIVAL,2026-07-07 11:48:25,0,0,RFID-KCQ710Q,Outer Lane 3
GE-0008996,LO-KOTPS1-01860,mombasa,TRK-0053,GATE_IN,2026-07-07 12:02:25,14050,0,RFID-KCQ710Q,Tare Scale 1
GE-0008997,LO-KOTPS1-01860,mombasa,TRK-0053,GATE_OUT,2026-07-07 13:34:48,14050,42610,RFID-KCQ710Q,Gross Weighbridge Platform 2
GE-0008998,LO-KOTPS1-01861,mombasa,TRK-0077,ARRIVAL,2026-07-07 11:35:32,0,0,RFID-KCB748G,Outer Lane 2
GE-0008999,LO-KOTPS1-01861,mombasa,TRK-0077,GATE_IN,2026-07-07 11:48:32,16382,0,RFID-KCB748G,Tare Scale 1
GE-0009000,LO-KOTPS1-01861,mombasa,TRK-0077,GATE_OUT,2026-07-07 13:27:16,16382,49982,RFID-KCB748G,Gross Weighbridge Platform 1
GE-0009001,LO-KOTPS1-01862,mombasa,TRK-0100,ARRIVAL,2026-07-07 14:34:54,0,0,RFID-KCE999F,Outer Lane 1
GE-0009002,LO-KOTPS1-01862,mombasa,TRK-0100,GATE_IN,2026-07-07 14:42:54,14770,0,RFID-KCE999F,Tare Scale 1
GE-0009003,LO-KOTPS1-01862,mombasa,TRK-0100,GATE_OUT,2026-07-07 15:57:47,14770,40100,RFID-KCE999F,Gross Weighbridge Platform 1
GE-0009004,LO-PS10-02186,nairobi,TRK-0413,ARRIVAL,2026-07-07 18:58:16,0,0,RFID-KCE561W,Outer Lane 3
GE-0009005,LO-PS10-02186,nairobi,TRK-0413,GATE_IN,2026-07-07 19:09:16,14958,0,RFID-KCE561W,Tare Scale 2
GE-0009006,LO-PS10-02186,nairobi,TRK-0413,GATE_OUT,2026-07-07 20:32:45,14958,41778,RFID-KCE561W,Gross Weighbridge Platform 1
GE-0009007,LO-KOTPS1-01863,mombasa,TRK-0045,ARRIVAL,2026-07-07 16:01:45,0,0,RFID-KDM327H,Outer Lane 2
GE-0009008,LO-KOTPS1-01863,mombasa,TRK-0045,GATE_IN,2026-07-07 16:13:45,15061,0,RFID-KDM327H,Tare Scale 2
GE-0009009,LO-KOTPS1-01863,mombasa,TRK-0045,GATE_OUT,2026-07-07 17:57:50,15061,45301,RFID-KDM327H,Gross Weighbridge Platform 2
GE-0009010,LO-KOTPS1-01864,mombasa,TRK-0360,ARRIVAL,2026-07-07 10:14:42,0,0,RFID-KCQ735F,Outer Lane 1
GE-0009011,LO-KOTPS1-01864,mombasa,TRK-0360,GATE_IN,2026-07-07 10:20:42,16521,0,RFID-KCQ735F,Tare Scale 2
GE-0009012,LO-KOTPS1-01864,mombasa,TRK-0360,GATE_OUT,2026-07-07 12:01:54,16521,50121,RFID-KCQ735F,Gross Weighbridge Platform 1
GE-0009013,LO-PS10-02187,nairobi,TRK-0501,ARRIVAL,2026-07-07 18:00:19,0,0,RFID-KDV171S,Outer Lane 2
GE-0009014,LO-PS10-02187,nairobi,TRK-0501,GATE_IN,2026-07-07 18:13:19,14337,0,RFID-KDV171S,Tare Scale 2
GE-0009015,LO-PS10-02187,nairobi,TRK-0501,GATE_OUT,2026-07-07 20:00:00,14337,42897,RFID-KDV171S,Gross Weighbridge Platform 1
GE-0009016,LO-KOTPS1-01865,mombasa,TRK-0398,ARRIVAL,2026-07-07 16:14:37,0,0,RFID-KCG965N,Outer Lane 3
GE-0009017,LO-KOTPS1-01865,mombasa,TRK-0398,GATE_IN,2026-07-07 16:18:37,14764,0,RFID-KCG965N,Tare Scale 2
GE-0009018,LO-KOTPS1-01865,mombasa,TRK-0398,GATE_OUT,2026-07-07 17:30:32,14764,45004,RFID-KCG965N,Gross Weighbridge Platform 2
GE-0009019,LO-KOTPS1-01866,mombasa,TRK-0430,ARRIVAL,2026-07-07 11:57:29,0,0,RFID-KDN585M,Outer Lane 3
GE-0009020,LO-KOTPS1-01866,mombasa,TRK-0430,GATE_IN,2026-07-07 12:07:29,14449,0,RFID-KDN585M,Tare Scale 2
GE-0009021,LO-KOTPS1-01866,mombasa,TRK-0430,GATE_OUT,2026-07-07 13:28:27,14449,43009,RFID-KDN585M,Gross Weighbridge Platform 1
GE-0009022,LO-PS25-01451,nakuru,TRK-0136,ARRIVAL,2026-07-07 09:08:01,0,0,RFID-KCE263Z,Outer Lane 1
GE-0009023,LO-PS25-01451,nakuru,TRK-0136,GATE_IN,2026-07-07 09:21:01,13979,0,RFID-KCE263Z,Tare Scale 2
GE-0009024,LO-PS25-01451,nakuru,TRK-0136,GATE_OUT,2026-07-07 10:44:23,13979,40859,RFID-KCE263Z,Gross Weighbridge Platform 2
GE-0009025,LO-PS28-01264,kisumu,TRK-0033,ARRIVAL,2026-07-07 08:56:32,0,0,RFID-KBC869T,Outer Lane 3
GE-0009026,LO-PS28-01264,kisumu,TRK-0033,GATE_IN,2026-07-07 09:09:32,16043,0,RFID-KBC869T,Tare Scale 1
