loading_event_id,order_id,depot_id,loading_position_id,loading_start,loading_end,planned_quantity_litres,actual_quantity_litres,loading_duration_minutes,avg_flow_rate_lpm,dual_arm_used,loading_status,exception_reason
LDG-002205,LO-PS25-01345,nakuru,NKR-P02,2026-07-01 08:06:31,2026-07-01 08:43:04,40000,40000,36.54,1557,False,COMPLETED,
LDG-002206,LO-KOTPS1-01627,mombasa,MBA-P07,2026-07-01 11:34:10,2026-07-01 12:01:53,32000,32000,27.71,1613,False,COMPLETED,
LDG-002207,LO-PS10-01899,nairobi,NBO-P07,2026-07-01 16:03:25,2026-07-01 16:30:04,32000,32000,26.65,1671,False,COMPLETED,
LDG-002208,LO-KOTPS1-01628,mombasa,MBA-P03,2026-07-01 13:02:34,2026-07-01 13:33:23,38000,38000,30.82,1651,False,COMPLETED,
LDG-002209,LO-PS25-01346,nakuru,NKR-P02,2026-07-01 12:24:15,2026-07-01 12:55:47,36000,36000,31.55,1602,False,COMPLETED,
LDG-002210,LO-PS25-01347,nakuru,NKR-P02,2026-07-01 18:29:36,2026-07-01 18:59:39,34000,34000,30.05,1558,False,COMPLETED,
LDG-002211,LO-KOTPS1-01629,mombasa,MBA-P03,2026-07-01 17:42:27,2026-07-01 18:13:40,34000,34000,31.22,1584,False,COMPLETED,
LDG-002212,LO-KOTPS1-01630,mombasa,MBA-P03,2026-07-01 11:13:27,2026-07-01 11:44:47,36000,36000,31.33,1570,False,COMPLETED,
LDG-002213,LO-KOTPS1-01631,mombasa,MBA-P05,2026-07-01 13:47:36,2026-07-01 14:08:43,32000,32000,21.13,2227,True,COMPLETED,
LDG-002214,LO-PS25-01348,nakuru,NKR-P04,2026-07-01 17:24:27,2026-07-01 17:51:59,28000,28000,27.54,1690,False,COMPLETED,
LDG-002215,LO-PS10-01900,nairobi,NBO-P01,2026-07-01 09:28:29,2026-07-01 09:51:44,28000,28000,23.26,1640,False,COMPLETED,
LDG-002216,LO-KOTPS1-01632,mombasa,MBA-P06,2026-07-01 14:28:20,2026-07-01 14:55:48,28000,28000,27.46,1578,False,COMPLETED,
LDG-002217,LO-PS10-01902,nairobi,NBO-P01,2026-07-01 14:56:48,2026-07-01 15:22:34,38000,38000,25.76,2227,True,COMPLETED,
LDG-002218,LO-PS10-01903,nairobi,NBO-P06,2026-07-01 15:37:51,2026-07-01 16:00:37,32000,32000,22.77,2227,True,COMPLETED,
LDG-002219,LO-PS10-01904,nairobi,NBO-P01,2026-07-01 10:42:16,2026-07-01 11:09:13,36000,36000,26.95,2227,True,COMPLETED,
LDG-002220,LO-PS10-01905,nairobi,NBO-P06,2026-07-01 17:32:46,2026-07-01 18:07:48,40000,40000,35.02,1614,False,COMPLETED,
LDG-002221,LO-PS10-01906,nairobi,NBO-P07,2026-07-01 12:24:05,2026-07-01 12:51:44,36000,36000,27.65,1713,False,COMPLETED,
LDG-002222,LO-PS25-01349,nakuru,NKR-P01,2026-07-01 12:20:00,2026-07-01 12:54:20,38000,38000,34.34,1644,False,COMPLETED,
LDG-002223,LO-PS25-01350,nakuru,NKR-P01,2026-07-01 12:43:48,2026-07-01 13:09:35,32000,32000,25.78,2160,True,COMPLETED,
LDG-002224,LO-PS28-01206,kisumu,KSM-P01,2026-07-01 10:14:50,2026-07-01 10:41:28,34000,34000,26.64,2227,True,COMPLETED,
LDG-002225,LO-KOTPS1-01633,mombasa,MBA-P05,2026-07-01 09:09:56,2026-07-01 09:39:28,36000,36000,29.54,1605,False,COMPLETED,
LDG-002226,LO-PS10-01907,nairobi,NBO-P02,2026-07-01 13:41:55,2026-07-01 14:13:32,38000,38000,31.63,1711,False,COMPLETED,
LDG-002227,LO-KOTPS1-01634,mombasa,MBA-P07,2026-07-01 18:33:45,2026-07-01 19:00:49,28000,28000,27.06,1550,False,COMPLETED,
LDG-002228,LO-PS28-01207,kisumu,KSM-P04,2026-07-01 19:39:40,2026-07-01 20:09:59,36000,36000,30.32,1681,False,COMPLETED,
LDG-002229,LO-PS28-01208,kisumu,KSM-P02,2026-07-01 12:09:50,2026-07-01 12:35:15,40000,40000,25.42,2227,True,COMPLETED,
LDG-002230,LO-PS25-01351,nakuru,NKR-P02,2026-07-01 12:49:23,2026-07-01 13:14:42,28000,28000,25.32,1483,False,COMPLETED,
LDG-002231,LO-KOTPS1-01635,mombasa,MBA-P03,2026-07-01 10:50:20,2026-07-01 11:22:57,40000,40000,32.62,1568,False,COMPLETED,
LDG-002232,LO-PS28-01209,kisumu,KSM-P02,2026-07-01 13:20:12,2026-07-01 13:52:22,38000,38000,32.18,1627,False,COMPLETED,
LDG-002233,LO-PS10-01908,nairobi,NBO-P04,2026-07-01 20:00:19,2026-07-01 20:28:20,38000,38000,28.02,2227,True,COMPLETED,
LDG-002234,LO-PS28-01210,kisumu,KSM-P03,2026-07-01 12:24:06,2026-07-01 12:56:13,36000,36000,32.12,1644,False,COMPLETED,
LDG-002235,LO-PS25-01352,nakuru,NKR-P03,2026-07-01 12:39:38,2026-07-01 13:03:33,38000,38000,23.92,2227,True,COMPLETED,
LDG-002236,LO-KOTPS1-01637,mombasa,MBA-P03,2026-07-01 13:31:46,2026-07-01 13:59:21,32000,32000,27.6,1682,False,COMPLETED,
LDG-002237,LO-KOTPS1-01638,mombasa,MBA-P07,2026-07-01 10:50:35,2026-07-01 11:20:01,28000,28000,29.43,1577,False,COMPLETED,
LDG-002238,LO-PS28-01211,kisumu,KSM-P03,2026-07-01 17:58:32,2026-07-01 18:31:11,40000,40000,32.65,1525,False,COMPLETED,
LDG-002239,LO-KOTPS1-01639,mombasa,MBA-P02,2026-07-01 11:50:15,2026-07-01 12:14:54,36000,36000,24.64,2227,True,COMPLETED,
LDG-002240,LO-PS10-01909,nairobi,NBO-P07,2026-07-01 18:13:38,2026-07-01 18:46:55,34000,34000,33.28,1591,False,COMPLETED,
LDG-002241,LO-PS10-01910,nairobi,NBO-P06,2026-07-01 10:13:32,2026-07-01 10:39:30,28000,28000,25.97,1662,False,COMPLETED,
LDG-002242,LO-PS27-01267,eldoret,ELD-P04,2026-07-01 17:32:44,2026-07-01 18:02:01,32000,32000,29.27,1593,False,COMPLETED,
LDG-002243,LO-KOTPS1-01640,mombasa,MBA-P10,2026-07-01 11:27:54,2026-07-01 11:58:26,28000,28000,30.54,1495,False,COMPLETED,
LDG-002244,LO-KOTPS1-01641,mombasa,MBA-P03,2026-07-01 15:00:27,2026-07-01 15:27:38,32000,32000,27.17,1596,False,COMPLETED,
LDG-002245,LO-PS27-01268,eldoret,ELD-P01,2026-07-01 11:35:33,2026-07-01 12:02:42,40000,40000,27.15,2227,True,COMPLETED,
LDG-002246,LO-PS10-01911,nairobi,NBO-P06,2026-07-01 12:58:03,2026-07-01 13:22:03,36000,36000,24.0,2227,True,COMPLETED,
LDG-002247,LO-PS10-01912,nairobi,NBO-P02,2026-07-01 21:14:37,2026-07-01 21:37:30,32000,32000,22.88,2227,True,COMPLETED,
LDG-002248,LO-KOTPS1-01642,mombasa,MBA-P03,2026-07-01 17:50:12,2026-07-01 18:16:01,28000,28000,25.81,1550,False,COMPLETED,
LDG-002249,LO-PS10-01913,nairobi,NBO-P05,2026-07-01 15:34:14,2026-07-01 16:07:11,38000,38000,32.95,1634,False,COMPLETED,
LDG-002250,LO-KOTPS1-01643,mombasa,MBA-P06,2026-07-01 16:20:52,2026-07-01 16:48:26,34000,34000,27.57,1582,False,COMPLETED,
LDG-002251,LO-KOTPS1-01644,mombasa,MBA-P03,2026-07-01 15:30:42,2026-07-01 15:58:45,32000,32000,28.04,1558,False,COMPLETED,
LDG-002252,LO-PS27-01269,eldoret,ELD-P01,2026-07-01 16:25:25,2026-07-01 16:50:33,32000,32000,25.14,1712,False,COMPLETED,
LDG-002253,LO-PS10-01914,nairobi,NBO-P07,2026-07-01 10:33:14,2026-07-01 11:01:48,36000,36000,28.57,1672,False,COMPLETED,
LDG-002254,LO-PS28-01212,kisumu,KSM-P03,2026-07-01 13:33:29,2026-07-01 14:11:32,40000,40000,38.05,1523,False,COMPLETED,
LDG-002255,LO-PS25-01353,nakuru,NKR-P04,2026-07-01 18:24:56,2026-07-01 18:55:14,36000,36000,30.3,1664,False,COMPLETED,
LDG-002256,LO-PS10-01915,nairobi,NBO-P06,2026-07-01 13:07:39,2026-07-01 13:35:24,28000,28000,27.75,1731,False,COMPLETED,
LDG-002257,LO-PS10-01916,nairobi,NBO-P02,2026-07-01 11:47:24,2026-07-01 12:14:01,40000,40000,26.62,2227,True,COMPLETED,
LDG-002258,LO-PS10-01917,nairobi,NBO-P08,2026-07-01 15:20:42,2026-07-01 15:50:54,34000,34000,30.2,1545,False,COMPLETED,
LDG-002259,LO-PS25-01354,nakuru,NKR-P04,2026-07-01 14:24:29,2026-07-01 14:57:32,40000,40000,33.05,1602,False,COMPLETED,
LDG-002260,LO-KOTPS1-01645,mombasa,MBA-P03,2026-07-01 13:04:38,2026-07-01 13:36:23,34000,34000,31.75,1542,False,COMPLETED,
LDG-002261,LO-PS10-01918,nairobi,NBO-P01,2026-07-01 19:45:48,2026-07-01 20:13:18,40000,40000,27.51,2227,True,COMPLETED,
LDG-002262,LO-PS25-01355,nakuru,NKR-P02,2026-07-01 11:15:13,2026-07-01 11:44:56,36000,36000,29.73,1526,False,COMPLETED,
LDG-002263,LO-PS10-01919,nairobi,NBO-P07,2026-07-01 14:41:41,2026-07-01 15:19:16,40000,40000,37.58,1530,False,COMPLETED,
LDG-002264,LO-PS28-01213,kisumu,KSM-P03,2026-07-01 10:06:22,2026-07-01 10:40:40,40000,40000,34.3,1712,False,COMPLETED,
LDG-002265,LO-KOTPS1-01646,mombasa,MBA-P05,2026-07-01 10:25:04,2026-07-01 10:52:28,40000,40000,27.4,2227,True,COMPLETED,
LDG-002266,LO-PS10-01920,nairobi,NBO-P08,2026-07-01 17:01:41,2026-07-01 17:39:14,40000,40000,37.55,1560,False,COMPLETED,
LDG-002267,LO-PS25-01356,nakuru,NKR-P02,2026-07-01 07:19:16,2026-07-01 07:53:21,38000,38000,34.09,1598,False,COMPLETED,
LDG-002268,LO-PS10-01921,nairobi,NBO-P02,2026-07-01 17:26:52,2026-07-01 17:51:45,36000,36000,24.9,2227,True,COMPLETED,
LDG-002269,LO-PS10-01922,nairobi,NBO-P07,2026-07-01 15:50:11,2026-07-01 16:20:16,32000,32000,30.09,1546,False,COMPLETED,
LDG-002270,LO-PS10-01923,nairobi,NBO-P07,2026-07-01 16:22:25,2026-07-01 16:55:53,40000,40000,33.47,1664,False,COMPLETED,
LDG-002271,LO-PS10-01924,nairobi,NBO-P03,2026-07-01 19:44:03,2026-07-01 20:07:03,32000,32000,22.99,2227,True,COMPLETED,
LDG-002272,LO-KOTPS1-01647,mombasa,MBA-P03,2026-07-01 16:23:23,2026-07-01 16:53:51,36000,36000,30.47,1679,False,COMPLETED,
LDG-002273,LO-KOTPS1-01648,mombasa,MBA-P06,2026-07-01 11:34:46,2026-07-01 12:00:00,28000,28000,25.23,1564,False,COMPLETED,
LDG-002274,LO-KOTPS1-01649,mombasa,MBA-P04,2026-07-01 12:12:14,2026-07-01 12:46:41,38000,38000,34.45,1642,False,COMPLETED,
LDG-002275,LO-PS27-01270,eldoret,ELD-P01,2026-07-01 14:27:34,2026-07-01 14:52:37,28000,28000,25.06,1654,False,COMPLETED,
LDG-002276,LO-PS10-01925,nairobi,NBO-P04,2026-07-01 14:09:47,2026-07-01 14:38:41,32000,32000,28.89,1628,False,COMPLETED,
LDG-002277,LO-PS10-01926,nairobi,NBO-P05,2026-07-01 11:28:34,2026-07-01 11:53:14,36000,36000,24.68,2160,True,COMPLETED,
LDG-002278,LO-PS10-01927,nairobi,NBO-P03,2026-07-01 12:39:08,2026-07-01 13:13:04,36000,36000,33.93,1558,False,COMPLETED,
LDG-002279,LO-PS27-01271,eldoret,ELD-P06,2026-07-01 11:10:36,2026-07-01 11:38:41,34000,34000,28.09,1647,False,COMPLETED,
LDG-002280,LO-PS25-01357,nakuru,NKR-P01,2026-07-01 14:35:04,2026-07-01 14:59:42,40000,40000,24.64,2160,True,COMPLETED,
LDG-002281,LO-PS10-01928,nairobi,NBO-P01,2026-07-01 10:24:20,2026-07-01 10:48:40,28000,28000,24.33,1575,False,COMPLETED,
LDG-002282,LO-PS10-01929,nairobi,NBO-P05,2026-07-01 09:09:08,2026-07-01 09:34:47,32000,32000,25.65,2160,True,COMPLETED,
LDG-002283,LO-PS10-01930,nairobi,NBO-P06,2026-07-01 11:10:37,2026-07-01 11:37:00,40000,40000,26.39,2227,True,COMPLETED,
LDG-002284,LO-PS25-01358,nakuru,NKR-P03,2026-07-01 13:35:11,2026-07-01 14:06:14,32000,32000,31.05,1643,False,COMPLETED,
LDG-002285,LO-KOTPS1-01650,mombasa,MBA-P05,2026-07-01 08:22:30,2026-07-01 08:50:38,32000,32000,28.13,1699,False,COMPLETED,
LDG-002286,LO-PS25-01359,nakuru,NKR-P03,2026-07-01 18:40:49,2026-07-01 19:14:03,38000,38000,33.23,1678,False,COMPLETED,
LDG-002287,LO-PS25-01360,nakuru,NKR-P04,2026-07-01 12:58:19,2026-07-01 13:22:27,34000,34000,24.13,2227,True,COMPLETED,
LDG-002288,LO-PS10-01931,nairobi,NBO-P08,2026-07-02 13:19:57,2026-07-02 13:44:13,28000,28000,24.27,1659,False,COMPLETED,
LDG-002289,LO-PS27-01272,eldoret,ELD-P03,2026-07-02 12:24:10,2026-07-02 12:49:19,28000,28000,25.16,1524,False,COMPLETED,
LDG-002290,LO-PS10-01932,nairobi,NBO-P02,2026-07-02 11:26:26,2026-07-02 11:54:58,36000,36000,28.53,1722,False,COMPLETED,
LDG-002291,LO-KOTPS1-01651,mombasa,MBA-P01,2026-07-02 17:25:46,2026-07-02 17:57:45,36000,36000,31.98,1606,False,COMPLETED,
LDG-002292,LO-PS10-01933,nairobi,NBO-P07,2026-07-02 09:25:32,2026-07-02 09:49:26,28000,28000,23.9,1572,False,COMPLETED,
LDG-002293,LO-PS27-01273,eldoret,ELD-P02,2026-07-02 15:23:11,2026-07-02 15:47:33,28000,28000,24.36,1596,False,COMPLETED,
LDG-002294,LO-PS25-01361,nakuru,NKR-P03,2026-07-02 16:08:17,2026-07-02 16:37:16,38000,38000,28.98,2227,True,COMPLETED,
LDG-002295,LO-PS10-01934,nairobi,NBO-P05,2026-07-02 14:53:29,2026-07-02 15:22:04,38000,38000,28.57,2160,True,COMPLETED,
LDG-002296,LO-KOTPS1-01652,mombasa,MBA-P10,2026-07-02 12:48:42,2026-07-02 13:23:47,38000,38000,35.09,1515,False,COMPLETED,
LDG-002297,LO-PS28-01214,kisumu,KSM-P03,2026-07-02 09:32:34,2026-07-02 10:04:55,40000,40000,32.35,1661,False,COMPLETED,
LDG-002298,LO-PS10-01935,nairobi,NBO-P05,2026-07-02 10:39:10,2026-07-02 11:05:18,34000,34000,26.14,2160,True,COMPLETED,
LDG-002299,LO-PS27-01274,eldoret,ELD-P03,2026-07-02 11:30:30,2026-07-02 11:56:02,32000,32000,25.54,2227,True,COMPLETED,
LDG-002300,LO-PS28-01215,kisumu,KSM-P01,2026-07-02 12:20:10,2026-07-02 12:48:10,36000,36000,28.0,2227,True,COMPLETED,
LDG-002301,LO-KOTPS1-01653,mombasa,MBA-P05,2026-07-02 17:38:51,2026-07-02 18:06:38,38000,38000,27.79,2227,True,COMPLETED,
LDG-002302,LO-PS25-01362,nakuru,NKR-P04,2026-07-02 18:28:22,2026-07-02 18:56:36,34000,34000,28.24,1663,False,COMPLETED,
LDG-002303,LO-PS25-01363,nakuru,NKR-P02,2026-07-02 11:46:28,2026-07-02 12:19:52,36000,36000,33.41,1615,False,COMPLETED,
LDG-002304,LO-PS10-01936,nairobi,NBO-P01,2026-07-02 11:13:21,2026-07-02 11:42:27,34000,34000,29.1,1601,False,COMPLETED,
LDG-002305,LO-PS27-01275,eldoret,ELD-P01,2026-07-02 12:38:15,2026-07-02 13:00:27,32000,32000,22.21,2227,True,COMPLETED,
LDG-002306,LO-KOTPS1-01654,mombasa,MBA-P02,2026-07-02 14:39:06,2026-07-02 15:02:26,32000,32000,23.34,2227,True,COMPLETED,
LDG-002307,LO-PS10-01937,nairobi,NBO-P06,2026-07-02 11:45:32,2026-07-02 12:17:55,36000,36000,32.38,1623,False,COMPLETED,
LDG-002308,LO-KOTPS1-01655,mombasa,MBA-P07,2026-07-02 12:14:08,2026-07-02 12:44:50,32000,32000,30.7,1618,False,COMPLETED,
LDG-002309,LO-KOTPS1-01656,mombasa,MBA-P02,2026-07-02 13:25:55,2026-07-02 13:50:35,28000,28000,24.66,1641,False,COMPLETED,
LDG-002310,LO-KOTPS1-01657,mombasa,MBA-P02,2026-07-02 12:45:20,2026-07-02 13:12:18,38000,38000,26.96,2227,True,COMPLETED,
LDG-002311,LO-PS10-01938,nairobi,NBO-P04,2026-07-02 12:40:38,2026-07-02 13:06:56,40000,40000,26.31,2227,True,COMPLETED,
LDG-002312,LO-PS10-01939,nairobi,NBO-P07,2026-07-02 13:14:45,2026-07-02 13:48:34,40000,40000,33.82,1696,False,COMPLETED,
LDG-002313,LO-KOTPS1-01658,mombasa,MBA-P07,2026-07-02 09:56:26,2026-07-02 10:28:02,38000,38000,31.6,1690,False,COMPLETED,
LDG-002314,LO-KOTPS1-01659,mombasa,MBA-P01,2026-07-02 14:09:39,2026-07-02 14:35:12,28000,28000,25.56,1725,False,COMPLETED,
LDG-002315,LO-PS10-01940,nairobi,NBO-P04,2026-07-02 17:21:18,2026-07-02 17:53:10,34000,34000,31.86,1525,False,COMPLETED,
LDG-002316,LO-PS10-01941,nairobi,NBO-P04,2026-07-02 09:20:30,2026-07-02 09:42:25,34000,34000,21.92,2227,True,COMPLETED,
LDG-002317,LO-PS10-01942,nairobi,NBO-P04,2026-07-02 12:26:34,2026-07-02 12:48:34,32000,32000,22.0,2227,True,COMPLETED,
LDG-002318,LO-PS25-01364,nakuru,NKR-P03,2026-07-02 12:27:00,2026-07-02 13:00:26,38000,38000,33.43,1632,False,COMPLETED,
LDG-002319,LO-KOTPS1-01660,mombasa,MBA-P02,2026-07-02 10:18:09,2026-07-02 10:48:55,32000,32000,30.77,1628,False,COMPLETED,
LDG-002320,LO-KOTPS1-01661,mombasa,MBA-P05,2026-07-02 10:48:57,2026-07-02 11:12:03,38000,38000,23.09,2227,True,COMPLETED,
LDG-002321,LO-PS10-01943,nairobi,NBO-P07,2026-07-02 13:22:31,2026-07-02 13:55:37,36000,36000,33.11,1552,False,COMPLETED,
LDG-002322,LO-KOTPS1-01662,mombasa,MBA-P05,2026-07-02 13:23:05,2026-07-02 13:47:39,38000,38000,24.57,2227,True,COMPLETED,
LDG-002323,LO-PS27-01276,eldoret,ELD-P06,2026-07-02 10:04:09,2026-07-02 10:31:48,34000,34000,27.65,1678,False,COMPLETED,
LDG-002324,LO-PS10-01944,nairobi,NBO-P01,2026-07-02 17:51:01,2026-07-02 18:17:43,28000,28000,26.7,1694,False,COMPLETED,
LDG-002325,LO-PS25-01365,nakuru,NKR-P01,2026-07-02 10:26:45,2026-07-02 10:55:12,40000,40000,28.46,2160,True,COMPLETED,
LDG-002326,LO-PS10-01945,nairobi,NBO-P01,2026-07-02 19:12:39,2026-07-02 19:36:38,32000,32000,23.98,2227,True,COMPLETED,
LDG-002327,LO-PS27-01277,eldoret,ELD-P05,2026-07-02 17:52:46,2026-07-02 18:24:47,36000,36000,32.01,1675,False,COMPLETED,
LDG-002328,LO-PS10-01946,nairobi,NBO-P08,2026-07-02 09:22:38,2026-07-02 09:54:38,40000,40000,32.01,1554,False,COMPLETED,
LDG-002329,LO-PS25-01366,nakuru,NKR-P03,2026-07-02 14:23:21,2026-07-02 14:53:51,36000,36000,30.49,1692,False,COMPLETED,
LDG-002330,LO-KOTPS1-01663,mombasa,MBA-P05,2026-07-02 17:32:42,2026-07-02 17:54:52,36000,36000,22.17,2227,True,COMPLETED,
LDG-002331,LO-PS10-01947,nairobi,NBO-P04,2026-07-02 12:38:45,2026-07-02 13:10:02,40000,40000,31.28,1689,False,COMPLETED,
LDG-002332,LO-PS27-01278,eldoret,ELD-P02,2026-07-02 17:32:31,2026-07-02 18:06:16,40000,40000,33.76,1632,False,COMPLETED,
LDG-002333,LO-PS27-01279,eldoret,ELD-P01,2026-07-02 09:21:59,2026-07-02 09:49:05,36000,36000,27.1,2227,True,COMPLETED,
LDG-002334,LO-PS10-01948,nairobi,NBO-P02,2026-07-02 14:41:43,2026-07-02 15:15:25,36000,36000,33.71,1576,False,COMPLETED,
LDG-002335,LO-PS10-01949,nairobi,NBO-P07,2026-07-02 08:25:44,2026-07-02 08:55:44,36000,36000,30.0,1611,False,COMPLETED,
LDG-002336,LO-PS10-01950,nairobi,NBO-P06,2026-07-02 13:17:09,2026-07-02 13:39:51,36000,36000,22.69,2227,True,COMPLETED,
LDG-002337,LO-PS28-01217,kisumu,KSM-P04,2026-07-02 10:17:09,2026-07-02 10:43:57,32000,32000,26.81,1627,False,COMPLETED,
LDG-002338,LO-KOTPS1-01664,mombasa,MBA-P03,2026-07-02 10:12:59,2026-07-02 10:42:10,32000,32000,29.19,1697,False,COMPLETED,
LDG-002339,LO-PS10-01951,nairobi,NBO-P01,2026-07-02 10:05:11,2026-07-02 10:32:10,34000,34000,27.0,2227,True,COMPLETED,
LDG-002340,LO-PS25-01367,nakuru,NKR-P04,2026-07-02 13:25:50,2026-07-02 13:50:48,32000,32000,24.97,2227,True,COMPLETED,
LDG-002341,LO-KOTPS1-01665,mombasa,MBA-P05,2026-07-02 18:00:15,2026-07-02 18:34:37,36000,36000,34.36,1531,False,COMPLETED,
LDG-002342,LO-PS28-01218,kisumu,KSM-P03,2026-07-02 09:47:11,2026-07-02 10:16:07,34000,34000,28.93,1633,False,COMPLETED,
LDG-002343,LO-PS10-01952,nairobi,NBO-P05,2026-07-02 14:02:37,2026-07-02 14:28:00,34000,34000,25.37,2160,True,COMPLETED,
LDG-002344,LO-PS28-01219,kisumu,KSM-P04,2026-07-02 09:32:45,2026-07-02 10:01:54,36000,36000,29.14,1730,False,COMPLETED,
LDG-002345,LO-PS27-01280,eldoret,ELD-P03,2026-07-02 15:00:00,2026-07-02 15:28:34,38000,38000,28.57,2227,True,COMPLETED,
LDG-002346,LO-PS25-01368,nakuru,NKR-P04,2026-07-02 17:05:07,2026-07-02 17:28:41,34000,34000,23.57,2227,True,COMPLETED,
LDG-002347,LO-PS10-01953,nairobi,NBO-P05,2026-07-02 14:53:55,2026-07-02 15:20:46,34000,34000,26.85,1652,False,COMPLETED,
LDG-002348,LO-PS27-01281,eldoret,ELD-P01,2026-07-02 20:32:56,2026-07-02 20:58:51,36000,36000,25.91,2227,True,COMPLETED,
LDG-002349,LO-KOTPS1-01666,mombasa,MBA-P03,2026-07-02 15:20:30,2026-07-02 15:50:14,38000,38000,29.73,1701,False,COMPLETED,
LDG-002350,LO-PS25-01369,nakuru,NKR-P01,2026-07-02 10:24:42,2026-07-02 10:54:24,32000,32000,29.69,1570,False,COMPLETED,
LDG-002351,LO-PS27-01282,eldoret,ELD-P02,2026-07-02 12:04:29,2026-07-02 12:32:11,32000,32000,27.7,1682,False,COMPLETED,
LDG-002352,LO-KOTPS1-01667,mombasa,MBA-P04,2026-07-02 14:51:20,2026-07-02 15:16:14,38000,38000,24.9,2227,True,COMPLETED,
LDG-002353,LO-PS27-01283,eldoret,ELD-P04,2026-07-02 10:10:33,2026-07-02 10:41:52,38000,38000,31.31,1633,False,COMPLETED,
LDG-002354,LO-KOTPS1-01668,mombasa,MBA-P04,2026-07-02 10:20:25,2026-07-02 10:44:42,34000,34000,24.29,2227,True,COMPLETED,
LDG-002355,LO-KOTPS1-01669,mombasa,MBA-P03,2026-07-02 12:24:09,2026-07-02 12:57:45,36000,36000,33.6,1648,False,COMPLETED,
LDG-002356,LO-KOTPS1-01670,mombasa,MBA-P05,2026-07-02 19:32:30,2026-07-02 20:05:54,38000,38000,33.39,1713,False,COMPLETED,
LDG-002357,LO-KOTPS1-01671,mombasa,MBA-P10,2026-07-02 10:30:50,2026-07-02 11:05:05,36000,36000,34.26,1529,False,COMPLETED,
LDG-002358,LO-KOTPS1-01672,mombasa,MBA-P03,2026-07-02 09:29:55,2026-07-02 09:59:56,32000,32000,30.01,1628,False,COMPLETED,
LDG-002359,LO-KOTPS1-01673,mombasa,MBA-P07,2026-07-02 18:47:33,2026-07-02 19:12:08,28000,28000,24.57,1533,False,COMPLETED,
LDG-002360,LO-PS25-01370,nakuru,NKR-P03,2026-07-02 11:19:43,2026-07-02 11:47:47,28000,28000,28.06,1618,False,COMPLETED,
LDG-002361,LO-PS10-01955,nairobi,NBO-P05,2026-07-02 15:59:01,2026-07-02 16:27:40,28000,28000,28.64,1669,False,COMPLETED,
LDG-002362,LO-PS27-01284,eldoret,ELD-P06,2026-07-02 12:29:36,2026-07-02 12:58:14,34000,34000,28.64,1606,False,COMPLETED,
LDG-002363,LO-PS10-01956,nairobi,NBO-P07,2026-07-02 17:56:37,2026-07-02 18:23:12,34000,34000,26.58,1652,False,COMPLETED,
LDG-002364,LO-PS10-01957,nairobi,NBO-P04,2026-07-02 11:42:56,2026-07-02 12:07:11,34000,34000,24.25,2227,True,COMPLETED,
LDG-002365,LO-PS10-01958,nairobi,NBO-P01,2026-07-02 18:10:10,2026-07-02 18:36:57,34000,34000,26.78,2227,True,COMPLETED,
LDG-002366,LO-PS10-01959,nairobi,NBO-P06,2026-07-02 12:05:10,2026-07-02 12:31:58,34000,34000,26.8,2227,True,COMPLETED,
LDG-002367,LO-PS28-01220,kisumu,KSM-P04,2026-07-02 12:41:34,2026-07-02 13:14:33,40000,40000,32.97,1553,False,COMPLETED,
LDG-002368,LO-KOTPS1-01674,mombasa,MBA-P03,2026-07-02 11:08:19,2026-07-02 11:43:31,40000,40000,35.21,1635,False,COMPLETED,
LDG-002369,LO-KOTPS1-01676,mombasa,MBA-P05,2026-07-02 09:30:37,2026-07-02 09:55:09,40000,40000,24.53,2227,True,COMPLETED,
LDG-002370,LO-PS10-01960,nairobi,NBO-P01,2026-07-02 18:01:01,2026-07-02 18:27:30,34000,34000,26.48,2227,True,COMPLETED,
LDG-002371,LO-PS10-01961,nairobi,NBO-P01,2026-07-02 15:55:24,2026-07-02 16:20:13,28000,28000,24.81,1681,False,COMPLETED,
LDG-002372,LO-KOTPS1-01677,mombasa,MBA-P01,2026-07-02 11:33:58,2026-07-02 11:58:24,34000,34000,24.43,2227,True,COMPLETED,
LDG-002373,LO-PS10-01962,nairobi,NBO-P01,2026-07-02 12:54:35,2026-07-02 13:19:05,38000,38000,24.51,2227,True,COMPLETED,
LDG-002374,LO-PS10-01963,nairobi,NBO-P08,2026-07-02 18:01:03,2026-07-02 18:33:26,36000,36000,32.38,1525,False,COMPLETED,
LDG-002375,LO-KOTPS1-01678,mombasa,MBA-P01,2026-07-02 14:39:14,2026-07-02 15:03:23,32000,32000,24.15,2227,True,COMPLETED,
LDG-002376,LO-PS10-01964,nairobi,NBO-P07,2026-07-02 16:14:04,2026-07-02 16:45:47,40000,40000,31.71,1680,False,COMPLETED,
LDG-002377,LO-PS28-01221,kisumu,KSM-P02,2026-07-02 15:23:54,2026-07-02 15:48:07,32000,32000,24.21,2227,True,COMPLETED,
LDG-002378,LO-KOTPS1-01679,mombasa,MBA-P01,2026-07-02 08:34:20,2026-07-02 09:02:55,28000,28000,28.59,1595,False,COMPLETED,
LDG-002379,LO-PS10-01965,nairobi,NBO-P01,2026-07-02 11:00:58,2026-07-02 11:32:46,40000,40000,31.8,1602,False,COMPLETED,
LDG-002380,LO-PS10-01966,nairobi,NBO-P06,2026-07-02 12:19:00,2026-07-02 12:53:53,36000,36000,34.89,1518,False,COMPLETED,
