decision_id,risk_event_id,depot_id,decision_timestamp,headline,autonomy_level,decision_status,selected_candidate_id,policy_rule_id,target_orders_count
DEC-00153,RSK-NAI-00187,nairobi,2026-08-08 09:00:22,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00154,RSK-NAK-00188,nakuru,2026-08-08 17:00:41,Equipment Constraint Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,7
DEC-00155,RSK-NAK-00189,nakuru,2026-08-09 20:00:22,Queue Pressure Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00156,RSK-NAI-00190,nairobi,2026-08-09 22:00:37,Turnaround Risk Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00157,RSK-KIS-00191,kisumu,2026-08-10 04:00:40,Product Readiness Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00158,RSK-NAI-00193,nairobi,2026-08-10 20:00:37,Queue Pressure Mitigation at PS10,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,4
DEC-00159,RSK-ELD-00194,eldoret,2026-08-11 03:00:26,Queue Pressure Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00160,RSK-MOM-00195,mombasa,2026-08-11 05:00:26,Turnaround Risk Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,2
DEC-00161,RSK-NAI-00196,nairobi,2026-08-11 19:00:22,Queue Pressure Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00162,RSK-NAI-00198,nairobi,2026-08-12 04:00:38,Queue Pressure Mitigation at PS10,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,5
DEC-00163,RSK-MOM-00200,mombasa,2026-08-12 12:00:34,Product Readiness Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,7
DEC-00164,RSK-KIS-00201,kisumu,2026-08-12 21:00:28,Capacity Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00165,RSK-NAI-00203,nairobi,2026-08-13 03:00:41,Capacity Pressure Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00166,RSK-MOM-00204,mombasa,2026-08-13 06:00:20,Equipment Constraint Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,3
DEC-00167,RSK-NAK-00205,nakuru,2026-08-13 08:00:38,Capacity Pressure Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,6
DEC-00168,RSK-ELD-00206,eldoret,2026-08-13 15:00:25,Queue Pressure Mitigation at PS27,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,4
DEC-00169,RSK-MOM-00207,mombasa,2026-08-13 19:00:43,Turnaround Risk Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00170,RSK-KIS-00209,kisumu,2026-08-14 08:00:33,Product Readiness Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00171,RSK-NAI-00210,nairobi,2026-08-14 11:00:31,Turnaround Risk Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,2
DEC-00172,RSK-MOM-00211,mombasa,2026-08-14 15:00:41,Arrival Clustering Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00173,RSK-NAI-00213,nairobi,2026-08-15 06:00:23,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00174,RSK-NAI-00214,nairobi,2026-08-15 11:00:31,Equipment Constraint Mitigation at PS10,L1_ADVISORY,BLOCKED_BY_POLICY,OPT-03,POL-018,5
DEC-00175,RSK-NAK-00215,nakuru,2026-08-15 14:00:44,Queue Pressure Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,5
DEC-00176,RSK-MOM-00216,mombasa,2026-08-15 20:00:23,Turnaround Risk Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00177,RSK-NAI-00217,nairobi,2026-08-15 23:00:32,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00178,RSK-MOM-00219,mombasa,2026-08-16 11:00:35,Equipment Constraint Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,6
DEC-00179,RSK-NAK-00220,nakuru,2026-08-16 16:00:28,Turnaround Risk Mitigation at PS25,L3_APPROVAL_REQUIRED,BLOCKED_BY_POLICY,OPT-03,POL-018,6
DEC-00180,RSK-NAK-00221,nakuru,2026-08-16 22:00:34,Turnaround Risk Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00181,RSK-MOM-00222,mombasa,2026-08-17 06:00:32,Product Readiness Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00182,RSK-NAK-00223,nakuru,2026-08-17 08:00:24,Turnaround Risk Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,7
DEC-00183,RSK-MOM-00226,mombasa,2026-08-18 15:00:36,Equipment Constraint Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00184,RSK-MOM-00227,mombasa,2026-08-19 04:00:39,Queue Pressure Mitigation at KOT-PS1,L1_ADVISORY,BLOCKED_BY_POLICY,OPT-03,POL-018,2
DEC-00185,RSK-MOM-00228,mombasa,2026-08-19 07:00:25,Arrival Clustering Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00186,RSK-MOM-00230,mombasa,2026-08-20 00:00:29,Arrival Clustering Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00187,RSK-MOM-00231,mombasa,2026-08-20 06:00:35,Arrival Clustering Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,7
DEC-00188,RSK-NAI-00232,nairobi,2026-08-20 14:00:41,Turnaround Risk Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00189,RSK-ELD-00233,eldoret,2026-08-20 20:00:35,Queue Pressure Mitigation at PS27,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,2
DEC-00190,RSK-NAI-00234,nairobi,2026-08-21 02:00:42,Product Readiness Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,6
DEC-00191,RSK-KIS-00235,kisumu,2026-08-21 05:00:40,Queue Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00192,RSK-MOM-00236,mombasa,2026-08-21 16:00:31,Capacity Pressure Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00193,RSK-NAK-00239,nakuru,2026-08-22 02:00:42,Queue Pressure Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00194,RSK-NAI-00240,nairobi,2026-08-22 05:00:35,Equipment Constraint Mitigation at PS10,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,4
DEC-00195,RSK-ELD-00241,eldoret,2026-08-22 07:00:34,Equipment Constraint Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00196,RSK-NAI-00244,nairobi,2026-08-22 21:00:22,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,7
DEC-00197,RSK-KIS-00245,kisumu,2026-08-23 17:00:16,Product Readiness Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00198,RSK-MOM-00246,mombasa,2026-08-23 20:00:43,Turnaround Risk Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00199,RSK-MOM-00247,mombasa,2026-08-24 01:00:36,Turnaround Risk Mitigation at KOT-PS1,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,6
DEC-00200,RSK-NAI-00248,nairobi,2026-08-24 07:00:39,Arrival Clustering Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00201,RSK-NAK-00249,nakuru,2026-08-24 13:00:45,Equipment Constraint Mitigation at PS25,L3_APPROVAL_REQUIRED,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00202,RSK-NAK-00250,nakuru,2026-08-25 05:00:41,Turnaround Risk Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,2
DEC-00203,RSK-MOM-00251,mombasa,2026-08-25 14:00:22,Equipment Constraint Mitigation at KOT-PS1,L1_ADVISORY,BLOCKED_BY_POLICY,OPT-03,POL-018,7
DEC-00204,RSK-NAI-00253,nairobi,2026-08-26 06:00:38,Equipment Constraint Mitigation at PS10,L3_APPROVAL_REQUIRED,ADVISORY_POSTED,OPT-03,POL-018,7
DEC-00205,RSK-NAK-00254,nakuru,2026-08-26 12:00:42,Arrival Clustering Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,3
DEC-00206,RSK-MOM-00255,mombasa,2026-08-26 16:00:33,Turnaround Risk Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,5
DEC-00207,RSK-ELD-00257,eldoret,2026-08-27 03:00:29,Arrival Clustering Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00208,RSK-NAI-00258,nairobi,2026-08-27 07:00:20,Queue Pressure Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,5
DEC-00209,RSK-MOM-00259,mombasa,2026-08-27 12:00:26,Turnaround Risk Mitigation at KOT-PS1,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,5
DEC-00210,RSK-ELD-00260,eldoret,2026-08-27 14:00:23,Equipment Constraint Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00211,RSK-MOM-00262,mombasa,2026-08-27 23:00:21,Queue Pressure Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00212,RSK-ELD-00263,eldoret,2026-08-28 04:00:30,Turnaround Risk Mitigation at PS27,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,5
DEC-00213,RSK-MOM-00264,mombasa,2026-08-28 07:00:21,Capacity Pressure Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00214,RSK-NAI-00265,nairobi,2026-08-28 16:00:36,Queue Pressure Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00215,RSK-NAI-00267,nairobi,2026-08-29 06:00:37,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00216,RSK-ELD-00268,eldoret,2026-08-29 14:00:27,Arrival Clustering Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00217,RSK-NAK-00269,nakuru,2026-08-29 19:00:19,Arrival Clustering Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00218,RSK-NAK-00270,nakuru,2026-08-30 02:00:33,Capacity Pressure Mitigation at PS25,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,3
DEC-00219,RSK-NAK-00271,nakuru,2026-08-30 07:00:20,Arrival Clustering Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00220,RSK-MOM-00272,mombasa,2026-08-31 10:00:21,Capacity Pressure Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00221,RSK-MOM-00274,mombasa,2026-08-31 20:00:29,Equipment Constraint Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00222,RSK-NAI-00275,nairobi,2026-09-01 16:00:34,Arrival Clustering Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00223,RSK-KIS-00278,kisumu,2026-09-02 12:00:25,Capacity Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00224,RSK-NAI-00280,nairobi,2026-09-03 06:00:24,Turnaround Risk Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00225,RSK-NAI-00281,nairobi,2026-09-03 15:00:36,Capacity Pressure Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00226,RSK-MOM-00282,mombasa,2026-09-04 02:00:28,Equipment Constraint Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,8
DEC-00227,RSK-NAK-00283,nakuru,2026-09-04 13:00:19,Equipment Constraint Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,3
DEC-00228,RSK-ELD-00285,eldoret,2026-09-05 05:00:45,Capacity Pressure Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00229,RSK-MOM-00286,mombasa,2026-09-05 15:00:40,Turnaround Risk Mitigation at KOT-PS1,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00230,RSK-KIS-00287,kisumu,2026-09-05 20:00:38,Queue Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00231,RSK-KIS-00288,kisumu,2026-09-06 12:00:16,Queue Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00232,RSK-NAI-00289,nairobi,2026-09-07 04:00:32,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00233,RSK-NAI-00290,nairobi,2026-09-07 07:00:31,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00234,RSK-NAK-00291,nakuru,2026-09-07 12:00:26,Arrival Clustering Mitigation at PS25,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00235,RSK-MOM-00292,mombasa,2026-09-07 23:00:41,Product Readiness Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,7
DEC-00236,RSK-NAI-00293,nairobi,2026-09-08 10:00:22,Product Readiness Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00237,RSK-MOM-00294,mombasa,2026-09-08 22:00:34,Capacity Pressure Mitigation at KOT-PS1,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,7
DEC-00238,RSK-ELD-00295,eldoret,2026-09-09 06:00:19,Capacity Pressure Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00239,RSK-NAI-00296,nairobi,2026-09-09 12:00:34,Capacity Pressure Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00240,RSK-NAI-00297,nairobi,2026-09-09 14:00:26,Product Readiness Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00241,RSK-MOM-00298,mombasa,2026-09-09 21:00:26,Equipment Constraint Mitigation at KOT-PS1,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,7
DEC-00242,RSK-NAI-00300,nairobi,2026-09-10 16:00:17,Turnaround Risk Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00243,RSK-ELD-00304,eldoret,2026-09-11 10:00:38,Product Readiness Mitigation at PS27,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,4
DEC-00244,RSK-NAK-00306,nakuru,2026-09-12 08:00:27,Arrival Clustering Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,8
DEC-00245,RSK-NAI-00307,nairobi,2026-09-12 17:00:16,Equipment Constraint Mitigation at PS10,L3_APPROVAL_REQUIRED,APPROVED,OPT-03,POL-018,6
DEC-00246,RSK-NAI-00308,nairobi,2026-09-13 09:00:25,Equipment Constraint Mitigation at PS10,L1_ADVISORY,BLOCKED_BY_POLICY,OPT-03,POL-018,4
DEC-00247,RSK-NAK-00309,nakuru,2026-09-13 15:00:20,Queue Pressure Mitigation at PS25,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,4
DEC-00248,RSK-NAI-00312,nairobi,2026-09-14 14:00:38,Turnaround Risk Mitigation at PS10,L1_ADVISORY,ADVISORY_POSTED,OPT-03,POL-018,4
DEC-00249,RSK-KIS-00313,kisumu,2026-09-15 03:00:32,Capacity Pressure Mitigation at PS28,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,5
DEC-00250,RSK-NAI-00314,nairobi,2026-09-15 08:00:30,Equipment Constraint Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,6
DEC-00251,RSK-NAI-00315,nairobi,2026-09-15 15:00:25,Capacity Pressure Mitigation at PS10,L2_AUTO_EXECUTABLE,EXECUTED,OPT-03,POL-042,2
DEC-00252,RSK-MOM-00316,mombasa,2026-09-15 19:00:34,Queue Pressure Mitigation at KOT-PS1,L1_ADVISORY,BLOCKED_BY_POLICY,OPT-03,POL-018,2
