notification_id,order_id,omc_id,depot_id,recipient_role,notification_type,priority,title,message,previous_timing,new_timing,timestamp,requires_acknowledgement,is_acknowledged,acknowledged_at
NOTIF-00086,LO-PS10-6765,totalenergies,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 10m turnaround delay.,+17m projected delay,+7m adjusted window,2026-07-30 18:00:44,False,True,2026-07-30 18:02:44
NOTIF-00087,LO-PS27-3881,lakeoil,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+22m projected delay,+10m adjusted window,2026-07-31 09:00:41,False,True,2026-07-31 09:02:41
NOTIF-00088,LO-PS25-7936,rubis,nakuru,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 16m turnaround delay.,+25m projected delay,+9m adjusted window,2026-07-31 12:00:20,False,True,2026-07-31 12:02:20
NOTIF-00089,LO-KOTPS1-3366,vivo,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 23m turnaround delay.,+35m projected delay,+12m adjusted window,2026-08-01 02:00:42,False,True,2026-08-01 02:02:42
NOTIF-00090,LO-PS10-3310,rubis,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+17m projected delay,+5m adjusted window,2026-08-01 09:00:21,False,True,2026-08-01 09:02:21
NOTIF-00091,LO-PS27-8315,lakeoil,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 7m turnaround delay.,+11m projected delay,+4m adjusted window,2026-08-02 03:00:22,False,True,2026-08-02 03:02:22
NOTIF-00092,LO-PS25-7675,ola,nakuru,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 24m turnaround delay.,+40m projected delay,+16m adjusted window,2026-08-02 11:00:43,False,True,2026-08-02 11:02:43
NOTIF-00093,LO-PS10-3690,petrocity,nairobi,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+12m projected delay,+3m adjusted window,2026-08-02 23:00:34,False,True,2026-08-02 23:02:34
NOTIF-00094,LO-PS10-7812,vivo,nairobi,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 20m turnaround delay.,+34m projected delay,+14m adjusted window,2026-08-03 06:00:31,False,True,2026-08-03 06:02:31
NOTIF-00095,LO-KOTPS1-7292,totalenergies,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+11m projected delay,+3m adjusted window,2026-08-04 03:00:35,False,True,2026-08-04 03:02:35
NOTIF-00096,LO-PS28-3982,totalenergies,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 10m turnaround delay.,+18m projected delay,+8m adjusted window,2026-08-04 14:00:34,False,True,2026-08-04 14:02:34
NOTIF-00097,LO-PS27-3368,rubis,eldoret,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+13m projected delay,+5m adjusted window,2026-08-05 07:00:20,False,True,2026-08-05 07:02:20
NOTIF-00098,LO-PS10-6855,rubis,nairobi,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+13m projected delay,+5m adjusted window,2026-08-05 15:00:47,False,True,2026-08-05 15:02:47
NOTIF-00099,LO-PS28-5908,lakeoil,kisumu,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+9m projected delay,+4m adjusted window,2026-08-05 19:00:31,False,True,2026-08-05 19:02:31
NOTIF-00100,LO-PS27-2880,lakeoil,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+9m projected delay,+4m adjusted window,2026-08-06 00:00:38,False,True,2026-08-06 00:02:38
NOTIF-00101,LO-KOTPS1-9787,rubis,mombasa,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 22m turnaround delay.,+37m projected delay,+15m adjusted window,2026-08-06 07:00:20,False,True,2026-08-06 07:02:20
NOTIF-00102,LO-PS27-8048,lakeoil,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 22m turnaround delay.,+32m projected delay,+10m adjusted window,2026-08-06 13:00:34,False,True,2026-08-06 13:02:34
NOTIF-00103,LO-PS10-4634,totalenergies,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 4m turnaround delay.,+7m projected delay,+3m adjusted window,2026-08-06 19:00:34,False,True,2026-08-06 19:02:34
NOTIF-00104,LO-KOTPS1-4213,hass,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 4m turnaround delay.,+7m projected delay,+3m adjusted window,2026-08-06 22:00:42,False,True,2026-08-06 22:02:42
NOTIF-00105,LO-PS25-2082,hass,nakuru,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+16m projected delay,+4m adjusted window,2026-08-07 16:00:47,False,True,2026-08-07 16:02:47
NOTIF-00106,LO-PS10-5274,totalenergies,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+15m projected delay,+7m adjusted window,2026-08-08 09:00:25,False,True,2026-08-08 09:02:25
NOTIF-00107,LO-PS25-3569,lakeoil,nakuru,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+14m projected delay,+5m adjusted window,2026-08-09 20:00:24,False,True,2026-08-09 20:02:24
NOTIF-00108,LO-PS10-5584,rubis,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+14m projected delay,+5m adjusted window,2026-08-09 22:00:40,False,True,2026-08-09 22:02:40
NOTIF-00109,LO-PS28-5516,totalenergies,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+12m projected delay,+3m adjusted window,2026-08-10 04:00:44,False,True,2026-08-10 04:02:44
NOTIF-00110,LO-PS10-3647,totalenergies,nairobi,DRIVER,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+16m projected delay,+4m adjusted window,2026-08-10 20:00:39,False,True,2026-08-10 20:02:39
NOTIF-00111,LO-PS27-4772,ola,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+8m projected delay,+3m adjusted window,2026-08-11 03:00:29,False,True,2026-08-11 03:02:29
NOTIF-00112,LO-PS10-1113,hass,nairobi,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 7m turnaround delay.,+13m projected delay,+6m adjusted window,2026-08-11 19:00:24,False,True,2026-08-11 19:02:24
NOTIF-00113,LO-PS10-1405,lakeoil,nairobi,DRIVER,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 20m turnaround delay.,+30m projected delay,+10m adjusted window,2026-08-12 04:00:43,False,True,2026-08-12 04:02:43
NOTIF-00114,LO-KOTPS1-6626,rubis,mombasa,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 16m turnaround delay.,+27m projected delay,+11m adjusted window,2026-08-12 12:00:39,False,True,2026-08-12 12:02:39
NOTIF-00115,LO-PS28-5631,petrocity,kisumu,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 26m turnaround delay.,+39m projected delay,+13m adjusted window,2026-08-12 21:00:33,False,True,2026-08-12 21:02:33
NOTIF-00116,LO-PS10-6700,ola,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 18m turnaround delay.,+29m projected delay,+11m adjusted window,2026-08-13 03:00:46,False,True,2026-08-13 03:02:46
NOTIF-00117,LO-KOTPS1-7392,hass,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+8m projected delay,+3m adjusted window,2026-08-13 19:00:46,False,True,2026-08-13 19:02:46
NOTIF-00118,LO-PS28-9643,lakeoil,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+11m projected delay,+5m adjusted window,2026-08-14 08:00:36,False,True,2026-08-14 08:02:36
NOTIF-00119,LO-KOTPS1-9317,hass,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 4m turnaround delay.,+7m projected delay,+3m adjusted window,2026-08-14 15:00:44,False,True,2026-08-14 15:02:44
NOTIF-00120,LO-PS10-8308,petrocity,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+8m projected delay,+3m adjusted window,2026-08-15 06:00:27,False,True,2026-08-15 06:02:27
NOTIF-00121,LO-KOTPS1-7502,totalenergies,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+10m projected delay,+4m adjusted window,2026-08-15 20:00:28,False,True,2026-08-15 20:02:28
NOTIF-00122,LO-PS10-3601,vivo,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 14m turnaround delay.,+20m projected delay,+6m adjusted window,2026-08-15 23:00:35,False,True,2026-08-15 23:02:35
NOTIF-00123,LO-PS25-5148,vivo,nakuru,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 13m turnaround delay.,+20m projected delay,+7m adjusted window,2026-08-16 22:00:39,False,True,2026-08-16 22:02:39
NOTIF-00124,LO-KOTPS1-5704,lakeoil,mombasa,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 16m turnaround delay.,+24m projected delay,+8m adjusted window,2026-08-17 06:00:34,False,True,2026-08-17 06:02:34
NOTIF-00125,LO-PS25-3815,lakeoil,nakuru,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 10m turnaround delay.,+14m projected delay,+4m adjusted window,2026-08-17 08:00:28,False,True,2026-08-17 08:02:28
NOTIF-00126,LO-KOTPS1-2941,hass,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 7m turnaround delay.,+11m projected delay,+4m adjusted window,2026-08-18 15:00:40,False,True,2026-08-18 15:02:40
NOTIF-00127,LO-KOTPS1-8880,totalenergies,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 18m turnaround delay.,+25m projected delay,+7m adjusted window,2026-08-19 07:00:28,False,True,2026-08-19 07:02:28
NOTIF-00128,LO-KOTPS1-9125,hass,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 27m turnaround delay.,+41m projected delay,+14m adjusted window,2026-08-20 06:00:37,False,True,2026-08-20 06:02:37
NOTIF-00129,LO-PS10-7547,lakeoil,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 7m turnaround delay.,+10m projected delay,+3m adjusted window,2026-08-20 14:00:44,False,True,2026-08-20 14:02:44
NOTIF-00130,LO-PS27-6397,vivo,eldoret,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 15m turnaround delay.,+21m projected delay,+6m adjusted window,2026-08-20 20:00:37,False,True,2026-08-20 20:02:37
NOTIF-00131,LO-PS28-3192,totalenergies,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 10m turnaround delay.,+16m projected delay,+6m adjusted window,2026-08-21 05:00:45,False,True,2026-08-21 05:02:45
NOTIF-00132,LO-KOTPS1-6547,petrocity,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 13m turnaround delay.,+20m projected delay,+7m adjusted window,2026-08-21 16:00:33,False,True,2026-08-21 16:02:33
NOTIF-00133,LO-PS25-1001,lakeoil,nakuru,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 11m turnaround delay.,+15m projected delay,+4m adjusted window,2026-08-22 02:00:47,False,True,2026-08-22 02:02:47
NOTIF-00134,LO-PS10-9973,rubis,nairobi,DRIVER,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 22m turnaround delay.,+28m projected delay,+6m adjusted window,2026-08-22 05:00:40,False,True,2026-08-22 05:02:40
NOTIF-00135,LO-PS27-7531,ola,eldoret,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 10m turnaround delay.,+15m projected delay,+5m adjusted window,2026-08-22 07:00:36,False,True,2026-08-22 07:02:36
NOTIF-00136,LO-PS10-2034,vivo,nairobi,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+12m projected delay,+4m adjusted window,2026-08-22 21:00:25,False,True,2026-08-22 21:02:25
NOTIF-00137,LO-PS28-5301,hass,kisumu,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+15m projected delay,+6m adjusted window,2026-08-23 17:00:21,False,True,2026-08-23 17:02:21
NOTIF-00138,LO-KOTPS1-7223,lakeoil,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 24m turnaround delay.,+35m projected delay,+11m adjusted window,2026-08-23 20:00:48,False,True,2026-08-23 20:02:48
NOTIF-00139,LO-KOTPS1-1399,hass,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 24m turnaround delay.,+32m projected delay,+8m adjusted window,2026-08-24 01:00:40,False,True,2026-08-24 01:02:40
NOTIF-00140,LO-PS27-2186,lakeoil,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 3m turnaround delay.,+6m projected delay,+3m adjusted window,2026-08-27 03:00:32,False,True,2026-08-27 03:02:32
NOTIF-00141,LO-KOTPS1-4187,vivo,mombasa,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 25m turnaround delay.,+35m projected delay,+10m adjusted window,2026-08-27 12:00:31,False,True,2026-08-27 12:02:31
NOTIF-00142,LO-PS27-8881,hass,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+10m projected delay,+4m adjusted window,2026-08-27 14:00:28,False,True,2026-08-27 14:02:28
NOTIF-00143,LO-KOTPS1-8243,ola,mombasa,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 22m turnaround delay.,+37m projected delay,+15m adjusted window,2026-08-27 23:00:23,False,True,2026-08-27 23:02:23
NOTIF-00144,LO-PS10-6353,vivo,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+10m projected delay,+4m adjusted window,2026-08-28 16:00:41,False,True,2026-08-28 16:02:41
NOTIF-00145,LO-PS10-1865,petrocity,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+22m projected delay,+10m adjusted window,2026-08-29 06:00:41,False,True,2026-08-29 06:02:41
NOTIF-00146,LO-PS27-2747,petrocity,eldoret,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 3m turnaround delay.,+6m projected delay,+3m adjusted window,2026-08-29 14:00:29,False,True,2026-08-29 14:02:29
NOTIF-00147,LO-PS25-4970,hass,nakuru,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 5m turnaround delay.,+10m projected delay,+5m adjusted window,2026-08-29 19:00:22,False,True,2026-08-29 19:02:22
NOTIF-00148,LO-PS25-1694,hass,nakuru,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 30m turnaround delay.,+42m projected delay,+12m adjusted window,2026-08-30 02:00:38,False,True,2026-08-30 02:02:38
NOTIF-00149,LO-PS25-9151,ola,nakuru,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 4m turnaround delay.,+7m projected delay,+3m adjusted window,2026-08-30 07:00:22,False,True,2026-08-30 07:02:22
NOTIF-00150,LO-KOTPS1-3499,ola,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+17m projected delay,+5m adjusted window,2026-08-31 10:00:24,False,True,2026-08-31 10:02:24
NOTIF-00151,LO-KOTPS1-1607,hass,mombasa,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 25m turnaround delay.,+33m projected delay,+8m adjusted window,2026-08-31 20:00:31,False,True,2026-08-31 20:02:31
NOTIF-00152,LO-PS10-1204,hass,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 11m turnaround delay.,+19m projected delay,+8m adjusted window,2026-09-01 16:00:39,False,True,2026-09-01 16:02:39
NOTIF-00153,LO-PS28-4359,hass,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+15m projected delay,+7m adjusted window,2026-09-02 12:00:27,False,True,2026-09-02 12:02:27
NOTIF-00154,LO-PS10-3997,rubis,nairobi,OMC,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+13m projected delay,+5m adjusted window,2026-09-03 06:00:29,False,True,2026-09-03 06:02:29
NOTIF-00155,LO-KOTPS1-9948,vivo,mombasa,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+12m projected delay,+3m adjusted window,2026-09-04 02:00:32,False,True,2026-09-04 02:02:32
NOTIF-00156,LO-PS25-4015,ola,nakuru,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 11m turnaround delay.,+19m projected delay,+8m adjusted window,2026-09-04 13:00:21,False,True,2026-09-04 13:02:21
NOTIF-00157,LO-PS27-5736,hass,eldoret,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+15m projected delay,+6m adjusted window,2026-09-05 05:00:50,False,True,2026-09-05 05:02:50
NOTIF-00158,LO-KOTPS1-4465,hass,mombasa,OMC,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 13m turnaround delay.,+18m projected delay,+5m adjusted window,2026-09-05 15:00:45,False,True,2026-09-05 15:02:45
NOTIF-00159,LO-PS28-4556,hass,kisumu,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+11m projected delay,+3m adjusted window,2026-09-05 20:00:41,False,True,2026-09-05 20:02:41
NOTIF-00160,LO-PS28-3177,lakeoil,kisumu,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 4m turnaround delay.,+9m projected delay,+5m adjusted window,2026-09-06 12:00:18,False,True,2026-09-06 12:02:18
NOTIF-00161,LO-PS10-6045,ola,nairobi,DRIVER,INSTRUCTION_UPDATE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+11m projected delay,+5m adjusted window,2026-09-07 04:00:34,False,True,2026-09-07 04:02:34
NOTIF-00162,LO-PS10-2272,totalenergies,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+12m projected delay,+3m adjusted window,2026-09-07 07:00:33,False,True,2026-09-07 07:02:33
NOTIF-00163,LO-PS25-5740,hass,nakuru,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nakuru Depot (PS25),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+12m projected delay,+4m adjusted window,2026-09-07 12:00:31,False,True,2026-09-07 12:02:31
NOTIF-00164,LO-KOTPS1-1698,vivo,mombasa,OMC,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Mombasa Terminal (KOT-PS1),Autonomous queue deconfliction has recovered estimated 19m turnaround delay.,+32m projected delay,+13m adjusted window,2026-09-08 22:00:37,False,True,2026-09-08 22:02:37
NOTIF-00165,LO-PS27-3200,petrocity,eldoret,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 8m turnaround delay.,+13m projected delay,+5m adjusted window,2026-09-09 06:00:23,False,True,2026-09-09 06:02:23
NOTIF-00166,LO-PS10-4956,lakeoil,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 9m turnaround delay.,+12m projected delay,+3m adjusted window,2026-09-09 12:00:38,False,True,2026-09-09 12:02:38
NOTIF-00167,LO-PS10-4697,ola,nairobi,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 7m turnaround delay.,+13m projected delay,+6m adjusted window,2026-09-09 14:00:30,False,True,2026-09-09 14:02:30
NOTIF-00168,LO-PS10-9506,rubis,nairobi,OMC,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+18m projected delay,+6m adjusted window,2026-09-10 16:00:21,False,True,2026-09-10 16:02:21
NOTIF-00169,LO-PS27-7619,rubis,eldoret,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Eldoret Depot (PS27),Autonomous queue deconfliction has recovered estimated 12m turnaround delay.,+20m projected delay,+8m adjusted window,2026-09-11 10:00:42,False,True,2026-09-11 10:02:42
NOTIF-00170,LO-PS10-6733,lakeoil,nairobi,DRIVER,INSTRUCTION_UPDATE,IMPORTANT,Collection Re-sequenced at Nairobi Terminal (PS10),Autonomous queue deconfliction has recovered estimated 27m turnaround delay.,+43m projected delay,+16m adjusted window,2026-09-12 17:00:19,False,True,2026-09-12 17:02:19
NOTIF-00171,LO-PS28-7961,petrocity,kisumu,DRIVER,PREDICTED_GATE_OUT_CHANGE,INFO,Collection Re-sequenced at Kisumu Depot (PS28),Autonomous queue deconfliction has recovered estimated 6m turnaround delay.,+10m projected delay,+4m adjusted window,2026-09-15 03:00:37,False,True,2026-09-15 03:02:37
