risk_event_id,depot_id,detected_at,risk_category,severity,predicted_turnaround_min,baseline_turnaround_min,dwell_delta_min,exposure_at_risk_kes,primary_root_cause,affected_orders_count,status
RSK-KIS-00169,kisumu,2026-08-04 11:00:00,EQUIPMENT_CONSTRAINT,LOW,53,45,8,66660,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-KIS-00170,kisumu,2026-08-04 14:00:00,ARRIVAL_CLUSTERING,MEDIUM,63,45,18,300000,Morning Peak Arrival Surge,4,MITIGATED
RSK-NAI-00171,nairobi,2026-08-05 00:00:00,EQUIPMENT_CONSTRAINT,LOW,83,65,18,225000,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-MOM-00172,mombasa,2026-08-05 03:00:00,TURNAROUND_RISK,LOW,87,72,15,125000,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-ELD-00173,eldoret,2026-08-05 07:00:00,QUEUE_PRESSURE,HIGH,63,50,13,162480,Clustered Transporter Arrivals,3,MITIGATED
RSK-MOM-00174,mombasa,2026-08-05 09:00:00,QUEUE_PRESSURE,LOW,92,72,20,499980,Clustered Transporter Arrivals,6,MITIGATED
RSK-NAI-00175,nairobi,2026-08-05 15:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,78,65,13,162480,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-KIS-00176,kisumu,2026-08-05 19:00:00,CAPACITY_PRESSURE,MEDIUM,54,45,9,225000,Loading Position Offline for Maintenance,6,MITIGATED
RSK-ELD-00177,eldoret,2026-08-06 00:00:00,PRODUCT_READINESS,MEDIUM,59,50,9,225000,Tank Recertification Hold,6,MITIGATED
RSK-MOM-00178,mombasa,2026-08-06 02:00:00,QUEUE_PRESSURE,HIGH,107,72,35,583320,Clustered Transporter Arrivals,4,MITIGATED
RSK-MOM-00179,mombasa,2026-08-06 07:00:00,PRODUCT_READINESS,HIGH,109,72,37,1233280,Tank Recertification Hold,8,MITIGATED
RSK-ELD-00180,eldoret,2026-08-06 13:00:00,ARRIVAL_CLUSTERING,CRITICAL,82,50,32,1066640,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAI-00181,nairobi,2026-08-06 19:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,72,65,7,204120,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-MOM-00182,mombasa,2026-08-06 22:00:00,QUEUE_PRESSURE,MEDIUM,79,72,7,145800,Clustered Transporter Arrivals,5,MONITORING
RSK-NAK-00183,nakuru,2026-08-07 00:00:00,ARRIVAL_CLUSTERING,LOW,73,58,15,312500,Morning Peak Arrival Surge,5,MITIGATED
RSK-ELD-00184,eldoret,2026-08-07 12:00:00,EQUIPMENT_CONSTRAINT,HIGH,73,50,23,574980,Flow Meter Temperature Sensor Drift,6,MITIGATED
RSK-NAK-00185,nakuru,2026-08-07 16:00:00,EQUIPMENT_CONSTRAINT,HIGH,74,58,16,199980,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-MOM-00186,mombasa,2026-08-08 00:00:00,PRODUCT_READINESS,HIGH,109,72,37,770800,Tank Recertification Hold,5,MONITORING
RSK-NAI-00187,nairobi,2026-08-08 09:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,80,65,15,125000,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-NAK-00188,nakuru,2026-08-08 17:00:00,EQUIPMENT_CONSTRAINT,HIGH,99,58,41,1195810,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-NAK-00189,nakuru,2026-08-09 20:00:00,QUEUE_PRESSURE,HIGH,72,58,14,233320,Clustered Transporter Arrivals,4,MITIGATED
RSK-NAI-00190,nairobi,2026-08-09 22:00:00,TURNAROUND_RISK,MEDIUM,79,65,14,291650,Gantry Queue Congestion + Slow Metering,5,MONITORING
RSK-KIS-00191,kisumu,2026-08-10 04:00:00,PRODUCT_READINESS,MEDIUM,57,45,12,400000,Tank Recertification Hold,8,MONITORING
RSK-KIS-00192,kisumu,2026-08-10 12:00:00,ARRIVAL_CLUSTERING,LOW,61,45,16,133320,Morning Peak Arrival Surge,2,MITIGATED
RSK-NAI-00193,nairobi,2026-08-10 20:00:00,QUEUE_PRESSURE,CRITICAL,81,65,16,266640,Clustered Transporter Arrivals,4,MITIGATED
RSK-ELD-00194,eldoret,2026-08-11 03:00:00,QUEUE_PRESSURE,MEDIUM,58,50,8,99990,Clustered Transporter Arrivals,3,MITIGATED
RSK-MOM-00195,mombasa,2026-08-11 05:00:00,TURNAROUND_RISK,HIGH,93,72,21,175000,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-NAI-00196,nairobi,2026-08-11 19:00:00,QUEUE_PRESSURE,MEDIUM,78,65,13,324960,Clustered Transporter Arrivals,6,MITIGATED
RSK-MOM-00197,mombasa,2026-08-11 23:00:00,EQUIPMENT_CONSTRAINT,LOW,79,72,7,233280,Flow Meter Temperature Sensor Drift,8,MONITORING
RSK-NAI-00198,nairobi,2026-08-12 04:00:00,QUEUE_PRESSURE,CRITICAL,95,65,30,625000,Clustered Transporter Arrivals,5,MITIGATED
RSK-KIS-00199,kisumu,2026-08-12 08:00:00,EQUIPMENT_CONSTRAINT,LOW,60,45,15,437500,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-MOM-00200,mombasa,2026-08-12 12:00:00,PRODUCT_READINESS,HIGH,99,72,27,787500,Tank Recertification Hold,7,MITIGATED
RSK-KIS-00201,kisumu,2026-08-12 21:00:00,CAPACITY_PRESSURE,HIGH,84,45,39,975000,Loading Position Offline for Maintenance,6,MITIGATED
RSK-NAI-00202,nairobi,2026-08-13 00:00:00,ARRIVAL_CLUSTERING,LOW,82,65,17,566640,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAI-00203,nairobi,2026-08-13 03:00:00,CAPACITY_PRESSURE,HIGH,94,65,29,483320,Loading Position Offline for Maintenance,4,MITIGATED
RSK-MOM-00204,mombasa,2026-08-13 06:00:00,EQUIPMENT_CONSTRAINT,HIGH,109,72,37,462480,Flow Meter Temperature Sensor Drift,3,MONITORING
RSK-NAK-00205,nakuru,2026-08-13 08:00:00,CAPACITY_PRESSURE,HIGH,85,58,27,675000,Loading Position Offline for Maintenance,6,MITIGATED
RSK-ELD-00206,eldoret,2026-08-13 15:00:00,QUEUE_PRESSURE,MEDIUM,65,50,15,250000,Clustered Transporter Arrivals,4,MITIGATED
RSK-MOM-00207,mombasa,2026-08-13 19:00:00,TURNAROUND_RISK,MEDIUM,80,72,8,166650,Gantry Queue Congestion + Slow Metering,5,MONITORING
RSK-ELD-00208,eldoret,2026-08-14 03:00:00,EQUIPMENT_CONSTRAINT,LOW,58,50,8,66660,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-KIS-00209,kisumu,2026-08-14 08:00:00,PRODUCT_READINESS,MEDIUM,56,45,11,229150,Tank Recertification Hold,5,MITIGATED
RSK-NAI-00210,nairobi,2026-08-14 11:00:00,TURNAROUND_RISK,MEDIUM,78,65,13,108320,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-MOM-00211,mombasa,2026-08-14 15:00:00,ARRIVAL_CLUSTERING,MEDIUM,79,72,7,145800,Morning Peak Arrival Surge,5,MITIGATED
RSK-MOM-00212,mombasa,2026-08-14 21:00:00,PRODUCT_READINESS,LOW,84,72,12,150000,Tank Recertification Hold,3,MITIGATED
RSK-NAI-00213,nairobi,2026-08-15 06:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,73,65,8,66660,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-NAI-00214,nairobi,2026-08-15 11:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,80,65,15,312500,Flow Meter Temperature Sensor Drift,5,MITIGATED
RSK-NAK-00215,nakuru,2026-08-15 14:00:00,QUEUE_PRESSURE,HIGH,101,58,43,895800,Clustered Transporter Arrivals,5,MITIGATED
RSK-MOM-00216,mombasa,2026-08-15 20:00:00,TURNAROUND_RISK,MEDIUM,82,72,10,124980,Gantry Queue Congestion + Slow Metering,3,MITIGATED
RSK-NAI-00217,nairobi,2026-08-15 23:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,85,65,20,416650,Flow Meter Temperature Sensor Drift,5,MITIGATED
RSK-NAI-00218,nairobi,2026-08-16 08:00:00,TURNAROUND_RISK,LOW,71,65,6,75000,Gantry Queue Congestion + Slow Metering,3,MITIGATED
RSK-MOM-00219,mombasa,2026-08-16 11:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,78,72,6,150000,Flow Meter Temperature Sensor Drift,6,MONITORING
RSK-NAK-00220,nakuru,2026-08-16 16:00:00,TURNAROUND_RISK,CRITICAL,88,58,30,750000,Gantry Queue Congestion + Slow Metering,6,MITIGATED
RSK-NAK-00221,nakuru,2026-08-16 22:00:00,TURNAROUND_RISK,HIGH,78,58,20,499980,Gantry Queue Congestion + Slow Metering,6,MONITORING
RSK-MOM-00222,mombasa,2026-08-17 06:00:00,PRODUCT_READINESS,HIGH,96,72,24,600000,Tank Recertification Hold,6,MITIGATED
RSK-NAK-00223,nakuru,2026-08-17 08:00:00,TURNAROUND_RISK,MEDIUM,72,58,14,408310,Gantry Queue Congestion + Slow Metering,7,MITIGATED
RSK-ELD-00224,eldoret,2026-08-17 16:00:00,ARRIVAL_CLUSTERING,LOW,70,50,20,666640,Morning Peak Arrival Surge,8,MITIGATED
RSK-MOM-00225,mombasa,2026-08-17 22:00:00,PRODUCT_READINESS,LOW,89,72,17,495810,Tank Recertification Hold,7,MITIGATED
RSK-MOM-00226,mombasa,2026-08-18 15:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,83,72,11,229150,Flow Meter Temperature Sensor Drift,5,MITIGATED
RSK-MOM-00227,mombasa,2026-08-19 04:00:00,QUEUE_PRESSURE,HIGH,109,72,37,308320,Clustered Transporter Arrivals,2,MITIGATED
RSK-MOM-00228,mombasa,2026-08-19 07:00:00,ARRIVAL_CLUSTERING,HIGH,97,72,25,520800,Morning Peak Arrival Surge,5,MITIGATED
RSK-MOM-00229,mombasa,2026-08-19 10:00:00,QUEUE_PRESSURE,LOW,80,72,8,66660,Clustered Transporter Arrivals,2,MITIGATED
RSK-MOM-00230,mombasa,2026-08-20 00:00:00,ARRIVAL_CLUSTERING,HIGH,92,72,20,666640,Morning Peak Arrival Surge,8,MITIGATED
RSK-MOM-00231,mombasa,2026-08-20 06:00:00,ARRIVAL_CLUSTERING,HIGH,113,72,41,1195810,Morning Peak Arrival Surge,7,MITIGATED
RSK-NAI-00232,nairobi,2026-08-20 14:00:00,TURNAROUND_RISK,MEDIUM,75,65,10,333280,Gantry Queue Congestion + Slow Metering,8,MITIGATED
RSK-ELD-00233,eldoret,2026-08-20 20:00:00,QUEUE_PRESSURE,CRITICAL,71,50,21,175000,Clustered Transporter Arrivals,2,MITIGATED
RSK-NAI-00234,nairobi,2026-08-21 02:00:00,PRODUCT_READINESS,MEDIUM,77,65,12,300000,Tank Recertification Hold,6,MITIGATED
RSK-KIS-00235,kisumu,2026-08-21 05:00:00,QUEUE_PRESSURE,MEDIUM,61,45,16,399960,Clustered Transporter Arrivals,6,MITIGATED
RSK-MOM-00236,mombasa,2026-08-21 16:00:00,CAPACITY_PRESSURE,MEDIUM,92,72,20,249990,Loading Position Offline for Maintenance,3,MITIGATED
RSK-NAI-00237,nairobi,2026-08-21 20:00:00,CAPACITY_PRESSURE,LOW,71,65,6,175000,Loading Position Offline for Maintenance,7,MONITORING
RSK-NAI-00238,nairobi,2026-08-21 22:00:00,CAPACITY_PRESSURE,LOW,71,65,6,150000,Loading Position Offline for Maintenance,6,MITIGATED
RSK-NAK-00239,nakuru,2026-08-22 02:00:00,QUEUE_PRESSURE,MEDIUM,73,58,15,187500,Clustered Transporter Arrivals,3,MITIGATED
RSK-NAI-00240,nairobi,2026-08-22 05:00:00,EQUIPMENT_CONSTRAINT,CRITICAL,93,65,28,466640,Flow Meter Temperature Sensor Drift,4,MITIGATED
RSK-ELD-00241,eldoret,2026-08-22 07:00:00,EQUIPMENT_CONSTRAINT,HIGH,65,50,15,375000,Flow Meter Temperature Sensor Drift,6,MITIGATED
RSK-NAI-00242,nairobi,2026-08-22 12:00:00,CAPACITY_PRESSURE,LOW,81,65,16,533280,Loading Position Offline for Maintenance,8,MITIGATED
RSK-ELD-00243,eldoret,2026-08-22 17:00:00,ARRIVAL_CLUSTERING,LOW,56,50,6,200000,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAI-00244,nairobi,2026-08-22 21:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,77,65,12,350000,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-KIS-00245,kisumu,2026-08-23 17:00:00,PRODUCT_READINESS,HIGH,60,45,15,500000,Tank Recertification Hold,8,MITIGATED
RSK-MOM-00246,mombasa,2026-08-23 20:00:00,TURNAROUND_RISK,HIGH,107,72,35,874980,Gantry Queue Congestion + Slow Metering,6,MITIGATED
RSK-MOM-00247,mombasa,2026-08-24 01:00:00,TURNAROUND_RISK,CRITICAL,104,72,32,799980,Gantry Queue Congestion + Slow Metering,6,MITIGATED
RSK-NAI-00248,nairobi,2026-08-24 07:00:00,ARRIVAL_CLUSTERING,MEDIUM,84,65,19,633280,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAK-00249,nakuru,2026-08-24 13:00:00,EQUIPMENT_CONSTRAINT,CRITICAL,92,58,34,1133280,Flow Meter Temperature Sensor Drift,8,MITIGATED
RSK-NAK-00250,nakuru,2026-08-25 05:00:00,TURNAROUND_RISK,MEDIUM,67,58,9,75000,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-MOM-00251,mombasa,2026-08-25 14:00:00,EQUIPMENT_CONSTRAINT,HIGH,85,72,13,379120,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-MOM-00252,mombasa,2026-08-26 01:00:00,EQUIPMENT_CONSTRAINT,LOW,86,72,14,291650,Flow Meter Temperature Sensor Drift,5,MITIGATED
RSK-NAI-00253,nairobi,2026-08-26 06:00:00,EQUIPMENT_CONSTRAINT,CRITICAL,77,65,12,350000,Flow Meter Temperature Sensor Drift,7,MITIGATED
RSK-NAK-00254,nakuru,2026-08-26 12:00:00,ARRIVAL_CLUSTERING,MEDIUM,76,58,18,225000,Morning Peak Arrival Surge,3,MONITORING
RSK-MOM-00255,mombasa,2026-08-26 16:00:00,TURNAROUND_RISK,MEDIUM,91,72,19,395800,Gantry Queue Congestion + Slow Metering,5,MITIGATED
RSK-MOM-00256,mombasa,2026-08-26 22:00:00,TURNAROUND_RISK,LOW,84,72,12,350000,Gantry Queue Congestion + Slow Metering,7,MITIGATED
RSK-ELD-00257,eldoret,2026-08-27 03:00:00,ARRIVAL_CLUSTERING,MEDIUM,56,50,6,75000,Morning Peak Arrival Surge,3,MITIGATED
RSK-NAI-00258,nairobi,2026-08-27 07:00:00,QUEUE_PRESSURE,MEDIUM,82,65,17,354150,Clustered Transporter Arrivals,5,MITIGATED
RSK-MOM-00259,mombasa,2026-08-27 12:00:00,TURNAROUND_RISK,CRITICAL,107,72,35,729150,Gantry Queue Congestion + Slow Metering,5,MITIGATED
RSK-ELD-00260,eldoret,2026-08-27 14:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,60,50,10,166640,Flow Meter Temperature Sensor Drift,4,MITIGATED
RSK-MOM-00261,mombasa,2026-08-27 19:00:00,PRODUCT_READINESS,LOW,79,72,7,58320,Tank Recertification Hold,2,MITIGATED
RSK-MOM-00262,mombasa,2026-08-27 23:00:00,QUEUE_PRESSURE,HIGH,109,72,37,924960,Clustered Transporter Arrivals,6,MITIGATED
RSK-ELD-00263,eldoret,2026-08-28 04:00:00,TURNAROUND_RISK,MEDIUM,62,50,12,250000,Gantry Queue Congestion + Slow Metering,5,MONITORING
RSK-MOM-00264,mombasa,2026-08-28 07:00:00,CAPACITY_PRESSURE,MEDIUM,88,72,16,533280,Loading Position Offline for Maintenance,8,MITIGATED
RSK-NAI-00265,nairobi,2026-08-28 16:00:00,QUEUE_PRESSURE,MEDIUM,75,65,10,249960,Clustered Transporter Arrivals,6,MITIGATED
RSK-NAK-00266,nakuru,2026-08-28 21:00:00,PRODUCT_READINESS,LOW,75,58,17,283320,Tank Recertification Hold,4,MITIGATED
RSK-NAI-00267,nairobi,2026-08-29 06:00:00,EQUIPMENT_CONSTRAINT,HIGH,87,65,22,733280,Flow Meter Temperature Sensor Drift,8,MITIGATED
RSK-ELD-00268,eldoret,2026-08-29 14:00:00,ARRIVAL_CLUSTERING,MEDIUM,56,50,6,75000,Morning Peak Arrival Surge,3,MONITORING
RSK-NAK-00269,nakuru,2026-08-29 19:00:00,ARRIVAL_CLUSTERING,MEDIUM,68,58,10,333280,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAK-00270,nakuru,2026-08-30 02:00:00,CAPACITY_PRESSURE,CRITICAL,100,58,42,525000,Loading Position Offline for Maintenance,3,MITIGATED
RSK-NAK-00271,nakuru,2026-08-30 07:00:00,ARRIVAL_CLUSTERING,MEDIUM,65,58,7,233280,Morning Peak Arrival Surge,8,MITIGATED
RSK-MOM-00272,mombasa,2026-08-31 10:00:00,CAPACITY_PRESSURE,MEDIUM,89,72,17,283320,Loading Position Offline for Maintenance,4,MITIGATED
RSK-MOM-00273,mombasa,2026-08-31 12:00:00,QUEUE_PRESSURE,LOW,83,72,11,274980,Clustered Transporter Arrivals,6,MONITORING
RSK-MOM-00274,mombasa,2026-08-31 20:00:00,EQUIPMENT_CONSTRAINT,HIGH,105,72,33,275000,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-NAI-00275,nairobi,2026-09-01 16:00:00,ARRIVAL_CLUSTERING,MEDIUM,84,65,19,316640,Morning Peak Arrival Surge,4,MONITORING
RSK-MOM-00276,mombasa,2026-09-01 19:00:00,TURNAROUND_RISK,LOW,81,72,9,150000,Gantry Queue Congestion + Slow Metering,4,MITIGATED
RSK-NAI-00277,nairobi,2026-09-02 01:00:00,ARRIVAL_CLUSTERING,LOW,84,65,19,474960,Morning Peak Arrival Surge,6,MITIGATED
RSK-KIS-00278,kisumu,2026-09-02 12:00:00,CAPACITY_PRESSURE,MEDIUM,60,45,15,312500,Loading Position Offline for Maintenance,5,MITIGATED
RSK-NAI-00279,nairobi,2026-09-02 18:00:00,TURNAROUND_RISK,LOW,79,65,14,233320,Gantry Queue Congestion + Slow Metering,4,MITIGATED
RSK-NAI-00280,nairobi,2026-09-03 06:00:00,TURNAROUND_RISK,HIGH,78,65,13,162480,Gantry Queue Congestion + Slow Metering,3,MITIGATED
RSK-NAI-00281,nairobi,2026-09-03 15:00:00,CAPACITY_PRESSURE,MEDIUM,83,65,18,600000,Loading Position Offline for Maintenance,8,MITIGATED
RSK-MOM-00282,mombasa,2026-09-04 02:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,84,72,12,400000,Flow Meter Temperature Sensor Drift,8,MITIGATED
RSK-NAK-00283,nakuru,2026-09-04 13:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,77,58,19,237480,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-MOM-00284,mombasa,2026-09-05 01:00:00,EQUIPMENT_CONSTRAINT,LOW,83,72,11,137490,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-ELD-00285,eldoret,2026-09-05 05:00:00,CAPACITY_PRESSURE,MEDIUM,65,50,15,375000,Loading Position Offline for Maintenance,6,MITIGATED
RSK-MOM-00286,mombasa,2026-09-05 15:00:00,TURNAROUND_RISK,MEDIUM,90,72,18,300000,Gantry Queue Congestion + Slow Metering,4,MITIGATED
RSK-KIS-00287,kisumu,2026-09-05 20:00:00,QUEUE_PRESSURE,MEDIUM,56,45,11,229150,Clustered Transporter Arrivals,5,MITIGATED
RSK-KIS-00288,kisumu,2026-09-06 12:00:00,QUEUE_PRESSURE,MEDIUM,54,45,9,75000,Clustered Transporter Arrivals,2,MITIGATED
RSK-NAI-00289,nairobi,2026-09-07 04:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,76,65,11,91660,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-NAI-00290,nairobi,2026-09-07 07:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,77,65,12,100000,Flow Meter Temperature Sensor Drift,2,MITIGATED
RSK-NAK-00291,nakuru,2026-09-07 12:00:00,ARRIVAL_CLUSTERING,MEDIUM,70,58,12,300000,Morning Peak Arrival Surge,6,MITIGATED
RSK-MOM-00292,mombasa,2026-09-07 23:00:00,PRODUCT_READINESS,MEDIUM,86,72,14,408310,Tank Recertification Hold,7,MITIGATED
RSK-NAI-00293,nairobi,2026-09-08 10:00:00,PRODUCT_READINESS,HIGH,94,65,29,966640,Tank Recertification Hold,8,MITIGATED
RSK-MOM-00294,mombasa,2026-09-08 22:00:00,CAPACITY_PRESSURE,CRITICAL,104,72,32,933310,Loading Position Offline for Maintenance,7,MITIGATED
RSK-ELD-00295,eldoret,2026-09-09 06:00:00,CAPACITY_PRESSURE,MEDIUM,63,50,13,216640,Loading Position Offline for Maintenance,4,MONITORING
RSK-NAI-00296,nairobi,2026-09-09 12:00:00,CAPACITY_PRESSURE,HIGH,77,65,12,100000,Loading Position Offline for Maintenance,2,MITIGATED
RSK-NAI-00297,nairobi,2026-09-09 14:00:00,PRODUCT_READINESS,MEDIUM,78,65,13,324960,Tank Recertification Hold,6,MITIGATED
RSK-MOM-00298,mombasa,2026-09-09 21:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,90,72,18,525000,Flow Meter Temperature Sensor Drift,7,MONITORING
RSK-NAI-00299,nairobi,2026-09-10 05:00:00,EQUIPMENT_CONSTRAINT,LOW,79,65,14,349980,Flow Meter Temperature Sensor Drift,6,MITIGATED
RSK-NAI-00300,nairobi,2026-09-10 16:00:00,TURNAROUND_RISK,MEDIUM,83,65,18,150000,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-MOM-00301,mombasa,2026-09-10 18:00:00,EQUIPMENT_CONSTRAINT,LOW,86,72,14,174990,Flow Meter Temperature Sensor Drift,3,MITIGATED
RSK-MOM-00302,mombasa,2026-09-10 21:00:00,CAPACITY_PRESSURE,LOW,84,72,12,350000,Loading Position Offline for Maintenance,7,MITIGATED
RSK-NAI-00303,nairobi,2026-09-11 02:00:00,TURNAROUND_RISK,LOW,71,65,6,200000,Gantry Queue Congestion + Slow Metering,8,MITIGATED
RSK-ELD-00304,eldoret,2026-09-11 10:00:00,PRODUCT_READINESS,MEDIUM,70,50,20,333320,Tank Recertification Hold,4,MITIGATED
RSK-MOM-00305,mombasa,2026-09-12 04:00:00,EQUIPMENT_CONSTRAINT,LOW,92,72,20,666640,Flow Meter Temperature Sensor Drift,8,MITIGATED
RSK-NAK-00306,nakuru,2026-09-12 08:00:00,ARRIVAL_CLUSTERING,HIGH,98,58,40,1333280,Morning Peak Arrival Surge,8,MITIGATED
RSK-NAI-00307,nairobi,2026-09-12 17:00:00,EQUIPMENT_CONSTRAINT,CRITICAL,108,65,43,1074960,Flow Meter Temperature Sensor Drift,6,MITIGATED
RSK-NAI-00308,nairobi,2026-09-13 09:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,84,65,19,316640,Flow Meter Temperature Sensor Drift,4,MITIGATED
RSK-NAK-00309,nakuru,2026-09-13 15:00:00,QUEUE_PRESSURE,HIGH,88,58,30,500000,Clustered Transporter Arrivals,4,MITIGATED
RSK-ELD-00310,eldoret,2026-09-14 01:00:00,TURNAROUND_RISK,LOW,56,50,6,50000,Gantry Queue Congestion + Slow Metering,2,MITIGATED
RSK-MOM-00311,mombasa,2026-09-14 05:00:00,EQUIPMENT_CONSTRAINT,LOW,85,72,13,216640,Flow Meter Temperature Sensor Drift,4,MITIGATED
RSK-NAI-00312,nairobi,2026-09-14 14:00:00,TURNAROUND_RISK,MEDIUM,76,65,11,183320,Gantry Queue Congestion + Slow Metering,4,MITIGATED
RSK-KIS-00313,kisumu,2026-09-15 03:00:00,CAPACITY_PRESSURE,MEDIUM,55,45,10,208300,Loading Position Offline for Maintenance,5,MITIGATED
RSK-NAI-00314,nairobi,2026-09-15 08:00:00,EQUIPMENT_CONSTRAINT,MEDIUM,79,65,14,349980,Flow Meter Temperature Sensor Drift,6,MITIGATED
RSK-NAI-00315,nairobi,2026-09-15 15:00:00,CAPACITY_PRESSURE,HIGH,78,65,13,108320,Loading Position Offline for Maintenance,2,MITIGATED
RSK-MOM-00316,mombasa,2026-09-15 19:00:00,QUEUE_PRESSURE,HIGH,106,72,34,283320,Clustered Transporter Arrivals,2,MITIGATED
