readiness_id,depot_id,product_id,tank_id,readiness_status,certified_volume_litres,event_timestamp,resolved_timestamp,constraint_reason
PRD-000281,eldoret,DPK,T-PS2-03,READY,2613639,2026-09-13 13:00:00,,
PRD-000282,eldoret,PMS,T-PS2-03,READY,7584366,2026-09-14 11:00:00,,
PRD-000283,eldoret,JET-A1,T-PS2-01,READY,4917094,2026-09-15 06:00:00,,
PRD-000284,eldoret,DPK,T-PS2-03,READY,3097388,2026-09-16 08:00:00,,
PRD-000285,kisumu,JET-A1,T-PS2-02,READY,5709091,2026-06-12 21:00:00,,
PRD-000286,kisumu,PMS,T-PS2-01,READY,3115735,2026-06-13 21:00:00,,
PRD-000287,kisumu,DPK,T-PS2-01,READY,8294270,2026-06-14 23:00:00,,
PRD-000288,kisumu,AGO,T-PS2-04,READY,7051164,2026-06-16 05:00:00,,
PRD-000289,kisumu,AGO,T-PS2-04,READY,3503580,2026-06-17 22:00:00,,
PRD-000290,kisumu,DPK,T-PS2-01,READY,7117752,2026-06-19 03:00:00,,
PRD-000291,kisumu,JET-A1,T-PS2-03,READY,4223952,2026-06-20 16:00:00,,
PRD-000292,kisumu,JET-A1,T-PS2-04,READY,3894282,2026-06-22 00:00:00,,
PRD-000293,kisumu,PMS,T-PS2-02,READY,7594538,2026-06-24 00:00:00,,
PRD-000294,kisumu,PMS,T-PS2-04,READY,6703380,2026-06-24 22:00:00,,
PRD-000295,kisumu,PMS,T-PS2-02,READY,5541222,2026-06-25 17:00:00,,
PRD-000296,kisumu,JET-A1,T-PS2-02,READY,2506671,2026-06-26 23:00:00,,
PRD-000297,kisumu,PMS,T-PS2-01,READY,3229754,2026-06-28 16:00:00,,
PRD-000298,kisumu,AGO,T-PS2-02,READY,7461753,2026-06-30 01:00:00,,
PRD-000299,kisumu,AGO,T-PS2-02,CONSTRAINED,3791097,2026-07-01 09:00:00,2026-07-01 23:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000300,kisumu,DPK,T-PS2-01,READY,4739781,2026-07-02 18:00:00,,
PRD-000301,kisumu,PMS,T-PS2-03,READY,4743445,2026-07-04 15:00:00,,
PRD-000302,kisumu,AGO,T-PS2-03,READY,3819357,2026-07-06 08:00:00,,
PRD-000303,kisumu,AGO,T-PS2-03,READY,5528704,2026-07-07 07:00:00,,
PRD-000304,kisumu,DPK,T-PS2-03,READY,4136255,2026-07-08 04:00:00,,
PRD-000305,kisumu,AGO,T-PS2-03,READY,3014030,2026-07-09 04:00:00,,
PRD-000306,kisumu,AGO,T-PS2-01,READY,7977296,2026-07-11 00:00:00,,
PRD-000307,kisumu,JET-A1,T-PS2-03,READY,4211315,2026-07-12 06:00:00,,
PRD-000308,kisumu,PMS,T-PS2-01,CONSTRAINED,6353635,2026-07-13 22:00:00,2026-07-14 21:00:00,PIPELINE_BATCH_TRANSFER_ACTIVE
PRD-000309,kisumu,PMS,T-PS2-02,READY,5675758,2026-07-15 14:00:00,,
PRD-000310,kisumu,JET-A1,T-PS2-03,READY,8207780,2026-07-16 12:00:00,,
PRD-000311,kisumu,AGO,T-PS2-03,READY,2632198,2026-07-17 21:00:00,,
PRD-000312,kisumu,JET-A1,T-PS2-03,READY,8181143,2026-07-19 16:00:00,,
PRD-000313,kisumu,AGO,T-PS2-01,CONSTRAINED,6377297,2026-07-20 22:00:00,2026-07-21 09:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000314,kisumu,AGO,T-PS2-03,READY,3911726,2026-07-22 06:00:00,,
PRD-000315,kisumu,PMS,T-PS2-04,READY,6912969,2026-07-23 00:00:00,,
PRD-000316,kisumu,JET-A1,T-PS2-03,READY,5583500,2026-07-24 19:00:00,,
PRD-000317,kisumu,PMS,T-PS2-04,READY,5021826,2026-07-26 16:00:00,,
PRD-000318,kisumu,AGO,T-PS2-02,READY,7689211,2026-07-27 12:00:00,,
PRD-000319,kisumu,PMS,T-PS2-02,READY,8446474,2026-07-29 09:00:00,,
PRD-000320,kisumu,JET-A1,T-PS2-04,READY,4380289,2026-07-30 08:00:00,,
PRD-000321,kisumu,AGO,T-PS2-04,CONSTRAINED,6297149,2026-08-01 03:00:00,2026-08-02 02:00:00,LAB_OCTANE_CERTIFICATION_PENDING
PRD-000322,kisumu,AGO,T-PS2-03,READY,7549530,2026-08-02 20:00:00,,
PRD-000323,kisumu,PMS,T-PS2-01,READY,3604613,2026-08-03 21:00:00,,
PRD-000324,kisumu,JET-A1,T-PS2-01,READY,6579192,2026-08-05 20:00:00,,
PRD-000325,kisumu,DPK,T-PS2-02,READY,7418726,2026-08-07 18:00:00,,
PRD-000326,kisumu,AGO,T-PS2-03,CONSTRAINED,4492848,2026-08-09 16:00:00,2026-08-10 03:00:00,LAB_OCTANE_CERTIFICATION_PENDING
PRD-000327,kisumu,DPK,T-PS2-04,UNAVAILABLE,7921450,2026-08-11 14:00:00,2026-08-12 08:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000328,kisumu,DPK,T-PS2-01,READY,7339866,2026-08-13 09:00:00,,
PRD-000329,kisumu,JET-A1,T-PS2-03,READY,5722392,2026-08-15 00:00:00,,
PRD-000330,kisumu,JET-A1,T-PS2-02,READY,4880596,2026-08-15 19:00:00,,
PRD-000331,kisumu,PMS,T-PS2-01,READY,7766466,2026-08-17 12:00:00,,
PRD-000332,kisumu,JET-A1,T-PS2-04,UNAVAILABLE,6046258,2026-08-19 07:00:00,2026-08-20 07:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000333,kisumu,AGO,T-PS2-01,READY,7988657,2026-08-20 09:00:00,,
PRD-000334,kisumu,AGO,T-PS2-02,READY,4159570,2026-08-21 18:00:00,,
PRD-000335,kisumu,DPK,T-PS2-04,READY,4015449,2026-08-23 05:00:00,,
PRD-000336,kisumu,DPK,T-PS2-03,READY,4597901,2026-08-24 21:00:00,,
PRD-000337,kisumu,AGO,T-PS2-01,READY,7323122,2026-08-25 17:00:00,,
PRD-000338,kisumu,PMS,T-PS2-03,READY,5055130,2026-08-27 06:00:00,,
PRD-000339,kisumu,JET-A1,T-PS2-03,READY,3415591,2026-08-28 16:00:00,,
PRD-000340,kisumu,DPK,T-PS2-03,READY,8333329,2026-08-29 15:00:00,,
PRD-000341,kisumu,PMS,T-PS2-01,READY,4660129,2026-08-31 12:00:00,,
PRD-000342,kisumu,AGO,T-PS2-02,READY,3556001,2026-09-01 11:00:00,,
PRD-000343,kisumu,PMS,T-PS2-03,READY,2604467,2026-09-03 08:00:00,,
PRD-000344,kisumu,PMS,T-PS2-01,READY,3264619,2026-09-04 09:00:00,,
PRD-000345,kisumu,PMS,T-PS2-01,READY,8112873,2026-09-05 18:00:00,,
PRD-000346,kisumu,JET-A1,T-PS2-01,READY,5921027,2026-09-07 15:00:00,,
PRD-000347,kisumu,PMS,T-PS2-02,UNAVAILABLE,4933212,2026-09-09 13:00:00,2026-09-10 11:00:00,PIPELINE_BATCH_TRANSFER_ACTIVE
PRD-000348,kisumu,DPK,T-PS2-01,READY,6804807,2026-09-11 09:00:00,,
PRD-000349,kisumu,JET-A1,T-PS2-03,READY,4141500,2026-09-12 18:00:00,,
PRD-000350,kisumu,DPK,T-PS2-04,READY,6880052,2026-09-14 09:00:00,,
PRD-000351,kisumu,PMS,T-PS2-04,READY,7667721,2026-09-15 23:00:00,,
