signal_id,order_id,signal_source,signal_timestamp,signal_quality,estimated_distance_km,predicted_arrival_window_start,predicted_arrival_window_end,confidence_pct
SIG-000827,LO-KOTPS1-01236,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 07:32:26,MEDIUM,24.2,2026-06-18 08:56:26,2026-06-18 09:23:26,76
SIG-000828,LO-KOTPS1-01237,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 06:45:55,MEDIUM,60.2,2026-06-18 08:35:55,2026-06-18 09:02:55,81
SIG-000829,LO-PS10-01357,OPTIONAL_TELEMATICS,2026-06-18 08:31:52,HIGH,26.5,2026-06-18 09:30:52,2026-06-18 09:57:52,83
SIG-000830,LO-KOTPS1-01238,OPTIONAL_TELEMATICS,2026-06-18 15:23:53,HIGH,15.3,2026-06-18 15:42:53,2026-06-18 16:09:53,83
SIG-000831,LO-KOTPS1-01239,HISTORICAL_BASELINE,2026-06-18 13:52:38,BASELINE,61.3,2026-06-18 14:37:38,2026-06-18 15:04:38,68
SIG-000832,LO-PS25-01139,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 12:58:25,MEDIUM,50.3,2026-06-18 13:31:25,2026-06-18 13:58:25,78
SIG-000833,LO-KOTPS1-01240,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:22:07,MEDIUM,57.4,2026-06-18 10:50:07,2026-06-18 11:17:07,81
SIG-000834,LO-KOTPS1-01241,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:49:08,MEDIUM,48.5,2026-06-18 11:20:08,2026-06-18 11:47:08,74
SIG-000835,LO-PS27-01103,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 08:49:41,MEDIUM,51.3,2026-06-18 09:43:41,2026-06-18 10:10:41,84
SIG-000836,LO-PS10-01359,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 06:14:37,MEDIUM,50.0,2026-06-18 07:43:37,2026-06-18 08:10:37,78
SIG-000837,LO-PS27-01104,HISTORICAL_BASELINE,2026-06-18 08:04:55,BASELINE,54.5,2026-06-18 08:22:55,2026-06-18 08:49:55,73
SIG-000838,LO-PS10-01360,HISTORICAL_BASELINE,2026-06-18 13:40:11,BASELINE,5.9,2026-06-18 14:42:11,2026-06-18 15:09:11,62
SIG-000839,LO-PS25-01140,HISTORICAL_BASELINE,2026-06-18 07:22:59,BASELINE,42.2,2026-06-18 09:09:59,2026-06-18 09:36:59,64
SIG-000840,LO-PS25-01141,OPTIONAL_TELEMATICS,2026-06-18 09:58:12,HIGH,58.0,2026-06-18 10:27:12,2026-06-18 10:54:12,84
SIG-000841,LO-PS25-01142,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 13:35:22,MEDIUM,51.2,2026-06-18 14:28:22,2026-06-18 14:55:22,76
SIG-000842,LO-KOTPS1-01242,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 09:27:15,MEDIUM,60.6,2026-06-18 10:51:15,2026-06-18 11:18:15,77
SIG-000843,LO-PS10-01361,OPTIONAL_TELEMATICS,2026-06-18 17:13:51,HIGH,60.1,2026-06-18 17:28:51,2026-06-18 17:55:51,91
SIG-000844,LO-PS25-01143,HISTORICAL_BASELINE,2026-06-18 09:58:22,BASELINE,51.9,2026-06-18 11:36:22,2026-06-18 12:03:22,63
SIG-000845,LO-PS27-01105,HISTORICAL_BASELINE,2026-06-18 14:50:07,BASELINE,6.0,2026-06-18 16:13:07,2026-06-18 16:40:07,66
SIG-000846,LO-KOTPS1-01243,OPTIONAL_TELEMATICS,2026-06-18 08:27:34,HIGH,35.5,2026-06-18 09:23:34,2026-06-18 09:50:34,83
SIG-000847,LO-PS10-01362,HISTORICAL_BASELINE,2026-06-18 10:52:58,BASELINE,54.5,2026-06-18 11:37:58,2026-06-18 12:04:58,71
SIG-000848,LO-PS25-01144,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:57:50,MEDIUM,14.6,2026-06-18 11:59:50,2026-06-18 12:26:50,80
SIG-000849,LO-PS28-01081,HISTORICAL_BASELINE,2026-06-18 10:22:30,BASELINE,44.5,2026-06-18 12:24:30,2026-06-18 12:51:30,64
SIG-000850,LO-KOTPS1-01244,OPTIONAL_TELEMATICS,2026-06-18 13:29:20,HIGH,12.0,2026-06-18 14:16:20,2026-06-18 14:43:20,92
SIG-000851,LO-PS27-01106,HISTORICAL_BASELINE,2026-06-18 09:47:11,BASELINE,56.2,2026-06-18 11:25:11,2026-06-18 11:52:11,70
SIG-000852,LO-KOTPS1-01245,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 15:07:18,MEDIUM,25.2,2026-06-18 16:18:18,2026-06-18 16:45:18,85
SIG-000853,LO-PS10-01363,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 07:28:44,MEDIUM,55.3,2026-06-18 09:17:44,2026-06-18 09:44:44,74
SIG-000854,LO-PS28-01082,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:13:41,MEDIUM,51.9,2026-06-18 11:36:41,2026-06-18 12:03:41,81
SIG-000855,LO-KOTPS1-01246,OPTIONAL_TELEMATICS,2026-06-18 16:54:38,HIGH,31.9,2026-06-18 17:20:38,2026-06-18 17:47:38,83
SIG-000856,LO-PS10-01364,HISTORICAL_BASELINE,2026-06-18 07:36:15,BASELINE,29.0,2026-06-18 09:24:15,2026-06-18 09:51:15,73
SIG-000857,LO-PS10-01365,HISTORICAL_BASELINE,2026-06-18 09:52:20,BASELINE,18.7,2026-06-18 10:15:20,2026-06-18 10:42:20,64
SIG-000858,LO-KOTPS1-01247,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 08:28:18,MEDIUM,31.6,2026-06-18 09:44:18,2026-06-18 10:11:18,78
SIG-000859,LO-PS10-01366,OPTIONAL_TELEMATICS,2026-06-18 17:50:14,HIGH,15.0,2026-06-18 18:25:14,2026-06-18 18:52:14,93
SIG-000860,LO-PS27-01107,HISTORICAL_BASELINE,2026-06-18 16:14:51,BASELINE,62.5,2026-06-18 17:44:51,2026-06-18 18:11:51,67
SIG-000861,LO-PS10-01367,OPTIONAL_TELEMATICS,2026-06-18 14:28:20,HIGH,59.5,2026-06-18 14:41:20,2026-06-18 15:08:20,84
SIG-000862,LO-PS25-01145,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:05:57,MEDIUM,31.4,2026-06-18 11:00:57,2026-06-18 11:27:57,85
SIG-000863,LO-PS28-01083,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 09:50:28,MEDIUM,22.1,2026-06-18 11:39:28,2026-06-18 12:06:28,84
SIG-000864,LO-PS27-01108,OPTIONAL_TELEMATICS,2026-06-18 07:23:02,HIGH,11.3,2026-06-18 09:01:02,2026-06-18 09:28:02,84
SIG-000865,LO-PS10-01368,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 14:44:57,MEDIUM,34.5,2026-06-18 16:37:57,2026-06-18 17:04:57,73
SIG-000866,LO-PS10-01369,HISTORICAL_BASELINE,2026-06-18 08:32:00,BASELINE,18.4,2026-06-18 10:35:00,2026-06-18 11:02:00,72
SIG-000867,LO-KOTPS1-01248,OPTIONAL_TRAFFIC_SIGNAL,2026-06-18 10:31:57,MEDIUM,43.9,2026-06-18 11:48:57,2026-06-18 12:15:57,79
SIG-000868,LO-PS10-01370,OPTIONAL_TELEMATICS,2026-06-18 07:34:36,HIGH,31.8,2026-06-18 08:59:36,2026-06-18 09:26:36,94
SIG-000869,LO-PS25-01146,OPTIONAL_TELEMATICS,2026-06-19 10:39:26,HIGH,37.3,2026-06-19 11:21:26,2026-06-19 11:48:26,85
SIG-000870,LO-KOTPS1-01250,HISTORICAL_BASELINE,2026-06-19 08:03:10,BASELINE,58.1,2026-06-19 09:03:10,2026-06-19 09:30:10,71
SIG-000871,LO-PS10-01371,HISTORICAL_BASELINE,2026-06-19 14:40:14,BASELINE,44.0,2026-06-19 15:47:14,2026-06-19 16:14:14,60
SIG-000872,LO-PS10-01372,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 14:28:02,MEDIUM,42.9,2026-06-19 15:30:02,2026-06-19 15:57:02,83
SIG-000873,LO-PS10-01373,HISTORICAL_BASELINE,2026-06-19 11:04:27,BASELINE,25.6,2026-06-19 12:41:27,2026-06-19 13:08:27,70
SIG-000874,LO-PS10-01374,HISTORICAL_BASELINE,2026-06-19 14:09:46,BASELINE,11.8,2026-06-19 14:51:46,2026-06-19 15:18:46,63
SIG-000875,LO-PS10-01375,OPTIONAL_TELEMATICS,2026-06-19 15:49:50,HIGH,59.4,2026-06-19 16:21:50,2026-06-19 16:48:50,92
SIG-000876,LO-PS10-01376,OPTIONAL_TELEMATICS,2026-06-19 09:38:11,HIGH,31.6,2026-06-19 11:14:11,2026-06-19 11:41:11,87
SIG-000877,LO-KOTPS1-01251,HISTORICAL_BASELINE,2026-06-19 10:04:51,BASELINE,38.9,2026-06-19 10:33:51,2026-06-19 11:00:51,63
SIG-000878,LO-KOTPS1-01252,OPTIONAL_TELEMATICS,2026-06-19 09:29:23,HIGH,29.4,2026-06-19 10:50:23,2026-06-19 11:17:23,93
SIG-000879,LO-PS25-01147,HISTORICAL_BASELINE,2026-06-19 14:41:34,BASELINE,55.4,2026-06-19 14:56:34,2026-06-19 15:23:34,72
SIG-000880,LO-PS10-01377,OPTIONAL_TELEMATICS,2026-06-19 07:19:22,HIGH,41.2,2026-06-19 08:10:22,2026-06-19 08:37:22,83
SIG-000881,LO-PS10-01378,HISTORICAL_BASELINE,2026-06-19 09:13:09,BASELINE,31.0,2026-06-19 11:12:09,2026-06-19 11:39:09,69
SIG-000882,LO-KOTPS1-01253,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 15:14:01,MEDIUM,8.0,2026-06-19 16:56:01,2026-06-19 17:23:01,83
SIG-000883,LO-PS25-01148,OPTIONAL_TELEMATICS,2026-06-19 15:12:15,HIGH,9.8,2026-06-19 17:16:15,2026-06-19 17:43:15,93
SIG-000884,LO-PS27-01109,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 08:36:55,MEDIUM,7.0,2026-06-19 09:30:55,2026-06-19 09:57:55,83
SIG-000885,LO-KOTPS1-01254,HISTORICAL_BASELINE,2026-06-19 10:12:19,BASELINE,29.7,2026-06-19 11:02:19,2026-06-19 11:29:19,67
SIG-000886,LO-PS28-01084,HISTORICAL_BASELINE,2026-06-19 16:59:40,BASELINE,36.1,2026-06-19 18:03:40,2026-06-19 18:30:40,67
SIG-000887,LO-PS10-01379,OPTIONAL_TELEMATICS,2026-06-19 09:02:05,HIGH,28.6,2026-06-19 10:33:05,2026-06-19 11:00:05,90
SIG-000888,LO-KOTPS1-01255,HISTORICAL_BASELINE,2026-06-19 15:54:35,BASELINE,41.7,2026-06-19 16:12:35,2026-06-19 16:39:35,72
SIG-000889,LO-PS10-01380,OPTIONAL_TELEMATICS,2026-06-19 09:29:19,HIGH,49.5,2026-06-19 10:41:19,2026-06-19 11:08:19,90
SIG-000890,LO-PS10-01381,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 17:12:46,MEDIUM,54.8,2026-06-19 19:09:46,2026-06-19 19:36:46,82
SIG-000891,LO-PS10-01382,HISTORICAL_BASELINE,2026-06-19 14:01:32,BASELINE,9.9,2026-06-19 14:33:32,2026-06-19 15:00:32,64
SIG-000892,LO-PS27-01110,OPTIONAL_TELEMATICS,2026-06-19 11:26:48,HIGH,23.1,2026-06-19 11:58:48,2026-06-19 12:25:48,91
SIG-000893,LO-PS10-01383,OPTIONAL_TELEMATICS,2026-06-19 13:26:20,HIGH,46.5,2026-06-19 14:47:20,2026-06-19 15:14:20,86
SIG-000894,LO-PS27-01111,OPTIONAL_TELEMATICS,2026-06-19 11:54:10,HIGH,7.0,2026-06-19 12:55:10,2026-06-19 13:22:10,94
SIG-000895,LO-PS27-01112,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 10:44:55,MEDIUM,18.9,2026-06-19 11:55:55,2026-06-19 12:22:55,78
SIG-000896,LO-PS25-01149,OPTIONAL_TELEMATICS,2026-06-19 12:39:03,HIGH,7.7,2026-06-19 14:10:03,2026-06-19 14:37:03,94
SIG-000897,LO-PS27-01113,HISTORICAL_BASELINE,2026-06-19 12:56:44,BASELINE,50.6,2026-06-19 14:33:44,2026-06-19 15:00:44,75
SIG-000898,LO-KOTPS1-01257,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 10:43:19,MEDIUM,24.7,2026-06-19 12:29:19,2026-06-19 12:56:19,83
SIG-000899,LO-KOTPS1-01258,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 11:21:24,MEDIUM,23.7,2026-06-19 12:12:24,2026-06-19 12:39:24,76
SIG-000900,LO-PS27-01114,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 15:37:50,MEDIUM,17.7,2026-06-19 16:44:50,2026-06-19 17:11:50,74
SIG-000901,LO-PS10-01384,HISTORICAL_BASELINE,2026-06-19 14:02:30,BASELINE,43.9,2026-06-19 14:41:30,2026-06-19 15:08:30,74
SIG-000902,LO-PS25-01150,HISTORICAL_BASELINE,2026-06-19 15:01:13,BASELINE,14.2,2026-06-19 16:18:13,2026-06-19 16:45:13,73
SIG-000903,LO-PS10-01385,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 08:41:58,MEDIUM,31.2,2026-06-19 10:29:58,2026-06-19 10:56:58,81
SIG-000904,LO-KOTPS1-01259,HISTORICAL_BASELINE,2026-06-19 10:14:34,BASELINE,10.7,2026-06-19 12:06:34,2026-06-19 12:33:34,71
SIG-000905,LO-PS10-01386,HISTORICAL_BASELINE,2026-06-19 13:52:58,BASELINE,12.5,2026-06-19 14:12:58,2026-06-19 14:39:58,69
SIG-000906,LO-KOTPS1-01261,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 07:42:06,MEDIUM,11.2,2026-06-19 09:29:06,2026-06-19 09:56:06,74
SIG-000907,LO-KOTPS1-01262,HISTORICAL_BASELINE,2026-06-19 09:24:58,BASELINE,59.4,2026-06-19 10:45:58,2026-06-19 11:12:58,68
SIG-000908,LO-PS28-01085,HISTORICAL_BASELINE,2026-06-19 14:04:52,BASELINE,41.8,2026-06-19 15:47:52,2026-06-19 16:14:52,74
SIG-000909,LO-KOTPS1-01263,HISTORICAL_BASELINE,2026-06-19 07:00:00,BASELINE,17.5,2026-06-19 08:27:00,2026-06-19 08:54:00,63
SIG-000910,LO-PS27-01115,HISTORICAL_BASELINE,2026-06-19 15:48:57,BASELINE,33.4,2026-06-19 15:57:57,2026-06-19 16:24:57,75
SIG-000911,LO-KOTPS1-01264,HISTORICAL_BASELINE,2026-06-19 18:01:52,BASELINE,40.6,2026-06-19 19:53:52,2026-06-19 20:20:52,63
SIG-000912,LO-PS10-01387,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 15:24:36,MEDIUM,37.6,2026-06-19 16:44:36,2026-06-19 17:11:36,78
SIG-000913,LO-KOTPS1-01265,OPTIONAL_TELEMATICS,2026-06-19 09:58:12,HIGH,64.2,2026-06-19 10:10:12,2026-06-19 10:37:12,84
SIG-000914,LO-PS28-01086,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 07:26:49,MEDIUM,22.7,2026-06-19 08:21:49,2026-06-19 08:48:49,76
SIG-000915,LO-KOTPS1-01266,OPTIONAL_TELEMATICS,2026-06-19 11:20:06,HIGH,27.1,2026-06-19 12:21:06,2026-06-19 12:48:06,87
SIG-000916,LO-PS27-01117,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 07:58:19,MEDIUM,37.6,2026-06-19 09:46:19,2026-06-19 10:13:19,82
SIG-000917,LO-PS10-01388,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 09:36:49,MEDIUM,46.1,2026-06-19 10:25:49,2026-06-19 10:52:49,73
SIG-000918,LO-PS10-01389,HISTORICAL_BASELINE,2026-06-19 10:52:38,BASELINE,14.6,2026-06-19 11:03:38,2026-06-19 11:30:38,63
SIG-000919,LO-PS10-01390,OPTIONAL_TELEMATICS,2026-06-19 12:12:59,HIGH,57.0,2026-06-19 13:04:59,2026-06-19 13:31:59,90
SIG-000920,LO-KOTPS1-01267,OPTIONAL_TELEMATICS,2026-06-19 11:05:40,HIGH,59.3,2026-06-19 12:02:40,2026-06-19 12:29:40,85
SIG-000921,LO-PS25-01151,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 14:54:05,MEDIUM,14.3,2026-06-19 15:28:05,2026-06-19 15:55:05,79
SIG-000922,LO-PS10-01391,HISTORICAL_BASELINE,2026-06-19 15:27:56,BASELINE,62.1,2026-06-19 15:50:56,2026-06-19 16:17:56,66
SIG-000923,LO-KOTPS1-01268,HISTORICAL_BASELINE,2026-06-19 07:54:58,BASELINE,26.7,2026-06-19 08:31:58,2026-06-19 08:58:58,64
SIG-000924,LO-KOTPS1-01269,OPTIONAL_TELEMATICS,2026-06-19 08:27:04,HIGH,24.9,2026-06-19 09:39:04,2026-06-19 10:06:04,93
SIG-000925,LO-PS10-01392,HISTORICAL_BASELINE,2026-06-19 09:02:34,BASELINE,21.4,2026-06-19 09:56:34,2026-06-19 10:23:34,67
SIG-000926,LO-PS25-01152,HISTORICAL_BASELINE,2026-06-19 14:57:11,BASELINE,60.1,2026-06-19 15:56:11,2026-06-19 16:23:11,64
SIG-000927,LO-PS25-01153,OPTIONAL_TELEMATICS,2026-06-19 08:43:35,HIGH,30.2,2026-06-19 08:57:35,2026-06-19 09:24:35,90
SIG-000928,LO-KOTPS1-01270,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 08:40:12,MEDIUM,9.0,2026-06-19 09:32:12,2026-06-19 09:59:12,72
SIG-000929,LO-PS10-01394,HISTORICAL_BASELINE,2026-06-19 14:21:14,BASELINE,42.6,2026-06-19 15:11:14,2026-06-19 15:38:14,65
SIG-000930,LO-KOTPS1-01271,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 17:19:53,MEDIUM,16.9,2026-06-19 19:00:53,2026-06-19 19:27:53,85
SIG-000931,LO-PS25-01154,HISTORICAL_BASELINE,2026-06-19 12:37:23,BASELINE,41.6,2026-06-19 14:26:23,2026-06-19 14:53:23,71
SIG-000932,LO-PS25-01155,HISTORICAL_BASELINE,2026-06-19 08:41:37,BASELINE,55.8,2026-06-19 10:03:37,2026-06-19 10:30:37,73
SIG-000933,LO-KOTPS1-01272,HISTORICAL_BASELINE,2026-06-19 07:48:18,BASELINE,21.6,2026-06-19 09:21:18,2026-06-19 09:48:18,64
SIG-000934,LO-PS27-01119,HISTORICAL_BASELINE,2026-06-19 13:28:36,BASELINE,37.3,2026-06-19 15:02:36,2026-06-19 15:29:36,64
SIG-000935,LO-KOTPS1-01273,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 14:46:37,MEDIUM,23.1,2026-06-19 16:08:37,2026-06-19 16:35:37,79
SIG-000936,LO-KOTPS1-01274,OPTIONAL_TELEMATICS,2026-06-19 07:36:43,HIGH,32.8,2026-06-19 08:49:43,2026-06-19 09:16:43,90
SIG-000937,LO-KOTPS1-01275,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 14:16:15,MEDIUM,8.1,2026-06-19 16:03:15,2026-06-19 16:30:15,73
SIG-000938,LO-KOTPS1-01276,HISTORICAL_BASELINE,2026-06-19 08:57:02,BASELINE,52.7,2026-06-19 09:40:02,2026-06-19 10:07:02,71
SIG-000939,LO-PS25-01156,OPTIONAL_TELEMATICS,2026-06-19 12:35:06,HIGH,40.2,2026-06-19 13:17:06,2026-06-19 13:44:06,85
SIG-000940,LO-PS10-01395,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 09:07:11,MEDIUM,56.4,2026-06-19 10:50:11,2026-06-19 11:17:11,78
SIG-000941,LO-PS10-01396,HISTORICAL_BASELINE,2026-06-19 11:49:57,BASELINE,55.1,2026-06-19 13:54:57,2026-06-19 14:21:57,73
SIG-000942,LO-PS10-01397,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 09:32:50,MEDIUM,11.7,2026-06-19 11:16:50,2026-06-19 11:43:50,82
SIG-000943,LO-PS10-01398,HISTORICAL_BASELINE,2026-06-19 09:44:19,BASELINE,39.9,2026-06-19 10:07:19,2026-06-19 10:34:19,63
SIG-000944,LO-PS10-01399,HISTORICAL_BASELINE,2026-06-19 14:53:45,BASELINE,48.1,2026-06-19 16:54:45,2026-06-19 17:21:45,72
SIG-000945,LO-PS25-01157,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 12:46:07,MEDIUM,23.6,2026-06-19 14:41:07,2026-06-19 15:08:07,73
SIG-000946,LO-PS10-01400,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 10:14:45,MEDIUM,52.0,2026-06-19 10:40:45,2026-06-19 11:07:45,85
SIG-000947,LO-PS10-01401,HISTORICAL_BASELINE,2026-06-19 08:38:08,BASELINE,37.3,2026-06-19 10:26:08,2026-06-19 10:53:08,73
SIG-000948,LO-PS28-01087,HISTORICAL_BASELINE,2026-06-19 13:29:16,BASELINE,31.2,2026-06-19 14:06:16,2026-06-19 14:33:16,75
SIG-000949,LO-KOTPS1-01277,OPTIONAL_TELEMATICS,2026-06-19 08:44:24,HIGH,8.8,2026-06-19 10:03:24,2026-06-19 10:30:24,84
SIG-000950,LO-PS10-01402,HISTORICAL_BASELINE,2026-06-19 10:17:25,BASELINE,47.6,2026-06-19 10:30:25,2026-06-19 10:57:25,75
SIG-000951,LO-PS25-01159,HISTORICAL_BASELINE,2026-06-19 08:46:52,BASELINE,49.6,2026-06-19 10:45:52,2026-06-19 11:12:52,60
SIG-000952,LO-KOTPS1-01278,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 08:30:43,MEDIUM,25.9,2026-06-19 10:15:43,2026-06-19 10:42:43,81
SIG-000953,LO-PS10-01403,HISTORICAL_BASELINE,2026-06-19 13:02:17,BASELINE,54.0,2026-06-19 13:38:17,2026-06-19 14:05:17,72
SIG-000954,LO-PS25-01160,HISTORICAL_BASELINE,2026-06-19 12:59:31,BASELINE,20.2,2026-06-19 14:06:31,2026-06-19 14:33:31,66
SIG-000955,LO-KOTPS1-01279,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 11:38:21,MEDIUM,64.2,2026-06-19 12:53:21,2026-06-19 13:20:21,81
SIG-000956,LO-PS25-01161,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 16:26:13,MEDIUM,48.0,2026-06-19 17:34:13,2026-06-19 18:01:13,83
SIG-000957,LO-PS27-01120,HISTORICAL_BASELINE,2026-06-19 06:12:31,BASELINE,53.5,2026-06-19 07:15:31,2026-06-19 07:42:31,68
SIG-000958,LO-PS27-01121,HISTORICAL_BASELINE,2026-06-19 13:42:06,BASELINE,47.7,2026-06-19 15:01:06,2026-06-19 15:28:06,69
SIG-000959,LO-PS10-01405,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 11:21:33,MEDIUM,42.4,2026-06-19 12:46:33,2026-06-19 13:13:33,72
SIG-000960,LO-PS10-01406,OPTIONAL_TELEMATICS,2026-06-19 08:00:51,HIGH,25.6,2026-06-19 09:33:51,2026-06-19 10:00:51,88
SIG-000961,LO-PS10-01407,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 11:02:34,MEDIUM,13.9,2026-06-19 12:18:34,2026-06-19 12:45:34,78
SIG-000962,LO-PS25-01162,HISTORICAL_BASELINE,2026-06-19 10:24:03,BASELINE,21.8,2026-06-19 10:37:03,2026-06-19 11:04:03,74
SIG-000963,LO-PS27-01123,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 07:39:00,MEDIUM,5.9,2026-06-19 09:27:00,2026-06-19 09:54:00,76
SIG-000964,LO-PS10-01408,HISTORICAL_BASELINE,2026-06-19 11:37:23,BASELINE,33.5,2026-06-19 12:03:23,2026-06-19 12:30:23,66
SIG-000965,LO-KOTPS1-01280,OPTIONAL_TELEMATICS,2026-06-19 08:38:09,HIGH,60.1,2026-06-19 10:14:09,2026-06-19 10:41:09,85
SIG-000966,LO-PS10-01409,OPTIONAL_TELEMATICS,2026-06-19 15:22:54,HIGH,14.6,2026-06-19 16:06:54,2026-06-19 16:33:54,94
SIG-000967,LO-PS27-01124,OPTIONAL_TELEMATICS,2026-06-19 08:50:49,HIGH,18.3,2026-06-19 10:00:49,2026-06-19 10:27:49,83
SIG-000968,LO-PS28-01088,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 14:40:55,MEDIUM,44.9,2026-06-19 15:19:55,2026-06-19 15:46:55,84
SIG-000969,LO-PS10-01410,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 12:01:56,MEDIUM,60.2,2026-06-19 13:29:56,2026-06-19 13:56:56,81
SIG-000970,LO-PS10-01411,OPTIONAL_TELEMATICS,2026-06-19 07:43:02,HIGH,17.5,2026-06-19 09:16:02,2026-06-19 09:43:02,94
SIG-000971,LO-KOTPS1-01281,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 08:29:26,MEDIUM,63.8,2026-06-19 10:12:26,2026-06-19 10:39:26,76
SIG-000972,LO-PS25-01164,HISTORICAL_BASELINE,2026-06-19 07:38:22,BASELINE,17.4,2026-06-19 09:06:22,2026-06-19 09:33:22,69
SIG-000973,LO-PS10-01412,HISTORICAL_BASELINE,2026-06-19 17:44:37,BASELINE,22.7,2026-06-19 18:15:37,2026-06-19 18:42:37,73
SIG-000974,LO-PS27-01126,HISTORICAL_BASELINE,2026-06-19 10:45:20,BASELINE,12.7,2026-06-19 11:54:20,2026-06-19 12:21:20,71
SIG-000975,LO-PS10-01413,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 15:05:52,MEDIUM,20.4,2026-06-19 16:22:52,2026-06-19 16:49:52,82
SIG-000976,LO-PS10-01414,HISTORICAL_BASELINE,2026-06-19 09:37:52,BASELINE,36.3,2026-06-19 11:15:52,2026-06-19 11:42:52,74
SIG-000977,LO-PS25-01166,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 09:13:38,MEDIUM,45.7,2026-06-19 11:02:38,2026-06-19 11:29:38,82
SIG-000978,LO-PS10-01415,HISTORICAL_BASELINE,2026-06-19 14:33:13,BASELINE,9.3,2026-06-19 15:31:13,2026-06-19 15:58:13,69
SIG-000979,LO-PS25-01167,HISTORICAL_BASELINE,2026-06-19 12:40:22,BASELINE,49.2,2026-06-19 12:53:22,2026-06-19 13:20:22,62
SIG-000980,LO-PS10-01416,OPTIONAL_TELEMATICS,2026-06-19 09:35:13,HIGH,17.2,2026-06-19 11:14:13,2026-06-19 11:41:13,90
SIG-000981,LO-PS10-01417,OPTIONAL_TELEMATICS,2026-06-19 10:20:23,HIGH,7.0,2026-06-19 11:33:23,2026-06-19 12:00:23,93
SIG-000982,LO-PS25-01168,HISTORICAL_BASELINE,2026-06-19 11:49:35,BASELINE,27.3,2026-06-19 11:55:35,2026-06-19 12:22:35,62
SIG-000983,LO-PS10-01418,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 07:26:03,MEDIUM,14.9,2026-06-19 08:42:03,2026-06-19 09:09:03,83
SIG-000984,LO-PS28-01089,OPTIONAL_TELEMATICS,2026-06-19 11:49:48,HIGH,31.9,2026-06-19 12:17:48,2026-06-19 12:44:48,83
SIG-000985,LO-PS25-01170,OPTIONAL_TELEMATICS,2026-06-19 10:02:57,HIGH,16.4,2026-06-19 11:15:57,2026-06-19 11:42:57,88
SIG-000986,LO-PS27-01127,OPTIONAL_TRAFFIC_SIGNAL,2026-06-19 11:54:36,MEDIUM,42.6,2026-06-19 12:27:36,2026-06-19 12:54:36,84
SIG-000987,LO-KOTPS1-01282,HISTORICAL_BASELINE,2026-06-19 09:40:14,BASELINE,19.7,2026-06-19 09:53:14,2026-06-19 10:20:14,63
