staging_id,order_id,depot_id,staging_area_id,queue_entry_time,queue_exit_time,wait_duration_minutes,queue_reason,initial_predicted_wait_min
STG-000611,LO-PS28-01059,kisumu,Staging Bay B1,2026-06-16 08:41:13,2026-06-16 08:58:19,17.09,LOADING_CAPACITY_PRESSURE,19.6
STG-000612,LO-PS27-01066,eldoret,Staging Bay C1,2026-06-16 13:45:03,2026-06-16 14:08:55,23.86,ARRIVAL_CLUSTERING,20.5
STG-000613,LO-PS25-01096,nakuru,Staging Bay C4,2026-06-16 10:44:52,2026-06-16 11:30:10,45.3,ARRIVAL_CLUSTERING,40.2
STG-000614,LO-PS28-01060,kisumu,Staging Bay B5,2026-06-16 13:14:37,2026-06-16 13:47:22,32.74,ARRIVAL_CLUSTERING,33.5
STG-000615,LO-KOTPS1-01171,mombasa,Staging Bay B4,2026-06-16 16:55:35,2026-06-16 17:31:52,36.28,ARRIVAL_CLUSTERING,34.6
STG-000616,LO-PS10-01262,nairobi,Staging Bay B2,2026-06-16 11:55:36,2026-06-16 12:16:11,20.57,ARRIVAL_CLUSTERING,20.9
STG-000617,LO-PS10-01263,nairobi,Staging Bay C3,2026-06-16 10:45:01,2026-06-16 11:05:46,20.75,ARRIVAL_CLUSTERING,18.2
STG-000618,LO-PS10-01264,nairobi,Staging Bay B1,2026-06-16 09:56:32,2026-06-16 10:16:27,19.92,ARRIVAL_CLUSTERING,22.1
STG-000619,LO-PS25-01097,nakuru,Staging Bay C1,2026-06-16 11:52:00,2026-06-16 12:17:27,25.44,ARRIVAL_CLUSTERING,26.7
STG-000620,LO-PS28-01061,kisumu,Staging Bay B2,2026-06-16 15:05:24,2026-06-16 15:16:29,11.08,LOADING_CAPACITY_PRESSURE,12.3
STG-000621,LO-PS10-01265,nairobi,Staging Bay B5,2026-06-16 10:57:29,2026-06-16 11:34:34,37.08,ARRIVAL_CLUSTERING,39.4
STG-000622,LO-PS10-01266,nairobi,Staging Bay B3,2026-06-16 11:42:14,2026-06-16 12:13:04,30.82,ARRIVAL_CLUSTERING,27.5
STG-000623,LO-PS10-01267,nairobi,Staging Bay B1,2026-06-16 11:22:38,2026-06-16 11:57:00,34.36,ARRIVAL_CLUSTERING,33.2
STG-000624,LO-PS25-01098,nakuru,Staging Bay C3,2026-06-16 17:08:36,2026-06-16 17:53:03,44.45,ARRIVAL_CLUSTERING,40.9
STG-000625,LO-PS27-01067,eldoret,Staging Bay A5,2026-06-16 13:47:24,2026-06-16 14:34:53,47.48,ARRIVAL_CLUSTERING,48.4
STG-000626,LO-PS10-01268,nairobi,Staging Bay A3,2026-06-16 10:35:36,2026-06-16 10:43:17,7.69,NOMINAL_FLOW,8.6
STG-000627,LO-PS25-01099,nakuru,Staging Bay B1,2026-06-16 17:28:20,2026-06-16 17:58:35,30.26,ARRIVAL_CLUSTERING,30.1
STG-000628,LO-PS28-01062,kisumu,Staging Bay C5,2026-06-16 16:15:45,2026-06-16 16:33:07,17.37,ARRIVAL_CLUSTERING,16.5
STG-000629,LO-KOTPS1-01172,mombasa,Staging Bay A2,2026-06-16 13:01:31,2026-06-16 13:44:20,42.82,ARRIVAL_CLUSTERING,46.4
STG-000630,LO-PS25-01100,nakuru,Staging Bay C2,2026-06-16 14:19:09,2026-06-16 14:28:05,8.95,NOMINAL_FLOW,10.1
STG-000631,LO-KOTPS1-01173,mombasa,Staging Bay C1,2026-06-16 11:02:10,2026-06-16 11:34:50,32.68,ARRIVAL_CLUSTERING,31.4
STG-000632,LO-PS10-01269,nairobi,Staging Bay B4,2026-06-16 12:08:28,2026-06-16 12:37:42,29.23,ARRIVAL_CLUSTERING,26.0
STG-000633,LO-PS10-01270,nairobi,Staging Bay A3,2026-06-16 08:48:32,2026-06-16 08:57:09,8.61,NOMINAL_FLOW,9.1
STG-000634,LO-PS27-01068,eldoret,Staging Bay C4,2026-06-16 12:43:02,2026-06-16 13:27:53,44.85,ARRIVAL_CLUSTERING,41.9
STG-000635,LO-PS27-01069,eldoret,Staging Bay C5,2026-06-16 16:22:39,2026-06-16 16:29:32,6.89,NOMINAL_FLOW,7.6
STG-000636,LO-PS10-01271,nairobi,Staging Bay C5,2026-06-16 12:05:48,2026-06-16 12:28:54,23.11,ARRIVAL_CLUSTERING,19.9
STG-000637,LO-PS10-01272,nairobi,Staging Bay A4,2026-06-16 12:26:16,2026-06-16 12:44:35,18.31,ARRIVAL_CLUSTERING,16.2
STG-000638,LO-PS27-01071,eldoret,Staging Bay B5,2026-06-16 17:08:17,2026-06-16 17:45:46,37.48,ARRIVAL_CLUSTERING,43.1
STG-000639,LO-KOTPS1-01174,mombasa,Staging Bay B1,2026-06-16 15:21:28,2026-06-16 15:30:03,8.58,NOMINAL_FLOW,9.2
STG-000640,LO-PS10-01274,nairobi,Staging Bay B2,2026-06-16 10:50:22,2026-06-16 11:37:52,47.49,ARRIVAL_CLUSTERING,40.7
STG-000641,LO-PS10-01275,nairobi,Staging Bay B1,2026-06-16 11:53:03,2026-06-16 12:25:43,32.66,ARRIVAL_CLUSTERING,31.0
STG-000642,LO-KOTPS1-01175,mombasa,Staging Bay C2,2026-06-16 10:03:49,2026-06-16 10:15:24,11.58,NOMINAL_FLOW,10.7
STG-000643,LO-KOTPS1-01176,mombasa,Staging Bay A4,2026-06-16 11:43:30,2026-06-16 12:06:06,22.6,ARRIVAL_CLUSTERING,21.2
STG-000644,LO-PS10-01276,nairobi,Staging Bay B1,2026-06-16 09:45:42,2026-06-16 09:51:18,5.6,LOADING_CAPACITY_PRESSURE,6.4
STG-000645,LO-PS10-01277,nairobi,Staging Bay A5,2026-06-16 14:56:35,2026-06-16 15:05:48,9.22,NOMINAL_FLOW,9.9
STG-000646,LO-KOTPS1-01177,mombasa,Staging Bay B3,2026-06-16 09:35:23,2026-06-16 09:46:57,11.56,NOMINAL_FLOW,12.0
STG-000647,LO-PS27-01072,eldoret,Staging Bay A4,2026-06-16 11:27:27,2026-06-16 12:01:46,34.32,ARRIVAL_CLUSTERING,38.3
STG-000648,LO-KOTPS1-01178,mombasa,Staging Bay A1,2026-06-17 12:48:04,2026-06-17 13:32:30,44.43,ARRIVAL_CLUSTERING,50.2
STG-000649,LO-PS10-01278,nairobi,Staging Bay C5,2026-06-17 10:26:39,2026-06-17 11:07:57,41.3,ARRIVAL_CLUSTERING,41.7
STG-000650,LO-PS10-01279,nairobi,Staging Bay C5,2026-06-17 11:16:22,2026-06-17 11:42:53,26.52,ARRIVAL_CLUSTERING,23.8
STG-000651,LO-PS25-01101,nakuru,Staging Bay A5,2026-06-17 10:17:16,2026-06-17 10:27:35,10.32,NOMINAL_FLOW,11.1
STG-000652,LO-PS25-01102,nakuru,Staging Bay B2,2026-06-17 08:41:48,2026-06-17 08:54:48,13.0,LOADING_CAPACITY_PRESSURE,14.7
STG-000653,LO-PS28-01063,kisumu,Staging Bay A4,2026-06-17 11:38:30,2026-06-17 12:17:34,39.07,ARRIVAL_CLUSTERING,42.7
STG-000654,LO-KOTPS1-01179,mombasa,Staging Bay C4,2026-06-17 14:45:06,2026-06-17 14:51:11,6.08,LOADING_CAPACITY_PRESSURE,6.5
STG-000655,LO-KOTPS1-01180,mombasa,Staging Bay B4,2026-06-17 11:17:26,2026-06-17 11:36:51,19.41,ARRIVAL_CLUSTERING,17.3
STG-000656,LO-KOTPS1-01181,mombasa,Staging Bay B3,2026-06-17 11:41:11,2026-06-17 12:04:46,23.58,ARRIVAL_CLUSTERING,21.0
STG-000657,LO-PS25-01103,nakuru,Staging Bay A4,2026-06-17 12:32:05,2026-06-17 13:12:09,40.07,ARRIVAL_CLUSTERING,40.8
STG-000658,LO-PS27-01073,eldoret,Staging Bay A5,2026-06-17 11:49:42,2026-06-17 12:08:37,18.91,ARRIVAL_CLUSTERING,21.7
STG-000659,LO-PS25-01104,nakuru,Staging Bay B3,2026-06-17 12:34:43,2026-06-17 12:50:23,15.67,ARRIVAL_CLUSTERING,14.0
STG-000660,LO-KOTPS1-01182,mombasa,Staging Bay A4,2026-06-17 09:57:35,2026-06-17 10:23:54,26.32,ARRIVAL_CLUSTERING,23.3
STG-000661,LO-PS10-01280,nairobi,Staging Bay C5,2026-06-17 17:28:42,2026-06-17 17:58:45,30.07,ARRIVAL_CLUSTERING,31.5
STG-000662,LO-PS10-01281,nairobi,Staging Bay B5,2026-06-17 12:38:38,2026-06-17 13:03:39,25.02,ARRIVAL_CLUSTERING,21.5
STG-000663,LO-PS10-01282,nairobi,Staging Bay C4,2026-06-17 13:42:55,2026-06-17 14:07:01,24.11,ARRIVAL_CLUSTERING,22.7
STG-000664,LO-PS25-01105,nakuru,Staging Bay A4,2026-06-17 12:32:24,2026-06-17 13:15:52,43.47,ARRIVAL_CLUSTERING,44.3
STG-000665,LO-PS27-01074,eldoret,Staging Bay C1,2026-06-17 14:13:53,2026-06-17 14:28:28,14.58,LOADING_CAPACITY_PRESSURE,13.6
STG-000666,LO-PS25-01106,nakuru,Staging Bay A4,2026-06-17 15:24:13,2026-06-17 15:38:47,14.56,NOMINAL_FLOW,14.5
STG-000667,LO-PS10-01283,nairobi,Staging Bay A5,2026-06-17 12:15:42,2026-06-17 12:40:18,24.6,ARRIVAL_CLUSTERING,24.9
STG-000668,LO-PS27-01075,eldoret,Staging Bay B3,2026-06-17 14:22:04,2026-06-17 15:04:25,42.34,ARRIVAL_CLUSTERING,44.0
STG-000669,LO-PS10-01284,nairobi,Staging Bay B1,2026-06-17 15:31:24,2026-06-17 15:49:26,18.02,ARRIVAL_CLUSTERING,19.8
STG-000670,LO-KOTPS1-01183,mombasa,Staging Bay B4,2026-06-17 16:08:38,2026-06-17 16:24:38,16.0,ARRIVAL_CLUSTERING,18.0
STG-000671,LO-PS10-01285,nairobi,Staging Bay A5,2026-06-17 08:44:43,2026-06-17 08:55:55,11.19,NOMINAL_FLOW,9.5
STG-000672,LO-PS10-01286,nairobi,Staging Bay B5,2026-06-17 15:36:45,2026-06-17 15:45:04,8.33,LOADING_CAPACITY_PRESSURE,9.4
STG-000673,LO-PS25-01107,nakuru,Staging Bay C2,2026-06-17 10:50:02,2026-06-17 11:25:05,35.05,ARRIVAL_CLUSTERING,33.0
STG-000674,LO-PS10-01287,nairobi,Staging Bay B3,2026-06-17 13:44:08,2026-06-17 14:09:27,25.31,ARRIVAL_CLUSTERING,23.5
STG-000675,LO-PS28-01064,kisumu,Staging Bay B4,2026-06-17 13:03:26,2026-06-17 13:25:58,22.53,ARRIVAL_CLUSTERING,20.6
STG-000676,LO-PS10-01288,nairobi,Staging Bay A1,2026-06-17 10:38:09,2026-06-17 10:47:04,8.91,LOADING_CAPACITY_PRESSURE,9.2
STG-000677,LO-PS27-01076,eldoret,Staging Bay B3,2026-06-17 11:51:05,2026-06-17 12:36:51,45.77,ARRIVAL_CLUSTERING,39.8
STG-000678,LO-PS25-01108,nakuru,Staging Bay C5,2026-06-17 13:11:25,2026-06-17 13:44:31,33.1,ARRIVAL_CLUSTERING,31.7
STG-000679,LO-PS25-01109,nakuru,Staging Bay B2,2026-06-17 12:52:03,2026-06-17 13:29:53,37.84,ARRIVAL_CLUSTERING,35.4
STG-000680,LO-PS27-01077,eldoret,Staging Bay C2,2026-06-17 13:13:00,2026-06-17 13:27:05,14.07,ARRIVAL_CLUSTERING,15.5
STG-000681,LO-PS25-01110,nakuru,Staging Bay C4,2026-06-17 07:57:42,2026-06-17 08:13:16,15.57,NOMINAL_FLOW,17.7
STG-000682,LO-PS10-01290,nairobi,Staging Bay C3,2026-06-17 14:11:43,2026-06-17 14:29:32,17.81,LOADING_CAPACITY_PRESSURE,20.1
STG-000683,LO-KOTPS1-01185,mombasa,Staging Bay C2,2026-06-17 17:50:40,2026-06-17 18:35:36,44.94,ARRIVAL_CLUSTERING,49.1
STG-000684,LO-PS10-01291,nairobi,Staging Bay B5,2026-06-17 09:52:34,2026-06-17 10:20:02,27.48,ARRIVAL_CLUSTERING,26.8
STG-000685,LO-KOTPS1-01186,mombasa,Staging Bay A3,2026-06-17 10:04:10,2026-06-17 10:44:40,40.5,ARRIVAL_CLUSTERING,40.3
STG-000686,LO-KOTPS1-01187,mombasa,Staging Bay B1,2026-06-17 13:42:07,2026-06-17 14:12:02,29.91,ARRIVAL_CLUSTERING,29.5
STG-000687,LO-PS10-01292,nairobi,Staging Bay C3,2026-06-17 13:03:27,2026-06-17 13:20:00,16.56,ARRIVAL_CLUSTERING,16.0
STG-000688,LO-PS10-01293,nairobi,Staging Bay B3,2026-06-17 14:40:50,2026-06-17 14:44:52,4.04,LOADING_CAPACITY_PRESSURE,4.3
STG-000689,LO-KOTPS1-01188,mombasa,Staging Bay B1,2026-06-17 08:08:49,2026-06-17 08:13:46,4.95,LOADING_CAPACITY_PRESSURE,4.2
STG-000690,LO-PS27-01078,eldoret,Staging Bay B5,2026-06-17 19:05:38,2026-06-17 19:20:30,14.86,ARRIVAL_CLUSTERING,13.3
STG-000691,LO-KOTPS1-01189,mombasa,Staging Bay C3,2026-06-17 11:26:30,2026-06-17 12:04:13,37.71,ARRIVAL_CLUSTERING,35.7
STG-000692,LO-KOTPS1-01190,mombasa,Staging Bay C5,2026-06-17 12:09:51,2026-06-17 12:33:09,23.3,ARRIVAL_CLUSTERING,21.4
STG-000693,LO-PS25-01111,nakuru,Staging Bay A1,2026-06-17 18:05:34,2026-06-17 18:35:31,29.94,ARRIVAL_CLUSTERING,28.5
STG-000694,LO-PS10-01294,nairobi,Staging Bay A3,2026-06-17 16:12:01,2026-06-17 16:28:51,16.83,NOMINAL_FLOW,14.9
STG-000695,LO-KOTPS1-01191,mombasa,Staging Bay B1,2026-06-17 12:57:37,2026-06-17 13:39:46,42.16,ARRIVAL_CLUSTERING,47.8
STG-000696,LO-KOTPS1-01192,mombasa,Staging Bay A2,2026-06-17 16:17:43,2026-06-17 16:38:09,20.43,ARRIVAL_CLUSTERING,17.9
STG-000697,LO-PS10-01295,nairobi,Staging Bay A2,2026-06-17 11:54:42,2026-06-17 12:24:18,29.61,ARRIVAL_CLUSTERING,33.6
STG-000698,LO-KOTPS1-01193,mombasa,Staging Bay B3,2026-06-17 10:18:08,2026-06-17 10:35:06,16.97,LOADING_CAPACITY_PRESSURE,16.8
STG-000699,LO-PS10-01296,nairobi,Staging Bay C2,2026-06-17 14:20:47,2026-06-17 14:31:03,10.27,LOADING_CAPACITY_PRESSURE,9.7
STG-000700,LO-PS25-01112,nakuru,Staging Bay B4,2026-06-17 16:46:14,2026-06-17 17:30:52,44.62,ARRIVAL_CLUSTERING,40.4
STG-000701,LO-PS10-01297,nairobi,Staging Bay C4,2026-06-17 11:47:13,2026-06-17 12:13:11,25.97,ARRIVAL_CLUSTERING,27.4
STG-000702,LO-PS27-01079,eldoret,Staging Bay B3,2026-06-17 16:56:05,2026-06-17 17:31:11,35.1,ARRIVAL_CLUSTERING,39.8
STG-000703,LO-PS28-01065,kisumu,Staging Bay B2,2026-06-17 16:06:40,2026-06-17 16:21:08,14.47,LOADING_CAPACITY_PRESSURE,14.4
STG-000704,LO-PS10-01298,nairobi,Staging Bay C2,2026-06-17 18:25:03,2026-06-17 18:49:34,24.52,ARRIVAL_CLUSTERING,23.6
STG-000705,LO-KOTPS1-01194,mombasa,Staging Bay C3,2026-06-17 11:41:36,2026-06-17 12:14:49,33.22,ARRIVAL_CLUSTERING,28.4
STG-000706,LO-PS27-01080,eldoret,Staging Bay C3,2026-06-17 13:29:30,2026-06-17 13:55:11,25.68,ARRIVAL_CLUSTERING,22.7
STG-000707,LO-KOTPS1-01195,mombasa,Staging Bay A3,2026-06-17 12:18:45,2026-06-17 13:06:32,47.78,ARRIVAL_CLUSTERING,53.5
STG-000708,LO-PS10-01299,nairobi,Staging Bay A4,2026-06-17 10:37:49,2026-06-17 10:53:11,15.35,LOADING_CAPACITY_PRESSURE,14.8
STG-000709,LO-KOTPS1-01196,mombasa,Staging Bay A5,2026-06-17 11:04:56,2026-06-17 11:36:45,31.83,ARRIVAL_CLUSTERING,34.3
STG-000710,LO-KOTPS1-01197,mombasa,Staging Bay A1,2026-06-17 11:42:32,2026-06-17 12:25:59,43.45,ARRIVAL_CLUSTERING,42.2
STG-000711,LO-PS25-01113,nakuru,Staging Bay A1,2026-06-17 12:32:26,2026-06-17 13:16:28,44.03,ARRIVAL_CLUSTERING,46.8
STG-000712,LO-PS27-01081,eldoret,Staging Bay C2,2026-06-17 14:45:37,2026-06-17 15:25:12,39.6,ARRIVAL_CLUSTERING,45.0
STG-000713,LO-KOTPS1-01198,mombasa,Staging Bay B3,2026-06-17 09:01:15,2026-06-17 09:16:18,15.05,LOADING_CAPACITY_PRESSURE,16.2
STG-000714,LO-KOTPS1-01199,mombasa,Staging Bay C2,2026-06-17 10:19:45,2026-06-17 11:03:44,43.97,ARRIVAL_CLUSTERING,48.8
STG-000715,LO-KOTPS1-01200,mombasa,Staging Bay B5,2026-06-17 18:06:36,2026-06-17 18:23:23,16.77,ARRIVAL_CLUSTERING,18.3
STG-000716,LO-PS10-01300,nairobi,Staging Bay B3,2026-06-17 14:36:14,2026-06-17 14:48:07,11.87,LOADING_CAPACITY_PRESSURE,11.7
STG-000717,LO-PS27-01082,eldoret,Staging Bay C2,2026-06-17 13:30:08,2026-06-17 14:16:03,45.92,ARRIVAL_CLUSTERING,51.7
STG-000718,LO-KOTPS1-01201,mombasa,Staging Bay A4,2026-06-17 08:41:59,2026-06-17 08:47:59,5.99,LOADING_CAPACITY_PRESSURE,6.8
STG-000719,LO-PS28-01066,kisumu,Staging Bay B4,2026-06-17 13:39:19,2026-06-17 14:23:47,44.47,ARRIVAL_CLUSTERING,39.2
STG-000720,LO-PS28-01067,kisumu,Staging Bay C5,2026-06-17 14:45:34,2026-06-17 14:57:29,11.92,LOADING_CAPACITY_PRESSURE,10.5
STG-000721,LO-PS25-01114,nakuru,Staging Bay C4,2026-06-17 09:33:27,2026-06-17 09:48:51,15.39,LOADING_CAPACITY_PRESSURE,17.3
STG-000722,LO-KOTPS1-01202,mombasa,Staging Bay B3,2026-06-17 09:40:45,2026-06-17 09:52:35,11.84,NOMINAL_FLOW,11.0
STG-000723,LO-PS10-01301,nairobi,Staging Bay C4,2026-06-17 12:28:34,2026-06-17 13:11:45,43.18,ARRIVAL_CLUSTERING,40.0
STG-000724,LO-KOTPS1-01203,mombasa,Staging Bay A4,2026-06-17 15:45:54,2026-06-17 16:12:02,26.13,ARRIVAL_CLUSTERING,26.0
STG-000725,LO-KOTPS1-01204,mombasa,Staging Bay B1,2026-06-17 11:22:59,2026-06-17 12:06:29,43.5,ARRIVAL_CLUSTERING,38.7
STG-000726,LO-PS10-01302,nairobi,Staging Bay A3,2026-06-17 17:06:14,2026-06-17 17:32:33,26.31,ARRIVAL_CLUSTERING,28.7
STG-000727,LO-PS10-01303,nairobi,Staging Bay B2,2026-06-17 14:10:05,2026-06-17 14:25:45,15.67,ARRIVAL_CLUSTERING,16.9
STG-000728,LO-KOTPS1-01205,mombasa,Staging Bay C2,2026-06-17 14:05:43,2026-06-17 14:37:01,31.31,ARRIVAL_CLUSTERING,30.3
STG-000729,LO-PS28-01068,kisumu,Staging Bay C3,2026-06-17 11:44:38,2026-06-17 12:16:15,31.63,ARRIVAL_CLUSTERING,28.5
STG-000730,LO-KOTPS1-01206,mombasa,Staging Bay B5,2026-06-17 12:16:43,2026-06-17 12:35:29,18.77,ARRIVAL_CLUSTERING,21.2
STG-000731,LO-PS28-01069,kisumu,Staging Bay C1,2026-06-17 09:43:55,2026-06-17 10:06:02,22.12,ARRIVAL_CLUSTERING,22.2
STG-000732,LO-KOTPS1-01207,mombasa,Staging Bay A3,2026-06-17 11:22:30,2026-06-17 12:03:04,40.56,ARRIVAL_CLUSTERING,35.9
STG-000733,LO-PS10-01304,nairobi,Staging Bay A5,2026-06-17 10:37:14,2026-06-17 11:07:35,30.34,ARRIVAL_CLUSTERING,33.8
STG-000734,LO-KOTPS1-01208,mombasa,Staging Bay B3,2026-06-17 16:28:05,2026-06-17 16:32:50,4.76,NOMINAL_FLOW,4.6
STG-000735,LO-PS27-01083,eldoret,Staging Bay C1,2026-06-17 12:27:50,2026-06-17 12:44:04,16.23,ARRIVAL_CLUSTERING,17.9
STG-000736,LO-KOTPS1-01209,mombasa,Staging Bay C4,2026-06-17 16:17:26,2026-06-17 16:53:23,35.95,ARRIVAL_CLUSTERING,33.5
STG-000737,LO-PS28-01070,kisumu,Staging Bay C4,2026-06-17 09:49:47,2026-06-17 10:07:20,17.55,NOMINAL_FLOW,19.0
STG-000738,LO-KOTPS1-01210,mombasa,Staging Bay A2,2026-06-17 14:02:14,2026-06-17 14:07:35,5.35,NOMINAL_FLOW,5.6
STG-000739,LO-PS27-01084,eldoret,Staging Bay A5,2026-06-17 09:19:28,2026-06-17 09:24:18,4.83,NOMINAL_FLOW,4.2
STG-000740,LO-PS10-01305,nairobi,Staging Bay A1,2026-06-17 13:30:07,2026-06-17 14:01:10,31.05,ARRIVAL_CLUSTERING,32.8
STG-000741,LO-PS25-01115,nakuru,Staging Bay C4,2026-06-17 11:17:08,2026-06-17 11:45:16,28.12,ARRIVAL_CLUSTERING,32.0
STG-000742,LO-PS10-01306,nairobi,Staging Bay C1,2026-06-17 08:31:50,2026-06-17 08:46:46,14.93,NOMINAL_FLOW,14.0
STG-000743,LO-PS10-01307,nairobi,Staging Bay B5,2026-06-17 14:52:18,2026-06-17 15:08:39,16.36,NOMINAL_FLOW,17.7
STG-000744,LO-PS28-01071,kisumu,Staging Bay C3,2026-06-17 11:20:18,2026-06-17 11:47:49,27.51,ARRIVAL_CLUSTERING,28.6
STG-000745,LO-PS28-01072,kisumu,Staging Bay B5,2026-06-17 18:28:48,2026-06-17 19:14:08,45.34,ARRIVAL_CLUSTERING,50.7
STG-000746,LO-PS28-01073,kisumu,Staging Bay C1,2026-06-17 14:53:12,2026-06-17 15:01:12,7.99,NOMINAL_FLOW,9.0
STG-000747,LO-PS27-01085,eldoret,Staging Bay A5,2026-06-17 17:22:49,2026-06-17 17:46:36,23.79,ARRIVAL_CLUSTERING,21.2
STG-000748,LO-PS25-01116,nakuru,Staging Bay A2,2026-06-17 20:05:52,2026-06-17 20:20:09,14.27,NOMINAL_FLOW,16.0
STG-000749,LO-PS10-01309,nairobi,Staging Bay C3,2026-06-17 17:56:39,2026-06-17 18:17:00,20.34,ARRIVAL_CLUSTERING,18.2
STG-000750,LO-PS25-01117,nakuru,Staging Bay A5,2026-06-17 19:04:00,2026-06-17 19:18:08,14.13,NOMINAL_FLOW,14.1
STG-000751,LO-KOTPS1-01212,mombasa,Staging Bay C4,2026-06-17 17:10:32,2026-06-17 17:41:01,30.48,ARRIVAL_CLUSTERING,27.7
STG-000752,LO-PS28-01074,kisumu,Staging Bay C3,2026-06-17 13:15:04,2026-06-17 14:00:25,45.35,ARRIVAL_CLUSTERING,50.2
STG-000753,LO-PS10-01310,nairobi,Staging Bay B4,2026-06-17 16:22:58,2026-06-17 16:32:36,9.63,NOMINAL_FLOW,8.9
STG-000754,LO-PS25-01118,nakuru,Staging Bay C3,2026-06-17 14:10:31,2026-06-17 14:33:15,22.74,ARRIVAL_CLUSTERING,22.3
STG-000755,LO-PS10-01311,nairobi,Staging Bay A3,2026-06-17 09:17:26,2026-06-17 09:27:34,10.14,LOADING_CAPACITY_PRESSURE,9.6
STG-000756,LO-PS10-01312,nairobi,Staging Bay B2,2026-06-17 08:57:44,2026-06-17 09:05:35,7.85,NOMINAL_FLOW,8.2
STG-000757,LO-KOTPS1-01213,mombasa,Staging Bay B1,2026-06-17 11:20:59,2026-06-17 12:04:01,43.02,ARRIVAL_CLUSTERING,38.3
STG-000758,LO-PS10-01313,nairobi,Staging Bay C3,2026-06-17 07:12:26,2026-06-17 07:18:18,5.87,NOMINAL_FLOW,5.5
STG-000759,LO-KOTPS1-01214,mombasa,Staging Bay A5,2026-06-17 08:59:12,2026-06-17 09:11:42,12.5,LOADING_CAPACITY_PRESSURE,11.3
STG-000760,LO-PS10-01314,nairobi,Staging Bay A4,2026-06-17 10:44:10,2026-06-17 11:22:36,38.45,ARRIVAL_CLUSTERING,41.7
STG-000761,LO-KOTPS1-01215,mombasa,Staging Bay A1,2026-06-17 11:57:56,2026-06-17 12:12:33,14.62,ARRIVAL_CLUSTERING,16.1
STG-000762,LO-PS10-01315,nairobi,Staging Bay B5,2026-06-17 10:48:43,2026-06-17 11:13:49,25.11,ARRIVAL_CLUSTERING,27.0
STG-000763,LO-PS25-01119,nakuru,Staging Bay B2,2026-06-17 12:54:56,2026-06-17 13:30:19,35.39,ARRIVAL_CLUSTERING,34.1
STG-000764,LO-PS27-01086,eldoret,Staging Bay A2,2026-06-17 14:02:44,2026-06-17 14:21:10,18.44,ARRIVAL_CLUSTERING,20.9
STG-000765,LO-PS27-01087,eldoret,Staging Bay B2,2026-06-17 07:29:05,2026-06-17 07:33:54,4.82,LOADING_CAPACITY_PRESSURE,4.9
STG-000766,LO-PS10-01316,nairobi,Staging Bay A3,2026-06-17 11:57:58,2026-06-17 12:32:53,34.91,ARRIVAL_CLUSTERING,30.9
STG-000767,LO-PS10-01317,nairobi,Staging Bay C3,2026-06-18 15:53:15,2026-06-18 16:08:33,15.3,NOMINAL_FLOW,17.3
STG-000768,LO-PS27-01088,eldoret,Staging Bay C1,2026-06-18 10:37:15,2026-06-18 10:55:57,18.7,ARRIVAL_CLUSTERING,17.1
STG-000769,LO-PS28-01075,kisumu,Staging Bay A3,2026-06-18 16:37:09,2026-06-18 17:23:58,46.82,ARRIVAL_CLUSTERING,48.0
STG-000770,LO-KOTPS1-01216,mombasa,Staging Bay B4,2026-06-18 11:15:31,2026-06-18 11:46:37,31.1,ARRIVAL_CLUSTERING,34.2
STG-000771,LO-KOTPS1-01217,mombasa,Staging Bay B1,2026-06-18 10:53:49,2026-06-18 11:17:16,23.45,ARRIVAL_CLUSTERING,24.9
STG-000772,LO-PS10-01319,nairobi,Staging Bay B3,2026-06-18 12:31:50,2026-06-18 12:50:54,19.07,ARRIVAL_CLUSTERING,20.8
STG-000773,LO-PS10-01320,nairobi,Staging Bay B5,2026-06-18 17:20:25,2026-06-18 17:56:23,35.97,ARRIVAL_CLUSTERING,33.5
STG-000774,LO-PS10-01321,nairobi,Staging Bay C5,2026-06-18 14:24:56,2026-06-18 15:12:52,47.94,ARRIVAL_CLUSTERING,42.0
STG-000775,LO-PS25-01121,nakuru,Staging Bay B5,2026-06-18 17:07:20,2026-06-18 17:43:49,36.49,ARRIVAL_CLUSTERING,41.6
STG-000776,LO-KOTPS1-01219,mombasa,Staging Bay B3,2026-06-18 12:45:47,2026-06-18 13:12:15,26.46,ARRIVAL_CLUSTERING,27.5
STG-000777,LO-KOTPS1-01220,mombasa,Staging Bay B1,2026-06-18 11:54:16,2026-06-18 12:26:34,32.3,ARRIVAL_CLUSTERING,31.2
STG-000778,LO-PS10-01322,nairobi,Staging Bay B2,2026-06-18 13:40:10,2026-06-18 14:21:18,41.14,ARRIVAL_CLUSTERING,41.3
STG-000779,LO-PS27-01089,eldoret,Staging Bay A4,2026-06-18 14:38:49,2026-06-18 15:22:37,43.8,ARRIVAL_CLUSTERING,46.0
STG-000780,LO-PS25-01122,nakuru,Staging Bay C1,2026-06-18 11:05:14,2026-06-18 11:49:57,44.72,ARRIVAL_CLUSTERING,44.2
STG-000781,LO-PS25-01123,nakuru,Staging Bay C3,2026-06-18 08:30:28,2026-06-18 08:42:39,12.2,NOMINAL_FLOW,11.4
STG-000782,LO-PS10-01323,nairobi,Staging Bay C1,2026-06-18 15:24:40,2026-06-18 15:38:35,13.9,NOMINAL_FLOW,12.4
