order_id,omc_id,depot_id,truck_id,product_id,ordered_quantity_litres,order_registered_time,expected_arrival_time,scheduled_window_start,scheduled_window_end,order_status,cancellation_reason
LO-PS25-01337,vivo,nakuru,TRK-0372,AGO,28000,2026-06-30 15:03:42,2026-06-30 16:13:42,2026-06-30 15:58:42,2026-06-30 16:58:42,COMPLETED,
LO-PS27-01258,ola,eldoret,TRK-0603,PMS,34000,2026-06-30 10:19:14,2026-06-30 11:45:14,2026-06-30 11:30:14,2026-06-30 12:30:14,COMPLETED,
LO-KOTPS1-01606,lakeoil,mombasa,TRK-0738,AGO,28000,2026-06-30 09:37:18,2026-06-30 11:40:18,2026-06-30 11:25:18,2026-06-30 12:25:18,COMPLETED,
LO-PS25-01338,vivo,nakuru,TRK-0341,AGO,32000,2026-06-30 13:42:36,2026-06-30 15:36:36,2026-06-30 15:21:36,2026-06-30 16:21:36,COMPLETED,
LO-PS25-01339,rubis,nakuru,TRK-0582,AGO,32000,2026-06-30 13:23:56,2026-06-30 15:42:56,2026-06-30 15:27:56,2026-06-30 16:27:56,COMPLETED,
LO-PS10-01884,vivo,nairobi,TRK-0005,PMS,28000,2026-06-30 13:11:42,2026-06-30 14:20:42,2026-06-30 14:05:42,2026-06-30 15:05:42,COMPLETED,
LO-KOTPS1-01607,vivo,mombasa,TRK-0151,AGO,34000,2026-06-30 07:28:36,2026-06-30 08:51:36,2026-06-30 08:36:36,2026-06-30 09:36:36,COMPLETED,
LO-PS27-01259,vivo,eldoret,TRK-0399,AGO,28000,2026-06-30 11:06:05,2026-06-30 12:16:05,2026-06-30 12:01:05,2026-06-30 13:01:05,CANCELLED,OMC_ALLOCATION_EXCEEDED
LO-KOTPS1-01608,totalenergies,mombasa,TRK-0505,PMS,34000,2026-06-30 13:03:25,2026-06-30 15:29:25,2026-06-30 15:14:25,2026-06-30 16:14:25,COMPLETED,
LO-KOTPS1-01609,lakeoil,mombasa,TRK-0660,AGO,40000,2026-07-01 14:51:45,2026-07-01 16:30:45,2026-07-01 16:15:45,2026-07-01 17:15:45,COMPLETED,
LO-KOTPS1-01610,hass,mombasa,TRK-0470,PMS,38000,2026-07-01 15:38:19,2026-07-01 17:15:19,2026-07-01 17:00:19,2026-07-01 18:00:19,CANCELLED,CREDIT_APPROVAL_HOLD
LO-KOTPS1-01611,ola,mombasa,TRK-0070,AGO,38000,2026-07-01 14:19:18,2026-07-01 15:50:18,2026-07-01 15:35:18,2026-07-01 16:35:18,COMPLETED,
LO-KOTPS1-01612,ola,mombasa,TRK-0492,AGO,32000,2026-07-01 11:33:50,2026-07-01 13:37:50,2026-07-01 13:22:50,2026-07-01 14:22:50,COMPLETED,
LO-KOTPS1-01613,totalenergies,mombasa,TRK-0226,AGO,38000,2026-07-01 10:08:05,2026-07-01 11:02:05,2026-07-01 10:47:05,2026-07-01 11:47:05,COMPLETED,
LO-PS10-01885,vivo,nairobi,TRK-0407,AGO,40000,2026-07-01 13:48:11,2026-07-01 15:49:11,2026-07-01 15:34:11,2026-07-01 16:34:11,COMPLETED,
LO-PS10-01886,ola,nairobi,TRK-0230,PMS,34000,2026-07-01 08:21:08,2026-07-01 10:19:08,2026-07-01 10:04:08,2026-07-01 11:04:08,COMPLETED,
LO-KOTPS1-01614,hass,mombasa,TRK-0507,PMS,36000,2026-07-01 11:40:19,2026-07-01 13:08:19,2026-07-01 12:53:19,2026-07-01 13:53:19,CANCELLED,OMC_ALLOCATION_EXCEEDED
LO-PS10-01887,lakeoil,nairobi,TRK-0209,PMS,38000,2026-07-01 15:51:42,2026-07-01 17:53:42,2026-07-01 17:38:42,2026-07-01 18:38:42,COMPLETED,
LO-KOTPS1-01615,petrocity,mombasa,TRK-0141,PMS,28000,2026-07-01 15:17:50,2026-07-01 17:18:50,2026-07-01 17:03:50,2026-07-01 18:03:50,COMPLETED,
LO-PS10-01888,rubis,nairobi,TRK-0270,PMS,36000,2026-07-01 13:37:00,2026-07-01 15:35:00,2026-07-01 15:20:00,2026-07-01 16:20:00,COMPLETED,
LO-PS25-01340,rubis,nakuru,TRK-0506,AGO,32000,2026-07-01 12:17:35,2026-07-01 13:08:35,2026-07-01 12:53:35,2026-07-01 13:53:35,COMPLETED,
LO-PS27-01260,rubis,eldoret,TRK-0662,AGO,32000,2026-07-01 15:44:37,2026-07-01 16:50:37,2026-07-01 16:35:37,2026-07-01 17:35:37,COMPLETED,
LO-PS27-01261,vivo,eldoret,TRK-0145,AGO,32000,2026-07-01 12:05:14,2026-07-01 14:13:14,2026-07-01 13:58:14,2026-07-01 14:58:14,COMPLETED,
LO-PS10-01889,rubis,nairobi,TRK-0732,PMS,36000,2026-07-01 06:37:29,2026-07-01 07:30:29,2026-07-01 07:15:29,2026-07-01 08:15:29,COMPLETED,
LO-KOTPS1-01616,ola,mombasa,TRK-0280,AGO,36000,2026-07-01 12:29:27,2026-07-01 13:30:27,2026-07-01 13:15:27,2026-07-01 14:15:27,COMPLETED,
LO-PS27-01262,totalenergies,eldoret,TRK-0747,AGO,38000,2026-07-01 15:35:27,2026-07-01 17:42:27,2026-07-01 17:27:27,2026-07-01 18:27:27,COMPLETED,
LO-KOTPS1-01617,ola,mombasa,TRK-0173,AGO,38000,2026-07-01 10:12:16,2026-07-01 11:20:16,2026-07-01 11:05:16,2026-07-01 12:05:16,COMPLETED,
LO-PS10-01890,vivo,nairobi,TRK-0641,AGO,38000,2026-07-01 09:26:01,2026-07-01 10:47:01,2026-07-01 10:32:01,2026-07-01 11:32:01,CANCELLED,OMC_ALLOCATION_EXCEEDED
LO-PS10-01891,petrocity,nairobi,TRK-0298,PMS,28000,2026-07-01 14:24:51,2026-07-01 15:30:51,2026-07-01 15:15:51,2026-07-01 16:15:51,COMPLETED,
LO-KOTPS1-01618,ola,mombasa,TRK-0040,AGO,32000,2026-07-01 13:24:51,2026-07-01 14:15:51,2026-07-01 14:00:51,2026-07-01 15:00:51,COMPLETED,
LO-KOTPS1-01619,lakeoil,mombasa,TRK-0569,PMS,38000,2026-07-01 06:55:40,2026-07-01 09:24:40,2026-07-01 09:09:40,2026-07-01 10:09:40,COMPLETED,
LO-PS10-01892,totalenergies,nairobi,TRK-0094,PMS,40000,2026-07-01 09:45:52,2026-07-01 10:45:52,2026-07-01 10:30:52,2026-07-01 11:30:52,COMPLETED,
LO-PS27-01263,lakeoil,eldoret,TRK-0433,PMS,36000,2026-07-01 07:59:14,2026-07-01 08:59:14,2026-07-01 08:44:14,2026-07-01 09:44:14,COMPLETED,
LO-PS10-01893,vivo,nairobi,TRK-0430,PMS,34000,2026-07-01 09:50:40,2026-07-01 11:48:40,2026-07-01 11:33:40,2026-07-01 12:33:40,COMPLETED,
LO-PS25-01341,petrocity,nakuru,TRK-0633,PMS,38000,2026-07-01 11:20:36,2026-07-01 13:07:36,2026-07-01 12:52:36,2026-07-01 13:52:36,COMPLETED,
LO-PS27-01264,rubis,eldoret,TRK-0169,PMS,34000,2026-07-01 08:27:32,2026-07-01 10:23:32,2026-07-01 10:08:32,2026-07-01 11:08:32,COMPLETED,
LO-PS27-01265,lakeoil,eldoret,TRK-0446,PMS,28000,2026-07-01 07:47:12,2026-07-01 10:17:12,2026-07-01 10:02:12,2026-07-01 11:02:12,COMPLETED,
LO-PS25-01342,totalenergies,nakuru,TRK-0182,PMS,36000,2026-07-01 14:13:21,2026-07-01 16:03:21,2026-07-01 15:48:21,2026-07-01 16:48:21,COMPLETED,
LO-PS25-01343,vivo,nakuru,TRK-0174,PMS,36000,2026-07-01 11:13:49,2026-07-01 13:29:49,2026-07-01 13:14:49,2026-07-01 14:14:49,COMPLETED,
LO-KOTPS1-01620,lakeoil,mombasa,TRK-0394,AGO,28000,2026-07-01 07:54:16,2026-07-01 09:39:16,2026-07-01 09:24:16,2026-07-01 10:24:16,COMPLETED,
LO-KOTPS1-01621,lakeoil,mombasa,TRK-0412,DPK,36000,2026-07-01 14:04:27,2026-07-01 15:15:27,2026-07-01 15:00:27,2026-07-01 16:00:27,COMPLETED,
LO-PS10-01894,totalenergies,nairobi,TRK-0024,JET-A1,36000,2026-07-01 09:12:23,2026-07-01 10:13:23,2026-07-01 09:58:23,2026-07-01 10:58:23,COMPLETED,
LO-PS10-01895,totalenergies,nairobi,TRK-0182,PMS,36000,2026-07-01 14:42:30,2026-07-01 16:51:30,2026-07-01 16:36:30,2026-07-01 17:36:30,COMPLETED,
LO-PS27-01266,hass,eldoret,TRK-0173,PMS,38000,2026-07-01 15:54:34,2026-07-01 17:17:34,2026-07-01 17:02:34,2026-07-01 18:02:34,COMPLETED,
LO-PS28-01203,totalenergies,kisumu,TRK-0272,PMS,34000,2026-07-01 13:34:18,2026-07-01 15:02:18,2026-07-01 14:47:18,2026-07-01 15:47:18,COMPLETED,
LO-KOTPS1-01622,petrocity,mombasa,TRK-0432,DPK,36000,2026-07-01 12:18:33,2026-07-01 14:28:33,2026-07-01 14:13:33,2026-07-01 15:13:33,CANCELLED,TRANSPORTER_TRUCK_SUBSTITUTION
LO-KOTPS1-01623,lakeoil,mombasa,TRK-0311,AGO,28000,2026-07-01 10:00:07,2026-07-01 11:59:07,2026-07-01 11:44:07,2026-07-01 12:44:07,COMPLETED,
LO-KOTPS1-01624,petrocity,mombasa,TRK-0523,AGO,40000,2026-07-01 08:37:54,2026-07-01 10:29:54,2026-07-01 10:14:54,2026-07-01 11:14:54,COMPLETED,
LO-PS10-01896,totalenergies,nairobi,TRK-0276,PMS,36000,2026-07-01 13:13:52,2026-07-01 15:17:52,2026-07-01 15:02:52,2026-07-01 16:02:52,COMPLETED,
LO-PS28-01204,vivo,kisumu,TRK-0116,AGO,36000,2026-07-01 09:51:49,2026-07-01 12:16:49,2026-07-01 12:01:49,2026-07-01 13:01:49,COMPLETED,
LO-KOTPS1-01625,rubis,mombasa,TRK-0604,AGO,28000,2026-07-01 07:18:23,2026-07-01 08:45:23,2026-07-01 08:30:23,2026-07-01 09:30:23,COMPLETED,
LO-PS25-01344,vivo,nakuru,TRK-0323,AGO,32000,2026-07-01 08:00:03,2026-07-01 09:26:03,2026-07-01 09:11:03,2026-07-01 10:11:03,COMPLETED,
LO-PS10-01897,rubis,nairobi,TRK-0131,AGO,32000,2026-07-01 13:34:33,2026-07-01 15:28:33,2026-07-01 15:13:33,2026-07-01 16:13:33,COMPLETED,
LO-PS10-01898,totalenergies,nairobi,TRK-0678,DPK,38000,2026-07-01 14:53:40,2026-07-01 15:54:40,2026-07-01 15:39:40,2026-07-01 16:39:40,COMPLETED,
LO-PS28-01205,totalenergies,kisumu,TRK-0342,PMS,34000,2026-07-01 08:17:22,2026-07-01 09:42:22,2026-07-01 09:27:22,2026-07-01 10:27:22,COMPLETED,
LO-KOTPS1-01626,vivo,mombasa,TRK-0633,DPK,38000,2026-07-01 09:20:37,2026-07-01 10:25:37,2026-07-01 10:10:37,2026-07-01 11:10:37,COMPLETED,
LO-PS25-01345,rubis,nakuru,TRK-0331,PMS,40000,2026-07-01 06:21:43,2026-07-01 07:32:43,2026-07-01 07:17:43,2026-07-01 08:17:43,COMPLETED,
LO-KOTPS1-01627,hass,mombasa,TRK-0277,AGO,32000,2026-07-01 08:47:51,2026-07-01 09:44:51,2026-07-01 09:29:51,2026-07-01 10:29:51,COMPLETED,
LO-PS10-01899,rubis,nairobi,TRK-0749,AGO,32000,2026-07-01 12:55:16,2026-07-01 15:15:16,2026-07-01 15:00:16,2026-07-01 16:00:16,COMPLETED,
LO-KOTPS1-01628,vivo,mombasa,TRK-0235,PMS,38000,2026-07-01 09:59:28,2026-07-01 11:57:28,2026-07-01 11:42:28,2026-07-01 12:42:28,COMPLETED,
LO-PS25-01346,totalenergies,nakuru,TRK-0702,PMS,36000,2026-07-01 09:19:23,2026-07-01 11:39:23,2026-07-01 11:24:23,2026-07-01 12:24:23,COMPLETED,
LO-PS25-01347,lakeoil,nakuru,TRK-0161,PMS,34000,2026-07-01 15:38:25,2026-07-01 17:20:25,2026-07-01 17:05:25,2026-07-01 18:05:25,COMPLETED,
LO-KOTPS1-01629,vivo,mombasa,TRK-0374,PMS,34000,2026-07-01 14:40:17,2026-07-01 16:39:17,2026-07-01 16:24:17,2026-07-01 17:24:17,COMPLETED,
LO-KOTPS1-01630,totalenergies,mombasa,TRK-0093,PMS,36000,2026-07-01 09:13:25,2026-07-01 10:01:25,2026-07-01 09:46:25,2026-07-01 10:46:25,COMPLETED,
LO-KOTPS1-01631,rubis,mombasa,TRK-0170,AGO,32000,2026-07-01 10:11:16,2026-07-01 12:38:16,2026-07-01 12:23:16,2026-07-01 13:23:16,COMPLETED,
LO-PS25-01348,vivo,nakuru,TRK-0607,AGO,28000,2026-07-01 14:29:20,2026-07-01 16:09:20,2026-07-01 15:54:20,2026-07-01 16:54:20,COMPLETED,
LO-PS10-01900,vivo,nairobi,TRK-0364,PMS,28000,2026-07-01 07:16:21,2026-07-01 09:06:21,2026-07-01 08:51:21,2026-07-01 09:51:21,COMPLETED,
LO-KOTPS1-01632,hass,mombasa,TRK-0585,AGO,28000,2026-07-01 11:35:38,2026-07-01 13:30:38,2026-07-01 13:15:38,2026-07-01 14:15:38,COMPLETED,
LO-PS10-01901,vivo,nairobi,TRK-0747,PMS,38000,2026-07-01 11:05:33,2026-07-01 12:12:33,2026-07-01 11:57:33,2026-07-01 12:57:33,CANCELLED,CREDIT_APPROVAL_HOLD
LO-PS10-01902,petrocity,nairobi,TRK-0661,PMS,38000,2026-07-01 13:08:27,2026-07-01 14:14:27,2026-07-01 13:59:27,2026-07-01 14:59:27,COMPLETED,
LO-PS10-01903,totalenergies,nairobi,TRK-0138,AGO,32000,2026-07-01 13:51:41,2026-07-01 14:55:41,2026-07-01 14:40:41,2026-07-01 15:40:41,COMPLETED,
LO-PS10-01904,hass,nairobi,TRK-0028,JET-A1,36000,2026-07-01 07:56:50,2026-07-01 09:34:50,2026-07-01 09:19:50,2026-07-01 10:19:50,COMPLETED,
LO-PS10-01905,vivo,nairobi,TRK-0539,AGO,40000,2026-07-01 15:40:33,2026-07-01 16:43:33,2026-07-01 16:28:33,2026-07-01 17:28:33,COMPLETED,
LO-PS10-01906,vivo,nairobi,TRK-0200,AGO,36000,2026-07-01 09:46:23,2026-07-01 11:08:23,2026-07-01 10:53:23,2026-07-01 11:53:23,COMPLETED,
LO-PS25-01349,totalenergies,nakuru,TRK-0150,PMS,38000,2026-07-01 09:19:02,2026-07-01 11:04:02,2026-07-01 10:49:02,2026-07-01 11:49:02,COMPLETED,
LO-PS25-01350,lakeoil,nakuru,TRK-0630,PMS,32000,2026-07-01 10:07:55,2026-07-01 11:49:55,2026-07-01 11:34:55,2026-07-01 12:34:55,COMPLETED,
LO-PS28-01206,rubis,kisumu,TRK-0505,AGO,34000,2026-07-01 06:55:22,2026-07-01 09:08:22,2026-07-01 08:53:22,2026-07-01 09:53:22,COMPLETED,
LO-KOTPS1-01633,ola,mombasa,TRK-0653,AGO,36000,2026-07-01 07:10:28,2026-07-01 08:09:28,2026-07-01 07:54:28,2026-07-01 08:54:28,COMPLETED,
LO-PS10-01907,petrocity,nairobi,TRK-0509,PMS,38000,2026-07-01 10:27:58,2026-07-01 12:35:58,2026-07-01 12:20:58,2026-07-01 13:20:58,COMPLETED,
LO-KOTPS1-01634,ola,mombasa,TRK-0679,AGO,28000,2026-07-01 15:35:56,2026-07-01 17:14:56,2026-07-01 16:59:56,2026-07-01 17:59:56,COMPLETED,
LO-PS28-01207,rubis,kisumu,TRK-0295,PMS,36000,2026-07-01 16:23:57,2026-07-01 18:32:57,2026-07-01 18:17:57,2026-07-01 19:17:57,COMPLETED,
LO-PS28-01208,hass,kisumu,TRK-0178,PMS,40000,2026-07-01 09:32:12,2026-07-01 11:10:12,2026-07-01 10:55:12,2026-07-01 11:55:12,COMPLETED,
LO-PS25-01351,petrocity,nakuru,TRK-0288,PMS,28000,2026-07-01 09:23:34,2026-07-01 11:35:34,2026-07-01 11:20:34,2026-07-01 12:20:34,COMPLETED,
LO-KOTPS1-01635,petrocity,mombasa,TRK-0178,PMS,40000,2026-07-01 08:14:26,2026-07-01 09:07:26,2026-07-01 08:52:26,2026-07-01 09:52:26,COMPLETED,
LO-PS28-01209,ola,kisumu,TRK-0695,PMS,38000,2026-07-01 12:00:09,2026-07-01 13:02:09,2026-07-01 12:47:09,2026-07-01 13:47:09,COMPLETED,
LO-PS10-01908,vivo,nairobi,TRK-0177,AGO,38000,2026-07-01 16:49:01,2026-07-01 18:58:01,2026-07-01 18:43:01,2026-07-01 19:43:01,COMPLETED,
LO-KOTPS1-01636,vivo,mombasa,TRK-0345,AGO,32000,2026-07-01 07:32:29,2026-07-01 09:07:29,2026-07-01 08:52:29,2026-07-01 09:52:29,CANCELLED,CREDIT_APPROVAL_HOLD
LO-PS28-01210,rubis,kisumu,TRK-0465,AGO,36000,2026-07-01 08:41:51,2026-07-01 10:49:51,2026-07-01 10:34:51,2026-07-01 11:34:51,COMPLETED,
LO-PS25-01352,totalenergies,nakuru,TRK-0475,AGO,38000,2026-07-01 09:49:45,2026-07-01 11:41:45,2026-07-01 11:26:45,2026-07-01 12:26:45,COMPLETED,
LO-KOTPS1-01637,petrocity,mombasa,TRK-0023,PMS,32000,2026-07-01 10:59:00,2026-07-01 12:38:00,2026-07-01 12:23:00,2026-07-01 13:23:00,COMPLETED,
LO-KOTPS1-01638,hass,mombasa,TRK-0488,AGO,28000,2026-07-01 07:06:19,2026-07-01 09:33:19,2026-07-01 09:18:19,2026-07-01 10:18:19,COMPLETED,
LO-PS28-01211,hass,kisumu,TRK-0610,AGO,40000,2026-07-01 14:10:09,2026-07-01 16:37:09,2026-07-01 16:22:09,2026-07-01 17:22:09,COMPLETED,
LO-KOTPS1-01639,vivo,mombasa,TRK-0732,PMS,36000,2026-07-01 09:42:51,2026-07-01 10:59:51,2026-07-01 10:44:51,2026-07-01 11:44:51,COMPLETED,
LO-PS10-01909,totalenergies,nairobi,TRK-0129,AGO,34000,2026-07-01 14:52:31,2026-07-01 17:15:31,2026-07-01 17:00:31,2026-07-01 18:00:31,COMPLETED,
LO-PS10-01910,vivo,nairobi,TRK-0250,AGO,28000,2026-07-01 07:10:07,2026-07-01 09:35:07,2026-07-01 09:20:07,2026-07-01 10:20:07,COMPLETED,
LO-PS27-01267,lakeoil,eldoret,TRK-0467,AGO,32000,2026-07-01 14:37:59,2026-07-01 16:57:59,2026-07-01 16:42:59,2026-07-01 17:42:59,COMPLETED,
LO-KOTPS1-01640,rubis,mombasa,TRK-0421,DPK,28000,2026-07-01 08:58:10,2026-07-01 10:00:10,2026-07-01 09:45:10,2026-07-01 10:45:10,COMPLETED,
LO-KOTPS1-01641,vivo,mombasa,TRK-0088,PMS,32000,2026-07-01 12:19:55,2026-07-01 13:44:55,2026-07-01 13:29:55,2026-07-01 14:29:55,COMPLETED,
LO-PS27-01268,vivo,eldoret,TRK-0608,PMS,40000,2026-07-01 09:43:52,2026-07-01 10:37:52,2026-07-01 10:22:52,2026-07-01 11:22:52,COMPLETED,
LO-PS10-01911,vivo,nairobi,TRK-0241,AGO,36000,2026-07-01 10:14:24,2026-07-01 11:31:24,2026-07-01 11:16:24,2026-07-01 12:16:24,COMPLETED,
LO-PS10-01912,totalenergies,nairobi,TRK-0316,PMS,32000,2026-07-01 17:59:53,2026-07-01 20:18:53,2026-07-01 20:03:53,2026-07-01 21:03:53,COMPLETED,
LO-KOTPS1-01642,totalenergies,mombasa,TRK-0103,PMS,28000,2026-07-01 14:21:51,2026-07-01 16:30:51,2026-07-01 16:15:51,2026-07-01 17:15:51,COMPLETED,
LO-PS10-01913,petrocity,nairobi,TRK-0609,DPK,38000,2026-07-01 12:24:53,2026-07-01 14:45:53,2026-07-01 14:30:53,2026-07-01 15:30:53,COMPLETED,
LO-KOTPS1-01643,rubis,mombasa,TRK-0053,AGO,34000,2026-07-01 14:26:34,2026-07-01 15:30:34,2026-07-01 15:15:34,2026-07-01 16:15:34,COMPLETED,
LO-KOTPS1-01644,petrocity,mombasa,TRK-0159,PMS,32000,2026-07-01 13:34:20,2026-07-01 14:25:20,2026-07-01 14:10:20,2026-07-01 15:10:20,COMPLETED,
LO-PS27-01269,vivo,eldoret,TRK-0648,PMS,32000,2026-07-01 13:58:09,2026-07-01 15:42:09,2026-07-01 15:27:09,2026-07-01 16:27:09,COMPLETED,
LO-PS10-01914,totalenergies,nairobi,TRK-0434,AGO,36000,2026-07-01 08:36:22,2026-07-01 09:39:22,2026-07-01 09:24:22,2026-07-01 10:24:22,COMPLETED,
LO-PS28-01212,vivo,kisumu,TRK-0186,AGO,40000,2026-07-01 10:23:44,2026-07-01 12:24:44,2026-07-01 12:09:44,2026-07-01 13:09:44,COMPLETED,
LO-PS25-01353,vivo,nakuru,TRK-0688,AGO,36000,2026-07-01 16:28:50,2026-07-01 17:29:50,2026-07-01 17:14:50,2026-07-01 18:14:50,COMPLETED,
LO-PS10-01915,ola,nairobi,TRK-0384,AGO,28000,2026-07-01 10:40:20,2026-07-01 12:19:20,2026-07-01 12:04:20,2026-07-01 13:04:20,COMPLETED,
LO-PS10-01916,petrocity,nairobi,TRK-0684,PMS,40000,2026-07-01 10:12:05,2026-07-01 11:15:05,2026-07-01 11:00:05,2026-07-01 12:00:05,COMPLETED,
LO-PS10-01917,vivo,nairobi,TRK-0203,PMS,34000,2026-07-01 12:29:32,2026-07-01 14:47:32,2026-07-01 14:32:32,2026-07-01 15:32:32,COMPLETED,
LO-PS25-01354,totalenergies,nakuru,TRK-0578,AGO,40000,2026-07-01 12:28:16,2026-07-01 13:54:16,2026-07-01 13:39:16,2026-07-01 14:39:16,COMPLETED,
LO-KOTPS1-01645,rubis,mombasa,TRK-0342,PMS,34000,2026-07-01 09:37:09,2026-07-01 11:56:09,2026-07-01 11:41:09,2026-07-01 12:41:09,COMPLETED,
LO-PS10-01918,vivo,nairobi,TRK-0223,PMS,40000,2026-07-01 17:30:30,2026-07-01 19:13:30,2026-07-01 18:58:30,2026-07-01 19:58:30,COMPLETED,
LO-PS25-01355,vivo,nakuru,TRK-0444,DPK,36000,2026-07-01 08:19:46,2026-07-01 10:33:46,2026-07-01 10:18:46,2026-07-01 11:18:46,COMPLETED,
LO-PS10-01919,vivo,nairobi,TRK-0180,AGO,40000,2026-07-01 10:47:22,2026-07-01 13:00:22,2026-07-01 12:45:22,2026-07-01 13:45:22,COMPLETED,
LO-PS28-01213,vivo,kisumu,TRK-0521,DPK,40000,2026-07-01 07:02:39,2026-07-01 09:20:39,2026-07-01 09:05:39,2026-07-01 10:05:39,COMPLETED,
LO-KOTPS1-01646,vivo,mombasa,TRK-0610,AGO,40000,2026-07-01 07:05:46,2026-07-01 09:31:46,2026-07-01 09:16:46,2026-07-01 10:16:46,COMPLETED,
LO-PS10-01920,petrocity,nairobi,TRK-0613,PMS,40000,2026-07-01 14:51:47,2026-07-01 16:13:47,2026-07-01 15:58:47,2026-07-01 16:58:47,COMPLETED,
LO-PS25-01356,hass,nakuru,TRK-0727,PMS,38000,2026-07-01 06:10:44,2026-07-01 06:56:44,2026-07-01 06:41:44,2026-07-01 07:41:44,COMPLETED,
LO-PS10-01921,totalenergies,nairobi,TRK-0398,PMS,36000,2026-07-01 14:06:46,2026-07-01 16:11:46,2026-07-01 15:56:46,2026-07-01 16:56:46,COMPLETED,
LO-PS10-01922,petrocity,nairobi,TRK-0648,AGO,32000,2026-07-01 13:30:53,2026-07-01 15:10:53,2026-07-01 14:55:53,2026-07-01 15:55:53,COMPLETED,
LO-PS10-01923,hass,nairobi,TRK-0020,AGO,40000,2026-07-01 13:50:53,2026-07-01 15:21:53,2026-07-01 15:06:53,2026-07-01 16:06:53,COMPLETED,
LO-PS10-01924,rubis,nairobi,TRK-0601,AGO,32000,2026-07-01 16:50:26,2026-07-01 18:41:26,2026-07-01 18:26:26,2026-07-01 19:26:26,COMPLETED,
LO-KOTPS1-01647,vivo,mombasa,TRK-0317,PMS,36000,2026-07-01 13:43:59,2026-07-01 16:10:59,2026-07-01 15:55:59,2026-07-01 16:55:59,COMPLETED,
LO-KOTPS1-01648,vivo,mombasa,TRK-0710,AGO,28000,2026-07-01 09:41:51,2026-07-01 10:26:51,2026-07-01 10:11:51,2026-07-01 11:11:51,COMPLETED,
LO-KOTPS1-01649,rubis,mombasa,TRK-0632,AGO,38000,2026-07-01 08:56:42,2026-07-01 11:26:42,2026-07-01 11:11:42,2026-07-01 12:11:42,COMPLETED,
LO-PS27-01270,vivo,eldoret,TRK-0021,PMS,28000,2026-07-01 11:50:33,2026-07-01 13:10:33,2026-07-01 12:55:33,2026-07-01 13:55:33,COMPLETED,
LO-PS10-01925,lakeoil,nairobi,TRK-0598,AGO,32000,2026-07-01 10:48:10,2026-07-01 12:57:10,2026-07-01 12:42:10,2026-07-01 13:42:10,COMPLETED,
LO-PS10-01926,rubis,nairobi,TRK-0295,DPK,36000,2026-07-01 08:31:22,2026-07-01 10:18:22,2026-07-01 10:03:22,2026-07-01 11:03:22,COMPLETED,
LO-PS10-01927,totalenergies,nairobi,TRK-0167,AGO,36000,2026-07-01 10:14:29,2026-07-01 11:51:29,2026-07-01 11:36:29,2026-07-01 12:36:29,COMPLETED,
LO-PS27-01271,totalenergies,eldoret,TRK-0342,DPK,34000,2026-07-01 09:14:33,2026-07-01 10:40:33,2026-07-01 10:25:33,2026-07-01 11:25:33,COMPLETED,
LO-PS25-01357,ola,nakuru,TRK-0706,PMS,40000,2026-07-01 12:01:25,2026-07-01 13:45:25,2026-07-01 13:30:25,2026-07-01 14:30:25,COMPLETED,
LO-PS10-01928,vivo,nairobi,TRK-0326,PMS,28000,2026-07-01 07:56:56,2026-07-01 09:25:56,2026-07-01 09:10:56,2026-07-01 10:10:56,COMPLETED,
LO-PS10-01929,rubis,nairobi,TRK-0088,DPK,32000,2026-07-01 06:16:43,2026-07-01 07:51:43,2026-07-01 07:36:43,2026-07-01 08:36:43,COMPLETED,
LO-PS10-01930,lakeoil,nairobi,TRK-0684,AGO,40000,2026-07-01 08:38:44,2026-07-01 10:31:44,2026-07-01 10:16:44,2026-07-01 11:16:44,COMPLETED,
LO-PS25-01358,ola,nakuru,TRK-0737,AGO,32000,2026-07-01 10:18:47,2026-07-01 12:40:47,2026-07-01 12:25:47,2026-07-01 13:25:47,COMPLETED,
LO-KOTPS1-01650,vivo,mombasa,TRK-0171,AGO,32000,2026-07-01 06:32:47,2026-07-01 07:41:47,2026-07-01 07:26:47,2026-07-01 08:26:47,COMPLETED,
LO-PS25-01359,vivo,nakuru,TRK-0222,AGO,38000,2026-07-01 15:10:44,2026-07-01 17:36:44,2026-07-01 17:21:44,2026-07-01 18:21:44,COMPLETED,
LO-PS25-01360,totalenergies,nakuru,TRK-0155,AGO,34000,2026-07-01 09:51:04,2026-07-01 11:31:04,2026-07-01 11:16:04,2026-07-01 12:16:04,COMPLETED,
LO-PS10-01931,ola,nairobi,TRK-0459,PMS,28000,2026-07-02 10:27:23,2026-07-02 11:45:23,2026-07-02 11:30:23,2026-07-02 12:30:23,COMPLETED,
LO-PS27-01272,lakeoil,eldoret,TRK-0588,AGO,28000,2026-07-02 10:40:14,2026-07-02 11:32:14,2026-07-02 11:17:14,2026-07-02 12:17:14,COMPLETED,
LO-PS10-01932,hass,nairobi,TRK-0635,PMS,36000,2026-07-02 09:10:12,2026-07-02 10:11:12,2026-07-02 09:56:12,2026-07-02 10:56:12,COMPLETED,
LO-KOTPS1-01651,petrocity,mombasa,TRK-0224,PMS,36000,2026-07-02 15:02:30,2026-07-02 15:53:30,2026-07-02 15:38:30,2026-07-02 16:38:30,COMPLETED,
