audit_event_id,decision_id,action_id,audit_timestamp,actor,event_type,control_state,audit_reference_sha256,verification_digest
AUD-00087,DEC-00129,ACT-00087,2026-07-31 09:50:48,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0477eeb86556c494be9bb0a851b1a23cc7788326c62f62fa1e8befa9b6c4855d,Outcome verified: -12m dwell reduction (Attainment 75.0%)
AUD-00088,DEC-00130,ACT-00088,2026-07-31 12:38:27,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d2263f9d865a12ba395b64816f0270ed3c91648cc7bc946363c12ad4bdaf4084,Outcome verified: -16m dwell reduction (Attainment 88.9%)
AUD-00089,DEC-00131,ACT-00089,2026-08-01 02:39:49,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,13d8a4387b6a749dddc7a05aeab6cce1bfed2b03cebb694a71dae03945b8e27e,Outcome verified: -23m dwell reduction (Attainment 88.5%)
AUD-00090,DEC-00132,ACT-00090,2026-08-01 10:05:28,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,e6e54dc49fecb39f54d0dfac4573adcc019050e6cb75e6fb06cbfded8ddaa228,Outcome verified: -12m dwell reduction (Attainment 100.0%)
AUD-00091,DEC-00134,ACT-00091,2026-08-02 04:01:29,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,6da42d26457706ff5cf3dd836b73f433109acce1dbf88d5d0f035910d3e029c0,Outcome verified: -7m dwell reduction (Attainment 87.5%)
AUD-00092,DEC-00135,ACT-00092,2026-08-02 11:42:50,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0c9a9d719d0d8c56213a322cfa4988c1891983ad7bc1e820ff92d032277039a3,Outcome verified: -24m dwell reduction (Attainment 80.0%)
AUD-00093,DEC-00136,ACT-00093,2026-08-02 23:40:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,7d9429e7cf9515153494c5bef3defcf85fd43de5360488706bba40d821ac5619,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00094,DEC-00137,ACT-00094,2026-08-03 06:48:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,e28d02bec6500a55503a7f494bfdf9b5374a375eab9283995ed934d80c14ab1a,Outcome verified: -20m dwell reduction (Attainment 80.0%)
AUD-00095,DEC-00139,ACT-00095,2026-08-04 03:38:42,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,1ac24a722261cc11aaeecc2df2f2e47fbe531e05efbc4d53f1890697518dcd7b,Outcome verified: -8m dwell reduction (Attainment 100.0%)
AUD-00096,DEC-00140,ACT-00096,2026-08-04 15:00:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,16986042973b10b75b7bf4f3ec7056b9926ec8abc630b59502d100a1e9395aeb,Outcome verified: -10m dwell reduction (Attainment 76.9%)
AUD-00097,DEC-00141,ACT-00097,2026-08-05 07:40:27,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,e1d33540e2d848bdce210f0bdd8957492804e982de034ef93b1aeab6f0726dd2,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00098,DEC-00142,ACT-00098,2026-08-05 15:41:54,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,1a8cc5c0c1d88e23d5fcaeaecd9ab6b669af0b9b7f74023bee8ac9ff4fc75472,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00099,DEC-00143,ACT-00099,2026-08-05 19:55:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,192383c9c936d421077c28351a24b84d820abefa6b3ab6bc2d56b2845ee94c83,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00100,DEC-00144,ACT-00100,2026-08-06 00:56:45,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a9e8d13424c26d18639d77304465d74e27ef39a9d322d6dbeb22f5a48b4f7ff1,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00101,DEC-00146,ACT-00101,2026-08-06 08:02:27,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,488401383a7db08529e74c7d6b75412cfa57fbee73b7a68a43ed899a6c392b06,Outcome verified: -22m dwell reduction (Attainment 81.5%)
AUD-00102,DEC-00147,ACT-00102,2026-08-06 13:42:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,b863a19bbc0d17f62172c2a79f6d022d129012cc5e143ad48c997de604418c7d,Outcome verified: -22m dwell reduction (Attainment 91.7%)
AUD-00103,DEC-00148,ACT-00103,2026-08-06 19:53:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,ba3d931992c82db53aa8a58118938e10efd5e557cff7ba88e764e483d3930a15,Outcome verified: -4m dwell reduction (Attainment 80.0%)
AUD-00104,DEC-00149,ACT-00104,2026-08-06 23:04:49,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,30b22704d531991b0e147d803e6975433e4dcc48636d87a7777278071a85ccff,Outcome verified: -4m dwell reduction (Attainment 80.0%)
AUD-00105,DEC-00151,ACT-00105,2026-08-07 16:50:54,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,73781e8a63b0370863c0251514de52ae46999e6562ead1620063bab650021cb5,Outcome verified: -12m dwell reduction (Attainment 100.0%)
AUD-00106,DEC-00153,ACT-00106,2026-08-08 09:43:32,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,dd1d96daa6f3d569f7461a37662d508e3409051e1e8a134fb14b8c8c9a48a1af,Outcome verified: -8m dwell reduction (Attainment 72.7%)
AUD-00107,DEC-00155,ACT-00107,2026-08-09 20:31:31,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,590dde3d079f51fea1459b3fa704c34fc8309a42ad467e05d69af43a2f28af4d,Outcome verified: -9m dwell reduction (Attainment 90.0%)
AUD-00108,DEC-00156,ACT-00108,2026-08-09 22:34:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,17d223d414660b449fd3ebf849c6046a973f6d2ae799e3574a300379235e3918,Outcome verified: -9m dwell reduction (Attainment 90.0%)
AUD-00109,DEC-00157,ACT-00109,2026-08-10 04:36:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,164ab2c9775ad07e1fa06050b92071d3c652b98fcd40e12dfb51ce8957a68c15,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00110,DEC-00158,ACT-00110,2026-08-10 20:38:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,c8869b5d3bfeddfa7523461a465e1e0339010779df85e36fd2c2f3d5614624bc,Outcome verified: -12m dwell reduction (Attainment 100.0%)
AUD-00111,DEC-00159,ACT-00111,2026-08-11 03:48:36,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,c34e7645243254b58bd6f1f6a110f26b59a779f5c972ed1ccda789be64d5cff0,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00112,DEC-00161,ACT-00112,2026-08-11 19:36:31,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,26e236ab1893ebeac1569725ac67db382cc5a991075f1cb4322cd4791390d89f,Outcome verified: -7m dwell reduction (Attainment 77.8%)
AUD-00113,DEC-00162,ACT-00113,2026-08-12 05:02:50,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a33b2005f122ca421a3a05aee90745f9cbf281d5c2f9d2e813bb459c20bec2e4,Outcome verified: -20m dwell reduction (Attainment 90.9%)
AUD-00114,DEC-00163,ACT-00114,2026-08-12 12:42:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,14e0e12909403d41c9d1f185ad96635d9e5339e7a5814e7e5eb6829a85fe0d71,Outcome verified: -16m dwell reduction (Attainment 80.0%)
AUD-00115,DEC-00164,ACT-00115,2026-08-12 21:58:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,1ba6704d96d827f2a0d110c398113f3e8f59a1ba02899a68c616fbb417668b68,Outcome verified: -26m dwell reduction (Attainment 89.7%)
AUD-00116,DEC-00165,ACT-00116,2026-08-13 03:30:53,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d17a0255e1e490918797061a4a49eb9adcca8680a4e714798b8cd52fcc458287,Outcome verified: -18m dwell reduction (Attainment 85.7%)
AUD-00117,DEC-00169,ACT-00117,2026-08-13 19:52:53,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,ed2d4ba199d15589e2658501ec5988a902a6569e8af1aa8ccdc959340b1eacab,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00118,DEC-00170,ACT-00118,2026-08-14 08:30:43,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,c7ede83283f26fb27cefe2c4c2224cecc66b7d293603ade6b8034561501cd38f,Outcome verified: -6m dwell reduction (Attainment 75.0%)
AUD-00119,DEC-00172,ACT-00119,2026-08-14 15:41:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,96bda5216d5ca77da1a5f53e961fbcc4f2f5f3b42a842896fefac8bd04eccfdf,Outcome verified: -4m dwell reduction (Attainment 80.0%)
AUD-00120,DEC-00173,ACT-00120,2026-08-15 06:33:34,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,82e090c3092ee64c50491e909070eb1825d474ee99a116b2e31b48edbc04d591,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00121,DEC-00176,ACT-00121,2026-08-15 20:42:35,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d63a909fe284cd9beb0154e0e6f63c079eae64b1fcb15438c4c44048fa8655c9,Outcome verified: -6m dwell reduction (Attainment 85.7%)
AUD-00122,DEC-00177,ACT-00122,2026-08-15 23:32:42,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,b2c046f5dd2d7e31c419b657dfd6f0c21c73d9ba8b71166a9da5cad97a44f659,Outcome verified: -14m dwell reduction (Attainment 93.3%)
AUD-00123,DEC-00180,ACT-00123,2026-08-16 23:04:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,e70949f14d8ac45f0695f8c5e4986e232647ed16c382c7cb924e52d318d6dd7d,Outcome verified: -13m dwell reduction (Attainment 86.7%)
AUD-00124,DEC-00181,ACT-00124,2026-08-17 06:52:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,5a8fde023eec851a9561fbd54f10d27e48dc9e524590e0f04309ff92317c45df,Outcome verified: -16m dwell reduction (Attainment 88.9%)
AUD-00125,DEC-00182,ACT-00125,2026-08-17 08:59:35,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,672ec521563ed7a43606e97d68448cf408a614ba186734c30408b1cc5d5fd1ba,Outcome verified: -10m dwell reduction (Attainment 100.0%)
AUD-00126,DEC-00183,ACT-00126,2026-08-18 15:31:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,6fe71118c4f27e8464139140e3f299c26b77294081610035b07ea0b67d10e8ec,Outcome verified: -7m dwell reduction (Attainment 87.5%)
AUD-00127,DEC-00185,ACT-00127,2026-08-19 07:32:35,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,aa4057784325b684d24f1b0cf8694c73728a77cc4ab6aba0bb834447a630baf4,Outcome verified: -18m dwell reduction (Attainment 100.0%)
AUD-00128,DEC-00187,ACT-00128,2026-08-20 07:02:44,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,665bd8d97bfafeb1501dd5a19ddae4b5d39a9e361b54c0aee8af85bdaee82620,Outcome verified: -27m dwell reduction (Attainment 90.0%)
AUD-00129,DEC-00188,ACT-00129,2026-08-20 14:50:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,6a3a18f88e548510ec1f261a1b3def667e0e54467b633aee215ab1bd18a40e63,Outcome verified: -7m dwell reduction (Attainment 100.0%)
AUD-00130,DEC-00189,ACT-00130,2026-08-20 20:43:44,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,f77068af3dd8e1529f567e3ca13d55caeb94dbfd1e02697286d4e2a576ad0469,Outcome verified: -15m dwell reduction (Attainment 100.0%)
AUD-00131,DEC-00191,ACT-00131,2026-08-21 05:40:52,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,e40f473c93bd44deb9e0c4bc6a8ed0c2bd80a388788d9a744df7366006b3d013,Outcome verified: -10m dwell reduction (Attainment 83.3%)
AUD-00132,DEC-00192,ACT-00132,2026-08-21 16:31:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,2117bd4a68a431ac26603e1cc6ebee387406fe75af4d5c83d7b07be378b235c1,Outcome verified: -13m dwell reduction (Attainment 86.7%)
AUD-00133,DEC-00193,ACT-00133,2026-08-22 02:49:54,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,aa91053e1e52d113ce3d91e5624f5531770453da18ff6a0d941a688282f8748d,Outcome verified: -11m dwell reduction (Attainment 100.0%)
AUD-00134,DEC-00194,ACT-00134,2026-08-22 05:30:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,2d54f66cbda87e02f76d92b179584e8cc2eef60aaa8eee60b67b9eb1dfe28e5d,Outcome verified: -22m dwell reduction (Attainment 104.8%)
AUD-00135,DEC-00195,ACT-00135,2026-08-22 07:46:43,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,adc4996ac064d5501e434b3c9a3ee5982ced1f8eb5f3309f5f185e860247e3ca,Outcome verified: -10m dwell reduction (Attainment 90.9%)
AUD-00136,DEC-00196,ACT-00136,2026-08-22 21:56:32,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d84109abc28f704091c4e91ea0d8ab345ab79c0c16f7aae7a8611ed0a7146543,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00137,DEC-00197,ACT-00137,2026-08-23 17:56:28,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,317a94e6374bbe449df24ebad60beed8c313df2941de358309fa75e562e18ae3,Outcome verified: -9m dwell reduction (Attainment 81.8%)
AUD-00138,DEC-00198,ACT-00138,2026-08-23 20:42:55,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,74ee073ab686048be12aecbe3ee26e91bc09074a8bcfca8761e4187fd01ff146,Outcome verified: -24m dwell reduction (Attainment 92.3%)
AUD-00139,DEC-00199,ACT-00139,2026-08-24 01:37:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,15998aee4e3244c7477b4bbef515ccce7fa0fe023993c617d20d9dceacccd26b,Outcome verified: -24m dwell reduction (Attainment 100.0%)
AUD-00140,DEC-00207,ACT-00140,2026-08-27 03:38:39,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,440a837c8628c1d92c5ed7b243d7c2336906d132d466db9835aa10572e11edf2,Outcome verified: -3m dwell reduction (Attainment 75.0%)
AUD-00141,DEC-00209,ACT-00141,2026-08-27 12:59:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,72171103d79e5783260cc910c52b99edc382128e5ca53baeac57c735e9a35062,Outcome verified: -25m dwell reduction (Attainment 96.2%)
AUD-00142,DEC-00210,ACT-00142,2026-08-27 14:47:35,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,8243fff8b5fc826ba03b1e107286db5104df19f7dece226a519c5811db046089,Outcome verified: -6m dwell reduction (Attainment 85.7%)
AUD-00143,DEC-00211,ACT-00143,2026-08-27 23:46:30,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,98be2625b1b6fac372c6e6349505ef093ab76314adb9db8d62e30017a6d28701,Outcome verified: -22m dwell reduction (Attainment 81.5%)
AUD-00144,DEC-00214,ACT-00144,2026-08-28 17:03:48,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,2f6d5154cb4be2b5daafc1680cdb780635026a9397c1a4e857535bc2e3814f80,Outcome verified: -6m dwell reduction (Attainment 85.7%)
AUD-00145,DEC-00215,ACT-00145,2026-08-29 06:58:48,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,adf500476357b74e1f43f4df0a743d876575f254b7bff993b96bcbdcd92e400b,Outcome verified: -12m dwell reduction (Attainment 75.0%)
AUD-00146,DEC-00216,ACT-00146,2026-08-29 14:43:36,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,355585e1dfd38e847d44e7445bda2bc244984e5759ef9f5b3d7ae108424ec9c6,Outcome verified: -3m dwell reduction (Attainment 75.0%)
AUD-00147,DEC-00217,ACT-00147,2026-08-29 19:35:29,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,072ff61d67bc772b9ae4db6c50428a6f1ed4d240abb3a368f91f25bd2dd6b239,Outcome verified: -5m dwell reduction (Attainment 71.4%)
AUD-00148,DEC-00218,ACT-00148,2026-08-30 02:40:45,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,99e5657e6b74441ea9b358a28315a71ba580c394c2734aeaddb2d57d3e6966b4,Outcome verified: -30m dwell reduction (Attainment 96.8%)
AUD-00149,DEC-00219,ACT-00149,2026-08-30 07:47:29,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,640c00e1bc0f3cd0f4383a2ed064891c2f5ee397d4ffbb3d3d2199bbd4dacaa7,Outcome verified: -4m dwell reduction (Attainment 80.0%)
AUD-00150,DEC-00220,ACT-00150,2026-08-31 10:36:31,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,afba76235ba74c1e87eadec7818ba9c203fb1f0a99d0838ce10f92f50a98b81b,Outcome verified: -12m dwell reduction (Attainment 100.0%)
AUD-00151,DEC-00221,ACT-00151,2026-08-31 20:38:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,b0e17b5c28bcdafd147dcbd43506cbfaf316a00603e2c1b77b1db7b4f8b4fb0f,Outcome verified: -25m dwell reduction (Attainment 104.2%)
AUD-00152,DEC-00222,ACT-00152,2026-09-01 16:34:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,ee1b1ac3122d268c057174534ac3afddb20d0cab489a4473e0e97bda6ac21b68,Outcome verified: -11m dwell reduction (Attainment 78.6%)
AUD-00153,DEC-00223,ACT-00153,2026-09-02 12:43:34,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0789f9a5e8c9e30a17350ecf8b0e0ff42d750f12dbe498aba6783227cab99aa3,Outcome verified: -8m dwell reduction (Attainment 72.7%)
AUD-00154,DEC-00224,ACT-00154,2026-09-03 06:51:36,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,bc4732276659fe3f6e757b14ca05644b27e69b7114849cc76d3394ec1fa17304,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00155,DEC-00226,ACT-00155,2026-09-04 03:00:39,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,eb6361e4ea8bbd83ce14b0e4d195853cdee8247474a2e9ae9f6c7e0c6d6310d5,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00156,DEC-00227,ACT-00156,2026-09-04 13:31:28,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,567e6a05d97b72e19920005f4e081566e4b17f1693fa0ce4f46ea3b91aeda75a,Outcome verified: -11m dwell reduction (Attainment 78.6%)
AUD-00157,DEC-00228,ACT-00157,2026-09-05 06:03:57,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d116bee1af2762025edf5d9cb9863cc25729f2a9a43ee5b0c6bad34eae6df233,Outcome verified: -9m dwell reduction (Attainment 81.8%)
AUD-00158,DEC-00229,ACT-00158,2026-09-05 15:56:52,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,4a5bae98e48124194e0056ec112cded88a96bfe233bb46bc5dc84d5ae41371f9,Outcome verified: -13m dwell reduction (Attainment 100.0%)
AUD-00159,DEC-00230,ACT-00159,2026-09-05 20:30:48,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a05b1692ad3cdc08096d06205d7f497d355ff7101c8b2a770876712d6cd7d08f,Outcome verified: -8m dwell reduction (Attainment 100.0%)
AUD-00160,DEC-00231,ACT-00160,2026-09-06 12:47:25,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,5af99b437233943fa806bd00a26422ef0d7a295c822c08942257ef9646a66acf,Outcome verified: -4m dwell reduction (Attainment 66.7%)
AUD-00161,DEC-00232,ACT-00161,2026-09-07 04:57:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,1ae5ee8eec0482e6f37d2674e0de119c781aa952f0b02b015d9eb15c47668305,Outcome verified: -6m dwell reduction (Attainment 75.0%)
AUD-00162,DEC-00233,ACT-00162,2026-09-07 07:37:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,b9443bb38ee88c6c52e567e29021ab871691239c0fb866072b2f54332513d157,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00163,DEC-00234,ACT-00163,2026-09-07 12:45:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,5ae5a845295bb1dca07e3ddf41e8b758e4ddac9e9bddd799f31b5933d6fa8350,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00164,DEC-00237,ACT-00164,2026-09-08 22:45:44,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,56fd5db3b73b3dc55b6f59b056a0d263d42fdc1237eb5f108435ef09d1a310ec,Outcome verified: -19m dwell reduction (Attainment 79.2%)
AUD-00165,DEC-00238,ACT-00165,2026-09-09 06:51:30,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d1c44fa6ce49f9cef3ff9c33246ec803ea7bf44edccb9ae4065dcd2a5345586e,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00166,DEC-00239,ACT-00166,2026-09-09 12:33:45,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,4026b65a147688ccf9f35aef49aa203aec2f507960f1494e8e57856d568f7914,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00167,DEC-00240,ACT-00167,2026-09-09 14:49:37,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a6b3e742b11558ac519612f900a1d98edc09f03cc9188561bef3d421458e1b6e,Outcome verified: -7m dwell reduction (Attainment 77.8%)
AUD-00168,DEC-00242,ACT-00168,2026-09-10 16:50:28,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,43b966fb4400ee0b2995b37637e011b175f728fa19da46c74a0fca0ea600fb22,Outcome verified: -12m dwell reduction (Attainment 92.3%)
AUD-00169,DEC-00243,ACT-00169,2026-09-11 10:37:49,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,60af24d2da616f692b5c52c4580160bb4c95db7d5c764ac0edd7abc84bd64e97,Outcome verified: -12m dwell reduction (Attainment 80.0%)
AUD-00170,DEC-00245,ACT-00170,2026-09-12 18:00:26,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,ba33ab362368cda00c76f896cbae41cadc1fe8f66efddb3c3ac3445589791637,Outcome verified: -27m dwell reduction (Attainment 84.4%)
AUD-00171,DEC-00249,ACT-00171,2026-09-15 03:48:44,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,f685f5fbcdc98a0d759cddd768398bb38b075f55d20aec058878f7e02c6e0841,Outcome verified: -6m dwell reduction (Attainment 85.7%)
AUD-00172,DEC-00250,ACT-00172,2026-09-15 08:48:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,7e8e8399b8068b76eff3ca919dddcafa20e80163895ba23b4aae4a6dd12d723d,Outcome verified: -7m dwell reduction (Attainment 70.0%)
